A	'ə	ə
exemple	ə g z 'e m p l ə	ə g z 'ɛ m p l ə
tretze	t ɾ 'e d z ə	t ɾ 'ɛ d z ə
tothom	t u t 'ɔ m	t u t u m
tema	t 'e m ə	t 'ɛ m ə
molta	m 'o l t ə	m 'ɔ l t ə
dotze	d 'o d z ə	d 'ɔ d z ə
dones	d 'ɔ n ə s	d 'o n ə s
aquells	ə k 'ɛ ʎ s	ə k 'e ʎ s
queda	k 'e ð ə	k 'ɛ ð ə
noi	n 'ɔ j	n 'o i
fort	f 'ɔ r t	f 'o r t
Ens	'ə n s	ə n s
valors	b ə l 'o r s	b ə l 'o s
llengua	ʎ 'e ŋ g w ə	ʎ 'ɛ ŋ g w ə
veig	b 'ɛ t ʃ	b 'ɛ tʃ
bancs	b 'a ŋ s	b 'a ŋ k s
tard	t 'a r t	t 'a r
segle	s 'e g g l ə	s 'ɛ ɣ l ə
Tots	t 'o t s	t 'ɔ t s
tros	t ɾ 'ɔ s	t ɾ 'o s
fred	f ɾ 'ɛ t	f ɾ 'e t
cabell	k ə β 'ɛ ʎ	k ə β 'e ʎ
Que	k 'ə	k ə
verd	b 'ɛ r t	b 'ɛ r
jove	ʒ 'o β ə	ʒ 'ɔ β ə
fets	f 'e t s	f 'ɛ t s
catorze	k ə t 'o r z ə	k ə t 'ɔ r z ə
Mentre	m 'e n t ɾ ə	m 'ɛ n t ɾ ə
records	r ə k 'ɔ r s	r ə k 'o r s
joves	ʒ 'o β ə s	ʒ 'ɔ β ə s
banc	b 'a ŋ	b 'a ŋ k
Sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
sobretot	s u β ɾ ə t 'o t	s u β ɾ ə t 'ɔ t
objectes	u b ʒ 'e k t ə s	u b ʒ 'ɛ k t ə s
faig	f 'a t ʃ	f 'a tʃ
to	t 'ɔ	t 'o
projecte	p ɾ u ʒ 'e k t ə	p ɾ u ʒ 'ɛ k t ə
meves	m 'e β ə s	m 'ɛ β ə s
flors	f l 'ɔ s	f l 'o s
dissabte	d i s 'a p t ə	d i s 'a b b t ə
Aquell	ə k 'ɛ ʎ	ə k 'e ʎ
resta	r 'e s t ə	r 'ɛ s t ə
terme	t 'e r m ə	t 'ɛ r m ə
llarg	ʎ 'a r k	ʎ 'a r
deixa	d 'e ʃ ə	d 'ɛ ʃ ə
d'acord	d ə k 'ɔ r t	d ə k 'o r t
cor	k 'ɔ r	k 'o
boca	b 'o k ə	b 'ɔ k ə
aquelles	ə k 'ɛ ʎ ə s	ə k 'e ʎ ə s
temes	t 'e m ə s	t 'ɛ m ə s
tecla	t 'e k l ə	t 'ɛ k l ə
parella	p ə ɾ 'ɛ ʎ ə	p ə ɾ 'e ʎ ə
homes	'ɔ m ə s	u m ə s
centres	s 'e n t ɾ ə s	s 'ɛ n t ɾ ə s
bar	b 'a r	b 'a
Madrid	m ə ð ɾ 'i t	m ə ð ɾ 'i ð
Lleida	ʎ 'e j ð ə	ʎ 'ɛ j ð ə
Des	d 'e s	d 'ɛ s
Aquests	ə k 'ɛ t s	ə k 'ɛ s t s
se'ls	s 'ə l s	s 'ɛ l s
peix	p 'e ʃ	p 'ɛ ʃ
maig	m 'a t ʃ	m 'a tʃ
favor	f ə β 'o r	f ə β 'o
d'aquell	d ə k 'ɛ ʎ	d ə k 'e ʎ
camps	k 'a m s	k 'a m p s
Aquella	ə k 'ɛ ʎ ə	ə k 'e ʎ ə
trens	t ɾ 'ɛ n s	t ɾ 'e n s
cabells	k ə β 'ɛ ʎ s	k ə β 'e ʎ s
vora	b 'ɔ ɾ ə	b 'o ɾ ə
posa	p 'ɔ z ə	p 'o z ə
bosc	b 'ɔ s k	b 'o s k
aspectes	ə s p 'e k t ə s	ə s p 'ɛ k t ə s
valor	b ə l 'o r	b ə l 'o
se'ns	s 'ə n s	s 'ɛ n s
s'ho	s 'u	s u
noms	n 'ɔ m s	n 'o m s
festa	f 'e s t ə	f 'ɛ s t ə
fes	f 'e s	f 'ɛ s
desembre	d ə z 'e m b ɾ ə	d ə z 'ɛ m b ɾ ə
torna	t 'o r n ə	t 'ɔ r n ə
suport	s u p 'ɔ r t	s u p 'o r t
queden	k 'e ð ə n	k 'ɛ ð ə n
peixos	p 'e ʃ u s	p 'ɛ ʃ u s
l'hora	l 'ɔ ɾ ə	l i 'o ɾ ə
haig	'a t ʃ	'a tʃ
foto	f 'o t u	f 'ɔ t u
concret	k u ŋ k ɾ 'e t	k u ŋ k ɾ 'ɛ t
coll	k 'ɔ ʎ	k 'o ʎ
Pere	p 'e ɾ ə	p 'ɛ ɾ ə
O	'ɔ	'o
sons	s 'ɔ n s	s 'o n s
setembre	s ə t 'e m b ɾ ə	s ə t 'ɛ m b ɾ ə
conte	k 'o n t ə	k 'ɔ n t ə
bo	b 'ɔ	b 'o
a	'ə	ə
flor	f l 'ɔ	f l 'o
d'aquella	d ə k 'ɛ ʎ ə	d ə k 'e ʎ ə
bossa	b 'o s ə	b 'ɔ s ə
bones	b 'ɔ n ə s	b 'o n ə s
Entre	'e n t ɾ ə	'ɛ n t ɾ ə
pedra	p 'e ð ɾ ə	p 'ɛ ð ɾ ə
novembre	n u β 'e m b ɾ ə	n u β 'ɛ m b ɾ ə
nois	n 'ɔ j s	n 'o i s
formes	f 'o r m ə s	f 'ɔ r m ə s
cotxes	k 'o t ʃ ə s	k 'ɔ t ʃ ə s
compra	k 'o m p ɾ ə	k 'ɔ m p ɾ ə
anterior	ə n t ə ɾ i 'o r	ə n t ə ɾ i 'o
Us	'u s	u s
vermell	b ə r m 'ɛ ʎ	b ə r m 'e ʎ
setmanes	s ə m m 'a n ə s	s ə d m 'a n ə s
respecte	r ə s p 'e k t ə	r ə s p 'ɛ k t ə
record	r ə k 'ɔ r t	r ə k 'o ɾ ð
me	m 'ə	m ə
mateixos	m ə t 'e ʃ u s	m ə t 'ɛ ʃ u s
gossos	g 'o s u s	g 'ɔ s u s
feta	f 'e t ə	f 'ɛ t ə
d'aquells	d ə k 'ɛ ʎ s	d ə k 'e ʎ s
amor	ə m 'o r	ə m 'o
Pel	p 'ə l	p ə l
Et	'ə t	ə t
se'm	s 'ə m	s 'ɛ m
plens	p l 'ɛ n s	p l 'e n s
dimecres	d i m 'e k ɾ ə s	d i m 'ɛ k ɾ ə s
deixen	d 'e ʃ ə n	d 'ɛ ʃ ə n
Sense	s 'e n s ə	s 'ɛ n s ə
transport	t ɾ ə n s p 'ɔ r t	t ɾ ə n s p 'o r t
processos	p ɾ u s 'e s u s	p ɾ u s 'ɛ s u s
pols	p 'o l s	p 'ɔ l s
pedres	p 'e ð ɾ ə s	p 'ɛ ð ɾ ə s
passeig	p ə s 'ɛ t ʃ	p ə s 'ɛ tʃ
membres	m 'e m b ɾ ə s	m 'ɛ m b ɾ ə s
font	f 'ɔ n	f 'o n
esforç	ə s f 'ɔ r s	ə s f 'o r s
desig	d ə z 'i t ʃ	d ə z 'i ɣ
alhora	ə l 'ɔ ɾ ə	ə l i 'o ɾ ə
Se	s 'ə	s ə
textos	t 'e k s t u s	t 'ɛ k s t u s
tempesta	t ə m p 'e s t ə	t ə m p 'ɛ s t ə
objecte	u b ʒ 'e k t ə	u b ʒ 'ɛ k t ə
fosca	f 'o s k ə	f 'ɔ s k ə
fer-ho	f 'e ɾ u	f 'ɛ ɾ u
entendre	ə n t 'e n d ɾ ə	ə n t 'ɛ n d ɾ ə
dolça	d 'o l s ə	d 'ɔ l s ə
defecte	d ə f 'e k t ə	d ə f 'ɛ k t ə
correspon	k u r ə s p 'ɔ n	k u r ə s p 'o n
Manresa	m ə n r 'ɛ z ə	m ə n 'ɛ z ə
Consell	k u n s 'ɛ ʎ	k u n s 'e ʎ
ves	b 'e s	b 'ɛ s
tret	t ɾ 'e t	t ɾ 'ɛ t
torno	t 'o r n u	t 'ɔ r n u
sistemes	s i s t 'e m ə s	s i s t 'ɛ m ə s
respon	r ə s p 'ɔ n	r ə s p 'o n
queixes	k 'e ʃ ə s	k 'ɛ ʃ ə s
metges	m 'e d ʒ ə s	m 'ɛ d ʒ ə s
gest	ʒ 'e s t	ʒ 'ɛ s t
formen	f 'o r m ə n	f 'ɔ r m ə n
festes	f 'e s t ə s	f 'ɛ s t ə s
cognoms	k u g n 'ɔ m s	k u g n 'o m s
caràcter	k ə ɾ 'a k t ə r	k ə ɾ 'a k t ə
caos	k 'a o s	k 'a u s
bons	b 'ɔ n s	b 'o n s
boig	b 'ɔ t ʃ	b 'ɔ tʃ
aspecte	ə s p 'e k t ə	ə s p 'ɛ k t ə
arbre	'a β ɾ ə	'a ɾ β ɾ ə
i	'i	i
vespre	b 'e s p ɾ ə	b 'ɛ s p ɾ ə
sabent	s ə β 'ɛ n	s ə β 'e n
reforma	r ə f 'o r m ə	r ə f 'ɔ r m ə
quedo	k 'e ð u	k 'ɛ ð u
projectes	p ɾ u ʒ 'e k t ə s	p ɾ u ʒ 'ɛ k t ə s
nord	n 'ɔ r t	n 'o r
menor	m ə n 'o r	m ə n 'o
lleis	ʎ 'e j s	ʎ 'ɛ j s
hom	'ɔ m	u m
enrere	ə n r 'e ɾ ə	ə n 'ɛ ɾ ə
doble	d 'o b b l ə	d 'ɔ b b l ə
disposen	d i s p 'o z ə n	d i s p 'ɔ z ə n
cercle	s 'e r k l ə	s 'ɛ r k l ə
arbres	'a β ɾ ə s	'a ɾ β ɾ ə s
Moltes	m 'o l t ə s	m 'ɔ l t ə s
D'acord	d ə k 'ɔ r t	d ə k 'o r t
Als	'ə l s	ə l s
ésser	'e s ə r	'e s ə
A	'ə	ə
voler	b u l 'ɛ	b u l 'e
trets	t ɾ 'e t s	t ɾ 'ɛ t s
son	s 'ɔ n	s 'o n
restes	r 'e s t ə s	r 'ɛ s t ə s
popular	p u p u l 'a r	p u p u l 'a
menors	m ə n 'o r s	m ə n 'o s
fer-me	f 'e r m ə	f 'ɛ r m ə
d'aquelles	d ə k 'ɛ ʎ ə s	d ə k 'e ʎ ə s
bombes	b 'o m b ə s	b 'ɔ m b ə s
vermelles	b ə r m 'ɛ ʎ ə s	b ə r m 'e ʎ ə s
transports	t ɾ ə n s p 'ɔ r s	t ɾ ə n s p 'o r t s
trajecte	t ɾ ə ʒ 'e k t ə	t ɾ ə ʒ 'ɛ k t ə
teves	t 'e β ə s	t 'ɛ β ə s
se'l	s 'ə l	s 'ɛ l
s'aixeca	s ə ʃ 'e k ə	s ə ʃ 'ɛ k ə
presenten	p ɾ ə z 'e n t ə n	p ɾ ə z 'ɛ n t ə n
plaer	p l ə 'ɛ	p l ə 'e
perd	p 'ɛ r t	p 'ɛ r
llar	ʎ 'a r	ʎ 'a
interior	i n t ə ɾ i 'o r	i n t ə ɾ i 'o
interessa	i n t ə ɾ 'ɛ s ə	i n t ə ɾ 'e s ə
fotos	f 'o t u s	f 'ɔ t u s
fonts	f 'ɔ n s	f 'o n s
finestres	f i n 'e s t ɾ ə s	f i n 'ɛ s t ɾ ə s
fer-se	f 'e r s ə	f 'ɛ r s ə
esport	ə s p 'ɔ r t	ə s p 'o r t
deixo	d 'e ʃ u	d 'ɛ ʃ u
ampolla	ə m p 'o ʎ ə	ə m p 'ɔ ʎ ə
acord	ə k 'ɔ r t	ə k 'o r t
Veig	b 'ɛ t ʃ	b 'ɛ tʃ
Sento	s 'e n t u	s 'ɛ n t u
Guíxols	g 'i k s u l s	g 'i ʃ u l s
Faig	f 'a t ʃ	f 'a tʃ
Dissabte	d i s 'a p t ə	d i s 'a b b t ə
Conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
tronc	t ɾ 'o ŋ	t ɾ 'o ŋ k
sentin	s 'e n t i n	s 'ɛ n t i n
segles	s 'e g g l ə s	s 'ɛ ɣ l ə s
representen	r ə p ɾ ə z 'e n t ə n	r ə p ɾ ə z 'ɛ n t ə n
regles	r 'e g g l ə s	r 'ɛ ɣ l ə s
quedi	k 'e ð i	k 'ɛ ð i
provoca	p ɾ u β 'o k ə	p ɾ u β 'ɔ k ə
pressupost	p ɾ ə s u p 'ɔ s t	p ɾ ə s u p 'o s t
premsa	p ɾ 'e m s ə	p ɾ 'ɛ m s ə
port	p 'ɔ r t	p 'o r t
parelles	p ə ɾ 'ɛ ʎ ə s	p ə ɾ 'e ʎ ə s
metge	m 'e d ʒ ə	m 'ɛ d ʒ ə
llargs	ʎ 'a r k s	ʎ 'a r s
immens	i m m 'ɛ n s	i m m 'e n s
gros	g ɾ 'ɔ s	g ɾ 'o s
familiars	f ə m i l i 'a r s	f ə m i l i 'a s
error	ə r 'o r	ə r 'o
enorme	ə n 'o r m ə	ə n 'ɔ r m ə
conceptes	k u n s 'e p t ə s	k u n s 'ɛ p t ə s
comptes	k 'o m t ə s	k 'ɔ m p t ə s
atendre	ə t 'e n d ɾ ə	ə t 'ɛ n d ɾ ə
abelles	ə β 'ɛ ʎ ə s	ə β 'e ʎ ə s
Uns	'u n s	u n s
Totes	t 'o t ə s	t 'ɔ t ə s
Boi	b 'ɔ j	b 'o i
tornes	t 'o r n ə s	t 'ɔ r n ə s
tinguessin	t i ŋ g 'e s i n	t i ŋ g 'ɛ s i n
termes	t 'e r m ə s	t 'ɛ r m ə s
t'he	t 'e	t 'ɛ
solar	s u l 'a r	s u l 'a
rugbi	r 'u g b i	r 'u g β i
rosa	r 'ɔ z ə	r 'o z ə
particular	p ə r t i k u l 'a r	p ə r t i k u l 'a
mots	m 'o t s	m 'ɔ t s
moto	m 'o t u	m 'ɔ t u
mot	m 'o t	m 'ɔ t
llest	ʎ 'e s t	ʎ 'ɛ s t
llengües	ʎ 'e ŋ g w ə s	ʎ 'ɛ ŋ g w ə s
l'univers	l u n i β 'ɛ r s	l u n i β 'e s
gola	g 'o l ə	g 'ɔ l ə
enmig	ə m m 'i t ʃ	ə n m 'i tʃ
efectes	ə f 'e k t ə s	ə f 'ɛ k t ə s
distret	d i s t ɾ 'e t	d i s t ɾ 'ɛ t
contes	k 'o n t ə s	k 'ɔ n t ə s
consell	k u n s 'ɛ ʎ	k u n s 'e ʎ
concepte	k u n s 'e p t ə	k u n s 'ɛ p t ə
Tremp	t ɾ 'e m	t ɾ 'ɛ m
Tothom	t u t 'ɔ m	t u t u m
Peso	p 'e z u	p 'ɛ z u
Pesa	p 'e z ə	p 'ɛ z ə
Fes	f 'e s	f 'ɛ s
Per	p 'ə r	p ə r
En	'ə n	ə n
vers	b 'ɛ r s	b 'e s
secret	s ə k ɾ 'e t	s ə k ɾ 'ɛ t
raig	r 'a t ʃ	r 'a tʃ
plataforma	p l ə t ə f 'o r m ə	p l ə t ə f 'ɔ r m ə
peninsular	p ə n i n s u l 'a r	p ə n i n s u l 'a
orelles	u ɾ 'ɛ ʎ ə s	u ɾ 'e ʎ ə s
morts	m 'ɔ r s	m 'o r t s
militar	m i l i t 'a r	m i l i t 'a
menja	m 'e n ʒ ə	m 'ɛ n ʒ ə
mateixes	m ə t 'e ʃ ə s	m ə t 'ɛ ʃ ə s
intento	i n t 'e n t u	i n t 'ɛ n t u
intenten	i n t 'e n t ə n	i n t 'ɛ n t ə n
humor	u m 'o r	u m 'o
golf	g 'ɔ l f	g 'o l f
fossin	f 'o s i n	f 'ɔ s i n
fantasia	f ə n t ə z 'i ə	f ə n t ə s 'i ə
familiar	f ə m i l i 'a r	f ə m i l i 'a
errors	ə r 'o r s	ə r 'o s
entren	'e n t ɾ ə n	'ɛ n t ɾ ə n
enormes	ə n 'o r m ə s	ə n 'ɔ r m ə s
cost	k 'ɔ s t	k 'o s t
corre	k 'o r ə	k 'ɔ r ə
copes	k 'o p ə s	k 'ɔ p ə s
afores	ə f 'ɔ ɾ ə s	ə f 'o ɾ ə s
Torna	t 'o r n ə	t 'ɔ r n ə
Eren	'e ɾ ə n	'ɛ ɾ ə n
Compte	k 'o m t ə	k 'ɔ m p t ə
Bon	b 'ɔ n	b 'o n
Antoni	ə n t 'ɔ n i	ə n t 'o n i
vivendes	b i β 'e n d ə s	b i β 'ɛ n d ə s
vivenda	b i β 'e n d ə	b i β 'ɛ n d ə
vermells	b ə r m 'ɛ ʎ s	b ə r m 'e ʎ s
vermella	b ə r m 'ɛ ʎ ə	b ə r m 'e ʎ ə
tornen	t 'o r n ə n	t 'ɔ r n ə n
tast	t 'a s t	t 'a s
sona	s 'ɔ n ə	s 'o n ə
similar	s i m i l 'a r	s i m i l 'a
segurs	s ə ɣ 'u s	s ə ɣ 'u r s
repte	r 'e p t ə	r 'ɛ p t ə
recompte	r ə k 'o m t ə	r ə k 'ɔ m p t ə
quiet	k i 'e t	k i 'ɛ t
quelcom	k ə l k 'ɔ m	k ə l k 'o m
queixa	k 'e ʃ ə	k 'ɛ ʃ ə
plàncton	p l 'a ŋ k t o n	p l 'a ŋ t u n
plor	p l 'ɔ	p l 'o
perfecte	p ə r f 'e k t ə	p ə r f 'ɛ k t ə
neboda	n ə β 'o ð ə	n ə β 'ɔ ð ə
lo	l 'u	l u
llop	ʎ 'o p	ʎ 'ɔ p
llagosta	ʎ ə ɣ 'o s t ə	ʎ ə ɣ 'ɔ s t ə
l'orella	l u ɾ 'ɛ ʎ ə	l u ɾ 'e ʎ ə
intens	i n t 'ɛ n s	i n t 'e n s
herois	ə ɾ 'ɔ j s	ə ɾ 'o i s
gotes	g 'o t ə s	g 'ɔ t ə s
gota	g 'o t ə	g 'ɔ t ə
glop	g l 'o p	g l 'ɔ p
fosques	f 'o s k ə s	f 'ɔ s k ə s
fetge	f 'e d ʒ ə	f 'ɛ d ʒ ə
feix	f 'e ʃ	f 'ɛ ʃ
evidentment	ə β i ð ə m m 'e n	ə β i ð ə n m 'e n
esports	ə s p 'ɔ r s	ə s p 'o r t s
esperi	ə s p 'e ɾ i	ə s p 'ɛ ɾ i
entenc	ə n t 'e ŋ	ə n t 'ɛ ŋ
endarrere	ə n d ə r 'e ɾ ə	ə n d ə r 'ɛ ɾ ə
encendre	ə n s 'e n d ɾ ə	ə n s 'ɛ n d ɾ ə
donen	d 'o n ə n	d 'ɔ n ə n
dimonis	d i m 'ɔ n i s	d i m 'o n i s
descens	d ə s 'ɛ n s	d ə s 'e n s
desa	d 'e z ə	d 'ɛ z ə
deixi	d 'e ʃ i	d 'ɛ ʃ i
d'hora	d 'ɔ ɾ ə	d i 'o ɾ ə
creix	k ɾ 'e ʃ	k ɾ 'ɛ ʃ
convoquen	k u m b 'o k ə n	k u m b 'ɔ k ə n
concerts	k u n s 'ɛ r s	k u n s 'ɛ r t s
compta	k 'o m t ə	k 'ɔ m t ə
compro	k 'o m p ɾ u	k 'ɔ m p ɾ u
aliment	ə l i m 'e n	a l i m 'e n
agenda	ə ʒ 'e n d ə	ə ʒ 'ɛ n d ə
Santander	s ə n t ə n d 'e r	s ə n t ə n d 'e
Respecte	r ə s p 'e k t ə	r ə s p 'ɛ k t ə
Londres	l 'o n d ɾ ə s	l 'ɔ n d ɾ ə s
Intento	i n t 'e n t u	i n t 'ɛ n t u
Horts	'ɔ r s	ə r t s
Evidentment	ə β i ð ə m m 'e n	ə β i ð ə n m 'e n
Deixo	d 'e ʃ u	d 'ɛ ʃ u
Coll	k 'ɔ ʎ	k 'o ʎ
Bona	b 'ɔ n ə	b 'o n ə
Benidorm	b ə n i ð 'o r m	b ə n i ð 'o m
o	'ɔ	'o
per	p 'ə r	p ə r
torni	t 'o r n i	t 'ɔ r n i
tons	t 'ɔ n s	t 'o n s
testimonis	t ə s t i m 'ɔ n i s	t ə s t i m 'o n i s
te	t 'ə	t ə
suposa	s u p 'ɔ z ə	s u p 'o z ə
sencera	s ə n s 'ɛ ɾ ə	s ə n s 'e ɾ ə
sabor	s ə β 'o r	s ə β 'o
s'adonessin	s ə ð u n 'e s i n	s ə ð u n 'ɛ s i n
retrobo	r ə t ɾ 'o β u	r ə t ɾ 'ɔ β u
renda	r 'e n d ə	r 'ɛ n d ə
prendrà	p ə n d ɾ 'a	p ɾ ə n d ɾ 'a
parer	p ə ɾ 'ɛ	p ə ɾ 'e
oberts	u β 'ɛ r s	u β 'ɛ r t s
neix	n 'e ʃ	n 'ɛ ʃ
n'he	n 'e	n 'ɛ
motor	m u t 'o r	m u t 'o
menjo	m 'e n ʒ u	m 'ɛ n ʒ u
membre	m 'e m b ɾ ə	m 'ɛ m b ɾ ə
mantenen	m ə n t 'e n ə n	m ə n t 'ɛ n ə n
malson	m ə l s 'ɔ n	m ə l s 'o n
lleixa	ʎ 'e ʃ ə	ʎ 'ɛ ʃ ə
grega	g ɾ 'e ɣ ə	g ɾ 'ɛ ɣ ə
goig	g 'ɔ t ʃ	g 'ɔ tʃ
foscos	f 'o s k u s	f 'ɔ s k u s
forts	f 'ɔ r s	f 'o r t s
foren	f 'o ɾ ə n	f 'ɔ ɾ ə n
fer-nos	f 'e r n u s	f 'ɛ r n u s
fer-li	f 'e r l i	f 'ɛ r l i
farigola	f ə ɾ i ɣ 'o l ə	f ə ɾ i ɣ 'ɔ l ə
exterior	ə k s t ə ɾ i 'o r	ə k s t ə ɾ i 'o
esperen	ə s p 'e ɾ ə n	ə s p 'ɛ ɾ ə n
escolar	ə s k u l 'a r	ə s k u l 'a
element	ə l ə m 'e n	ɛ l ə m 'e n
eix	'e ʃ	'ɛ ʃ
distreta	d i s t ɾ 'e t ə	d i s t ɾ 'ɛ t ə
dimoni	d i m 'ɔ n i	d i m 'o n i
creixi	k ɾ 'e ʃ i	k ɾ 'ɛ ʃ i
corren	k 'o r ə n	k 'ɔ r ə n
comparseros	k u m p ə r s 'e ɾ u s	k u m p ə r s 'ɛ ɾ u s
cognom	k u g n 'ɔ m	k u g n 'o m
celles	s 'ɛ ʎ ə s	s 'e ʎ ə s
celebra	s ə l 'e β ɾ ə	s ə l 'ɛ β ɾ ə
aparells	ə p ə ɾ 'ɛ ʎ s	ə p ə ɾ 'e ʎ s
Sota	s 'o t ə	s 'ɔ t ə
Pontevedra	p u n t ə β 'e ð ɾ ə	p u n t ə β 'ɛ ð ɾ ə
Pels	p 'ə l s	p ə l s
Menjo	m 'e n ʒ u	m 'ɛ n ʒ u
Espero	ə s p 'e ɾ u	ə s p 'ɛ ɾ u
Centre	s 'e n t ɾ ə	s 'ɛ n t ɾ ə
volent	b u l 'ɛ n	b u l 'e n
vigor	b i ɣ 'o r	b i ɣ 'o
vehemència	b ə ə m 'ɛ n s i ə	b e ə m 'ɛ n s i ə
univers	u n i β 'ɛ r s	u n i β 'e s
tresor	t ɾ ə z 'ɔ r	t ɾ ə z 'o
transforma	t ɾ ə n s f 'o r m ə	t ɾ ə n s f 'ɔ r m ə
tonto	t 'o n t u	t 'ɔ n t u
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
temor	t ə m 'o r	t ə m 'o
tecles	t 'e k l ə s	t 'ɛ k l ə s
te'n	t 'ə n	t 'ɛ n
t'ho	t 'u	t u
subjectes	s u b ʒ 'e k t ə s	s u b ʒ 'ɛ k t ə s
sorteig	s u r t 'ɛ t ʃ	s u r t 'ɛ tʃ
sopars	s u p 'a s	s u p 'a r s
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
similars	s i m i l 'a r s	s i m i l 'a s
sencer	s ə n s 'ɛ	s ə n s 'e
s'espolsa	s ə s p 'o l s ə	s ə s p 'ɔ l s ə
s'accepten	s ə k s 'e p t ə n	s ə k s 'ɛ p t ə n
ronda	r 'o n d ə	r 'ɔ n d ə
rere	r 'e ɾ ə	r 'ɛ ɾ ə
reformes	r ə f 'o r m ə s	r ə f 'ɔ r m ə s
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
prosa	p ɾ 'ɔ z ə	p ɾ 'o z ə
problemàtica	p ɾ u β l ə m 'a t i k ə	p ɾ u b b l ə m 'a t i k ə
presta	p ɾ 'e s t ə	p ɾ 'ɛ s t ə
presses	p ɾ 'e s ə s	p ɾ 'ɛ s ə s
presento	p ɾ ə z 'e n t u	p ɾ ə z 'ɛ n t u
ports	p 'ɔ r s	p 'o r t s
poguessin	p u ɣ 'e s i n	p u ɣ 'ɛ s i n
podi	p 'o ð i	p 'ɔ ð i
plora	p l 'ɔ ɾ ə	p l 'o ɾ ə
penja	p 'e n ʒ ə	p 'ɛ n ʒ ə
pengi	p 'e n ʒ i	p 'ɛ n ʒ i
pengen	p 'e n ʒ ə n	p 'ɛ n ʒ ə n
passaport	p ə s ə p 'ɔ r t	p ə s ə p 'o r t
pacientment	p ə s i ə m m 'e n	p ə s i ə n m 'e n
omple	'o m p l ə	'ɔ m p l ə
ombres	'o m b ɾ ə s	'ɔ m b ɾ ə s
motors	m u t 'o r s	m u t 'o s
mercadeig	m ə r k ə ð 'ɛ t ʃ	m ə r k ə ð 'ɛ tʃ
mengen	m 'e n ʒ ə n	m 'ɛ n ʒ ə n
matrimoni	m ə t ɾ i m 'ɔ n i	m ə t ɾ i m 'o n i
mareig	m ə ɾ 'ɛ t ʃ	m ə ɾ 'ɛ tʃ
m'interessa	m i n t ə ɾ 'ɛ s ə	m i n t ə ɾ 'e s ə
llosa	ʎ 'ɔ z ə	ʎ 'o z ə
lletja	ʎ 'e d ʒ ə	ʎ 'ɛ d ʒ ə
lleig	ʎ 'e t ʃ	ʎ 'ɛ tʃ
l'aparell	l ə p ə ɾ 'ɛ ʎ	l ə p ə ɾ 'e ʎ
interiors	i n t ə ɾ i 'o r s	i n t ə ɾ i 'o s
inquiet	i ŋ k i 'e t	i ŋ k i 'ɛ t
grecs	g ɾ 'e k s	g ɾ 'ɛ k s
grec	g ɾ 'e k	g ɾ 'ɛ k
golfes	g 'o l f ə s	g 'ɔ l f ə s
gespa	ʒ 'e s p ə	ʒ 'ɛ s p ə
gasoil	g ə z 'ɔ j l	g ə z 'o i l
fotre	f 'o t ɾ ə	f 'ɔ t ɾ ə
folre	f 'o l r ə	f 'ɔ l r ə
fetes	f 'e t ə s	f 'ɛ t ə s
fer-ne	f 'e r n ə	f 'ɛ r n ə
fer-la	f 'e r l ə	f 'ɛ r l ə
extrem	ə k s t ɾ 'e m	ə k s t ɾ 'ɛ m
exempts	ə g z 'e m t s	ə g z 'ɛ m t s
excepte	ə k s 'e p t ə	ə k s 'ɛ p t ə
estàndard	ə s t 'a n d ə r t	ə s t 'a n d ə ɾ ð
espongiformes	ə s p u n ʒ i f 'o r m ə s	ə s p u n ʒ i f 'ɔ r m ə s
esnob	ə z n 'ɔ p	ə z n 'o p
esmorzen	ə z m 'o r z ə n	ə z m 'ɔ r z ə n
escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
escletxa	ə s k l 'e t ʃ ə	ə s k l 'ɛ t ʃ ə
enquestes	ə ŋ k 'e s t ə s	ə ŋ k 'ɛ s t ə s
enquesta	ə ŋ k 'e s t ə	ə ŋ k 'ɛ s t ə
empremtes	ə m p ɾ 'e m t ə s	ə m p ɾ 'ɛ m t ə s
efecte	ə f 'e k t ə	ə f 'ɛ k t ə
distrets	d i s t ɾ 'e t s	d i s t ɾ 'ɛ t s
digui'm	d 'i ɣ i m	d i ɣ 'i m
difondre	d i f 'o n d ɾ ə	d i f 'ɔ n d ɾ ə
d'orella	d u ɾ 'ɛ ʎ ə	d u ɾ 'e ʎ ə
d'hores	d 'ɔ ɾ ə s	d i 'o ɾ ə s
d'homes	d 'ɔ m ə s	d u m ə s
creixen	k ɾ 'e ʃ ə n	k ɾ 'ɛ ʃ ə n
concretes	k u ŋ k ɾ 'e t ə s	k u ŋ k ɾ 'ɛ t ə s
conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
comte	k 'o m t ə	k 'ɔ m t ə
compren	k 'o m p ɾ ə n	k 'ɔ m p ɾ ə n
comenten	k u m 'e n t ə n	k u m 'ɛ n t ə n
colze	k 'o l z ə	k 'ɔ l z ə
closos	k l 'ɔ z u s	k l 'o z u s
