A	'ə	 ə 
mosca	m 'o s k ə	 m 'ɔ s k ə 
moscard	m u s k 'a r	 m u s k 'a r t 
mosques	m 'o s k ə s	 m 'ɔ s k ə s 
mossa	m 'o s ə	 m 'ɔ s ə 
mossegaire	m u s ə ɣ 'a j ɾ ə	 m u s ə ɣ ə 'i ɾ ə 
mosso	m 'o s u	 m 'ɔ s u 
mossos	m 'o s u s	 m 'ɔ s u s 
mot	m 'o t	 m 'ɔ t 
moto	m 'o t u	 m 'ɔ t u 
motor	m u t 'o r	 m u t 'o 
motors	m u t 'o r s	 m u t 'o s 
motos	m 'o t u s	 m 'ɔ t u s 
motriu	m u t ɾ 'i w	 m u t ɾ 'i u 
mou	m 'ɔ w	 m 'o w 
mous	m 'ɔ w s	 m 'o w s 
mudèjar	m u ð 'ɛ ʒ ə	 m u ð ə ʒ 'a 
muhàrram	m u 'a r ə m	 m u i 'a r ə m 
multivers	m u l t i β 'ɛ r s	 m u l t i β 'e s 
muntanyenc	m u n t ə ɲ 'ɛ ŋ	 m u n t ə ɲ 'ɛ n s 
muscular	m u s k u l 'a r	 m u s k u l 'a 
nadalenc	n ə ð ə l 'ɛ ŋ	 n ə ð ə l 'ɛ n s 
naixença	n ə ʃ 'ɛ n s ə	 n ə ʃ 'e n s ə 
nàufrag	n 'a w f ɾ ə k	 n ə w f ɾ 'a ɣ 
nàusea	n 'a w z e ə	 n 'a w z ə ə 
nauseabund	n ə w z e ə β 'u n	 n ə w z e ə β 'u n d 
nauseabunds	n ə w z e ə β 'u n s	 n ə w z e ə β 'u n d s 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
nebot	n ə β 'o t	 n ə β 'ɔ t 
neda	n 'e ð ə	 n 'ɛ ð ə 
neden	n 'e ð ə n	 n 'ɛ ð ə n 
nedes	n 'e ð ə s	 n 'ɛ ð ə s 
nefand	n ə f 'a n	 n ə f 'a n ə 
nega	n 'e ɣ ə	 n 'ɛ ɣ ə 
negrenc	n ə ɣ ɾ 'ɛ ŋ	 n ə ɣ ɾ 'ɛ n s 
neguen	n 'e ɣ ə n	 n 'ɛ ɣ ə n 
negues	n 'e ɣ ə s	 n 'ɛ ɣ ə s 
negui	n 'e ɣ i	 n 'ɛ ɣ i 
neguin	n 'e ɣ i n	 n 'ɛ ɣ i n 
néixer	n 'e ʃ ə	 n ə ʃ 'e 
nens	n 'ɛ n s	 n 'e n s 
neu	n 'e w	 n 'ɛ w 
neulir	n ə w l 'i	 n ə u l 'i 
neulós	n ə w l 'o s	 n ə u l 'o s 
neus	n 'e w s	 n 'ɛ w s 
neva	n 'e β ə	 n 'ɛ β ə 
nicaragüenc	n i k ə ɾ ə ɣ w 'ɛ ŋ	 n i k ə ɾ ə ɣ w 'ɛ n s 
nicens	n i s 'ɛ n s	 n i k 'e n s 
nihilisme	n i i l 'i z m ə	 n i ə l 'i z m ə 
nihoni	n i 'ɔ n i	 n i u n i 
noblesa	n u b b l 'ɛ z ə	 n u β l 'ɛ z ə 
noguerenc	n u ɣ ə ɾ 'ɛ ŋ	 n u ɣ ə ɾ 'ɛ n s 
noi	n 'ɔ j	 n 'o i 
nois	n 'ɔ j s	 n 'o i s 
nom	n 'ɔ m	 n 'o m 
noms	n 'ɔ m s	 n 'o m s 
nora	n 'ɔ ɾ ə	 n 'o ɾ ə 
nord	n 'ɔ r t	 n 'o r 
nores	n 'ɔ ɾ ə s	 n 'o ɾ ə s 
normand	n u r m 'a n	 n u r m 'a n ə 
nosa	n 'ɔ z ə	 n 'o z ə 
noses	n 'ɔ z ə s	 n 'o z ə s 
nou	n 'ɔ w	 n 'o w 
nous	n 'ɔ w s	 n 'o s 
novembre	n u β 'e m b ɾ ə	 n u β 'ɛ m b ɾ ə 
noyes	n 'ɔ j ə s	 n 'ɔ ə s 
nuclear	n u k l e 'a r	 n u k l e 'a 
o	'ɔ	 'o 
objecte	u b ʒ 'e k t ə	 u b ʒ 'ɛ k t ə 
obliqüitat	u β l i k w i t 'a t	 u β l i k i t 'a t 
oblit	u β l 'i t	 u p l 'i t 
oblong	u b b l 'o ŋ	 u p l 'o ŋ 
obrellaunes	u β ɾ ə ʎ 'a w n ə s	 u β ɾ ə ʎ ə 'u n ə s 
obscè	u p s 'ɛ	 u p s k 'ɛ 
obscens	u p s 'ɛ n s	 u p s k 'e n s 
obscur	u p s k 'u r	 u p s k 'u 
obtús	u p t 'u s	 ɔ β t 'u s 
Oceania	u s e ə n 'i ə	 u s ə ə n 'i ə 
ocórrer	u k 'o r ə	 u k u r 'e 
octubre	u k t 'u β ɾ ə	 ɔ k t 'u β ɾ ə 
ocular	u k u l 'a r	 u k u l 'a 
Odessa	u ð 'ɛ s ə	 u ð 'e s ə 
oest	u 'e s t	 u 'ɛ s t 
oi	'ɔ j	 'o i 
oligàrquica	u l i ɣ 'a r k i k ə	 u l i ɣ ə r k 'i k ə 
oligàrquics	u l i ɣ 'a r k i k s	 u l i ɣ ə r k 'i k s 
Olimp	u l 'i m	 u l 'i m p 
ombra	'o m b ɾ ə	 'ɔ m b ɾ ə 
ombreig	u m b ɾ 'ɛ t ʃ	 u m b ɾ 'ɛ ʃ 
ombres	'o m b ɾ ə s	 'ɔ m b ɾ ə s 
òmicron	'ɔ m i k ɾ u n	 ɔ m i k ɾ 'o n 
omple	'o m p l ə	 'ɔ m p l ə 
omplen	'o m p l ə n	 'ɔ m p l ə n 
omples	'o m p l ə s	 'ɔ m p l ə s 
omplo	'o m p l u	 'ɔ m p l u 
oncle	'o ŋ k l ə	 'ɔ ŋ k l ə 
oncles	'o ŋ k l ə s	 'ɔ ŋ k l ə s 
onomatopeic	u n u m ə t u p 'ɛ j k	 u n u m ə t u p 'ɛ i k 
onzes	'o n z ə s	 'ɔ n z ə s 
opta	'o p t ə	 'ɔ p t ə 
opten	'o p t ə n	 'ɔ p t ə n 
opto	'o p t u	 'ɔ p t u 
or	'ɔ r	 'o 
orca	'o r k ə	 'ɔ r k ə 
orella	u ɾ 'ɛ ʎ ə	 u ɾ 'e ʎ ə 
ores	'ɔ ɾ ə s	 'o ɾ ə s 
ormeig	u r m 'ɛ t ʃ	 u r m 'ɛ ʃ 
ornament	u r n ə m 'e n	 ɔ r n ə m 'e n 
ornitorrinc	u r n i t u r 'i ŋ	 u r n i t u r 'i ŋ k 
orques	'o r k ə s	 'ɔ r k ə s 
orquestra	u r k 'e s t ɾ ə	 u r k 'ɛ s t ɾ ə 
ortodox	u r t u ð 'ɔ k s	 u r t u ð 'o 
ortodoxa	u r t u ð 'o k s ə	 u r t u ð 'ɔ k s ə 
os	'ɔ s	 'o s 
Òscar	'ɔ s k ə r	 ɔ s k 'a 
osonenc	u z u n 'ɛ ŋ	 u z u n 'ɛ n s 
òstria	'ɔ s t ɾ i ə	 ɔ s t ɾ 'i ə 
ou	'ɔ w	 'o 
ous	'ɔ w s	 o 'u s 
ovella	u β 'ɛ ʎ ə	 u β 'e ʎ ə 
ovelles	u β 'ɛ ʎ ə s	 u β 'e ʎ ə s 
pacientment	p ə s i ə m m 'e n	 p ə s i ə n ə m 'e n 
pairal	p ə j ɾ 'a l	 p ə i ɾ 'a l 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
pakistanès	p ə k i s t ə n 'ɛ s	 p ə z i s t ə n 'ɛ s 
pakistanesa	p ə k i s t ə n 'ɛ z ə	 p ə z i s t ə n 'ɛ z ə 
pakistaneses	p ə k i s t ə n 'ɛ z ə s	 p ə z i s t ə n 'ɛ z ə s 
pakistanesos	p ə k i s t ə n 'ɛ z u s	 p ə z i s t ə n 'ɛ z u s 
palenc	p ə l 'ɛ ŋ	 p ə l 'ɛ n s 
palestinenc	p ə l ə s t i n 'ɛ ŋ	 p ə l ə s t i n 'ɛ n s 
Pallars	p ə ʎ 'a s	 p ə ʎ 'a r s 
pandemoni	p ə n d ə m 'ɔ n i	 p ə n d ə m 'o n i 
panteix	p ə n t 'ɛ ʃ	 p ə n t 'e ʃ 
panteixar	p ə n t ə ʃ 'a	 p ə n t ə i k s 'a 
papagai	p ə p ə ɣ 'a j	 p ə p ə ɣ 'a i 
Paraguai	p ə ɾ ə ɣ w 'a j	 p ə ɾ ə ɣ w 'a i 
paraguaià	p ə ɾ ə ɣ w ə j 'a	 p ə ɾ ə ɣ u ə j 'a 
paraguaiana	p ə ɾ ə ɣ w ə j 'a n ə	 p ə ɾ ə ɣ u ə j 'a n ə 
paraigua	p ə ɾ 'a j ɣ w ə	 p ə ɾ 'a i ɣ w ə 
paraigües	p ə ɾ 'a j ɣ w ə s	 p ə ɾ 'a i ɣ w ə s 
parallamps	p ə ɾ ə ʎ 'a m s	 p ə ɾ ə ʎ 'a m p s 
paranoic	p ə ɾ ə n 'ɔ j k	 p ə ɾ ə n u 'i k 
paréixer	p ə ɾ 'e ʃ ə	 p ə ɾ ə ʃ 'e 
parell	p ə ɾ 'ɛ ʎ	 p ə ɾ 'e ʎ 
parella	p ə ɾ 'ɛ ʎ ə	 p ə ɾ 'e ʎ ə 
parença	p ə ɾ 'ɛ n s ə	 p ə ɾ 'e n s ə 
parènquima	p ə ɾ 'ɛ ŋ k i m ə	 p ə ɾ ə ŋ k 'i m ə 
parer	p ə ɾ 'ɛ	 p ə ɾ 'e 
parisenc	p ə ɾ i z 'ɛ ŋ	 p ə ɾ i z 'ɛ n s 
parlessin	p ə r l 'e s i n	 p ə r l 'ɛ s i n 
parpelleig	p ə r p ə ʎ 'ɛ t ʃ	 p ə r p ə ʎ 'ɛ ʃ 
pàrquing	p 'a r k i ŋ	 p ə r k 'i ŋ 
particular	p ə r t i k u l 'a r	 p ə r t i k u l 'a 
pasqüeta	p ə s k w 'ɛ t ə	 p ə z ə w 'ɛ t ə 
passaport	p ə s ə p 'ɔ r t	 p ə s ə p 'o r t 
passaports	p ə s ə p 'ɔ r s	 p ə s ə p 'o r t s 
passatemps	p ə s ə t 'e m s	 p ə s ə t 'ɛ m p s 
passeig	p ə s 'ɛ t ʃ	 p ə s 'ɛ ʃ 
patrimoni	p ə t ɾ i m 'ɔ n i	 p ə t ɾ i m 'o n i 
pecíols	p ə s 'i u l s	 p ə s i 'ɔ l s 
peculiar	p ə k u l i 'a r	 p ə k u l i 'a 
pedra	p 'e ð ɾ ə	 p 'ɛ ð ɾ ə 
pedres	p 'e ð ɾ ə s	 p 'ɛ ð ɾ ə s 
pega	p 'e ɣ ə	 p 'ɛ ɣ ə 
pego	p 'e ɣ u	 p 'ɛ ɣ u 
peguen	p 'e ɣ ə n	 p 'ɛ ɣ ə n 
pegues	p 'e ɣ ə s	 p 'ɛ ɣ ə s 
peixenc	p ə ʃ 'ɛ ŋ	 p ə ʃ 'ɛ ŋ k 
péixer	p 'e ʃ ə	 p ə ʃ 'e 
peixos	p 'e ʃ u s	 p 'ɛ ʃ u s 
pendeloc	p ə n d ə l 'o k	 p ə n d ə l 'ɔ k 
penedesenc	p ə n ə ð ə z 'ɛ ŋ	 p ə n ə ð ə z 'ɛ n s 
penetra	p ə n 'e t ɾ ə	 p ə n 'ɛ t ɾ ə 
pengen	p 'e n ʒ ə n	 p 'ɛ n ʒ ə n 
penges	p 'e n ʒ ə s	 p 'ɛ n ʒ ə s 
pengi	p 'e n ʒ i	 p 'ɛ n ʒ i 
pengin	p 'e n ʒ i n	 p 'ɛ n ʒ i n 
peninsular	p ə n i n s u l 'a r	 p ə n i n s u l 'a 
penja	p 'e n ʒ ə	 p 'ɛ n ʒ ə 
penjo	p 'e n ʒ u	 p 'ɛ n ʒ u 
penombra	p ə n 'o m b ɾ ə	 p ə n 'ɔ m b ɾ ə 
pens	p 'ɛ n s	 p 'e n s 
per	p 'ə r	 p 'e 
pera	p 'ɛ ɾ ə	 p 'e ɾ ə 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
perfecta	p ə r f 'e k t ə	 p ə r f 'ɛ k t ə 
perfecte	p ə r f 'e k t ə	 p ə r f 'ɛ k t ə 
perfectes	p ə r f 'e k t ə s	 p ə r f 'ɛ k t ə s 
perfet	p ə r f 'e t	 p ə r f 'ɛ t 
permanentment	p ə r m ə n ə m m 'e n	 p ə r m ə n ə n ə m 'e n 
perpendicular	p ə r p ə n d i k u l 'a r	 p ə r p ə n d i k u l 'a 
persuasiu	p ə r s u ə z 'i w	 p ə r s u ə s 'i w 
pertinença	p ə r t i n 'ɛ n s ə	 p ə r t i n 'e n s ə 
pesa	p 'e z ə	 p 'ɛ z ə 
pesen	p 'e z ə n	 p 'ɛ z ə n 
peses	p 'e z ə s	 p 'ɛ z ə s 
pesi	p 'e z i	 p 'ɛ z i 
peso	p 'e z u	 p 'ɛ z u 
pessebre	p ə s 'e β ɾ ə	 p ə s 'ɛ β ɾ ə 
pesta	p 'e s t ə	 p 'ɛ s t ə 
petges	p 'e d ʒ ə s	 p 'ɛ d ʒ ə s 
petja	p 'e d ʒ ə	 p 'ɛ d ʒ ə 
pirateig	p i ɾ ə t 'ɛ t ʃ	 p i ɾ ə t 'ɛ ʃ 
pirenenc	p i ɾ ə n 'ɛ ŋ	 p i ɾ ə n 'ɛ n s 
pirinenc	p i ɾ i n 'ɛ ŋ	 p i ɾ i n 'ɛ n s 
piscina	p i s 'i n ə	 p i s k 'i n ə 
Pitiüses	p i t i 'u z ə s	 p i t i 'u s ə s 
piulada	p i w l 'a ð ə	 p i u l 'a ð ə 
piular	p i w l 'a	 p i u l 'a 
placenta	p l ə s 'e n t ə	 p l ə k 'e n t ə 
plaer	p l ə 'ɛ	 p l ə 'e 
plàncton	p l 'a ŋ k t o n	 p l ə ŋ k t 'o n 
plataforma	p l ə t ə f 'o r m ə	 p l ə t ə f 'ɔ r m ə 
plens	p l 'ɛ n s	 p l 'e n s 
plomo	p l 'o m u	 p l 'ɔ m u 
plor	p l 'ɔ	 p l 'o 
plora	p l 'ɔ ɾ ə	 p l 'o ɾ ə 
plores	p l 'ɔ ɾ ə s	 p l 'o ɾ ə s 
plou	p l 'ɔ w	 p l 'o 
plovisqueig	p l u β i s k 'ɛ t ʃ	 p l u β i s k 'ɛ ʃ 
plutoni	p l u t 'ɔ n i	 p l u t 'o n i 
poblen	p 'o b b l ə n	 p 'ɔ b b l ə n 
poder	p u ð 'ɛ	 p u ð 'e 
podi	p 'o ð i	 p 'ɔ ð i 
podis	p 'o ð i s	 p 'ɔ ð i s 
poesia	p u ə z 'i ə	 p u ə s 'i ə 
poetessa	p u ə t 'ɛ s ə	 p u ə t 'e s ə 
polar	p u l 'a r	 p u l 'a 
polla	p 'o ʎ ə	 p 'ɔ ʎ ə 
poloni	p u l 'ɔ n i	 p u l 'o n i 
polpa	p 'o l p ə	 p 'ɔ l p ə 
pols	p 'o l s	 p 'ɔ l s 
poltre	p 'o l t ɾ ə	 p 'ɔ l t ɾ ə 
polze	p 'o l z ə	 p 'ɔ l z ə 
pon	p 'ɔ n	 p 'o n 
pons	p 'ɔ n s	 p 'o n s 
pont	p 'ɔ n	 p 'o n 
Pont	p 'ɔ n	 p 'o n 
pop	p 'o p	 p 'ɔ p 
popa	p 'o p ə	 p 'ɔ p ə 
popular	p u p u l 'a r	 p u p u l 'a 
porc	p 'ɔ r k	 p 'o r k 
porpra	p 'o r p ɾ ə	 p 'ɔ r p ɾ ə 
porro	p 'o r u	 p 'ɔ r u 
porros	p 'o r u s	 p 'ɔ r u s 
port	p 'ɔ r t	 p 'o r t 
portuenc	p u r t u 'ɛ ŋ	 p u r t u 'ɛ n s 
portuguesa	p u r t u ɣ 'ɛ z ə	 p u r t u ɣ u 'ɛ z ə 
portugueses	p u r t u ɣ 'ɛ z ə s	 p u r t u ɣ u 'ɛ z ə s 
portuguesos	p u r t u ɣ 'ɛ z u s	 p u r t u ɣ u 'ɛ z u s 
porus	p 'o ɾ u s	 p 'ɔ ɾ u s 
posa	p 'ɔ z ə	 p 'o z ə 
poses	p 'ɔ z ə s	 p 'o z ə s 
post	p 'ɔ s t	 p 'o s t 
posterior	p u s t ə ɾ i 'o r	 p u s t ə ɾ i 'o 
posttraumàtica	p u s t ɾ ə w m 'a t i k ə	 p u s t t ɾ ə w m 'a t i k ə 
posttraumàtics	p u s t ɾ ə w m 'a t i k s	 p u s t t ɾ ə w m 'a t i k s 
posttraumàtiques	p u s t ɾ ə w m 'a t i k ə s	 p u s t t ɾ ə w m 'a t i k ə s 
pous	p 'o w s	 p u 'u s 
pradenc	p ɾ ə ð 'ɛ ŋ	 p ɾ ə ð 'ɛ n s 
prec	p ɾ 'e k	 p ɾ 'ɛ k 
precepte	p ɾ ə s 'e p t ə	 p ɾ ə s 'ɛ p t ə 
precoç	p ɾ ə k 'ɔ s	 p ɾ ə k 'o s 
precs	p ɾ 'e k s	 p ɾ 'ɛ k s 
predominantment	p ɾ ə ð u m i n ə m m 'e n	 p ɾ ə ð u m i n ə n ə m 'e n 
prefecte	p ɾ ə f 'e k t ə	 p ɾ ə f 'ɛ k t ə 
preferentment	p ɾ ə f ə ɾ ə m m 'e n	 p ɾ ə f ə ɾ ə n ə m 'e n 
preferiu	p ɾ ə f ə ɾ 'i w	 p ɾ ə f ə ɾ 'i u 
prega	p ɾ 'e ɣ ə	 p ɾ 'ɛ ɣ ə 
prego	p ɾ 'e ɣ u	 p ɾ 'ɛ ɣ u 
prematur	p ɾ ə m ə t 'u r	 p ɾ ə m ə t 'u 
prémer	p ɾ 'e m ə	 p ɾ ə m 'e 
premsa	p ɾ 'e m s ə	 p ɾ 'ɛ m s ə 
prendran	p ə n d ɾ 'a n	 p ɾ ə n d ɾ 'a n 
prens	p ɾ 'ɛ n s	 p ɾ 'e n s 
preqüela	p ɾ ə k w 'ɛ l ə	 p ɾ ə k 'ɛ l ə 
pressupost	p ɾ ə s u p 'ɔ s t	 p ɾ ə s u p 'o s t 
presta	p ɾ 'e s t ə	 p ɾ 'ɛ s t ə 
presten	p ɾ 'e s t ə n	 p ɾ 'ɛ s t ə n 
prestes	p ɾ 'e s t ə s	 p ɾ 'ɛ s t ə s 
presti	p ɾ 'e s t i	 p ɾ 'ɛ s t i 
prestin	p ɾ 'e s t i n	 p ɾ 'ɛ s t i n 
presto	p ɾ 'e s t u	 p ɾ 'ɛ s t u 
presumpció	p ɾ ə z u m s i 'o	 p ɾ ə z u m p s i 'o 
presumpte	p ɾ ə z 'u m t ə	 p ɾ ə z 'u m p t ə 
presumptiu	p ɾ ə z u m t 'i w	 p ɾ ə z u m ə t 'i w 
pretendre	p ɾ ə t 'e n d ɾ ə	 p ɾ ə t 'ɛ n d ɾ ə 
prevaler	p ɾ ə β ə l 'ɛ	 p ɾ ə β ə l 'e 
primerenc	p ɾ i m ə ɾ 'ɛ ŋ	 p ɾ i m ə ɾ 'ɛ n s 
prínceps	p ɾ 'i n s ə p s	 p ɾ i n s 'ɛ p s 
prior	p ɾ i 'o r	 p ɾ i 'o 
pro	p ɾ 'ɔ	 p ɾ 'o 
proa	p ɾ 'o ə	 p ɾ 'ɔ ə 
profund	p ɾ u f 'u n	 p ɾ u f 'u n d 
prohom	p ɾ u 'o m	 p ɾ u 'a m 
projecte	p ɾ u ʒ 'e k t ə	 p ɾ u ʒ 'ɛ k t ə 
prona	p ɾ 'ɔ n ə	 p ɾ 'o n ə 
prones	p ɾ 'ɔ n ə s	 p ɾ 'o n ə s 
pronom	p ɾ u n 'ɔ m	 p ɾ u n 'o m 
prosa	p ɾ 'ɔ z ə	 p ɾ 'o z ə 
proteic	p ɾ u t 'ɛ j k	 p ɾ u t 'ɛ i k 
protesta	p ɾ u t 'e s t ə	 p ɾ u t 'ɛ s t ə 
prou	p ɾ 'ɔ w	 p ɾ 'o 
Provença	p ɾ u β 'ɛ n s ə	 p ɾ u β 'e n s ə 
prudentment	p ɾ u ð ə m m 'e n	 p ɾ u ð ə n ə m 'e n 
puig	p 'u t ʃ	 p 'u ʃ 
Puig	p 'u t ʃ	 p 'u ʃ 
pulmonar	p u l m u n 'a r	 p u l m u n 'a 
púlsar	p 'u l s ə	 p u l s 'a 
punk	p 'u ŋ k	 p 'u n 
queixa	k 'e ʃ ə	 k 'ɛ ʃ ə 
quelcom	k ə l k 'ɔ m	 k ə l k 'o m 
quer	k 'ɛ r	 k 'e 
quid	k 'i t	 k 'i ð 
quiet	k i 'e t	 k i 'ɛ t 
quilowatt	k i l u β 'a t	 k i l u β 'a t t 
rabeig	r ə β 'ɛ t ʃ	 r ə β 'ɛ ʃ 
radar	r ə ð 'a r	 r ə ð 'a 
rai	r 'a j	 r 'a i 
raig	r 'a t ʃ	 r ə 'i ə 
raigràs	r ə j ɣ ɾ 'a s	 r ə i ɣ ɾ 'a s 
rar	r 'a r	 r 'a 
rastreig	r ə s t ɾ 'ɛ t ʃ	 r ə s t ɾ 'ɛ ʃ 
Raül	r ə 'u l	 r 'a ʎ 
re	r 'ɛ	 r ə 
rebost	r ə β 'ɔ s t	 r ə β 'o s t 
rebot	r ə β 'o t	 r ə β 'ɔ t 
rebrot	r ə β ɾ 'o t	 r ə β ɾ 'ɔ t 
rebuig	r ə β 'u t ʃ	 r ə β 'u ʃ 
rec	r 'e k	 r 'ɛ k 
reca	r 'e k ə	 r 'ɛ k ə 
recent	r ə s 'e n	 r ə k 'e n 
recentment	r ə s ə m m 'e n	 r ə k ə n ə m 'e n 
recepta	r ə s 'e p t ə	 r ə s 'ɛ p t ə 
recer	r ə s 'e	 r ə k 'e 
recomptar	r ə k u m t 'a	 r ə k u m p t 'a 
recomptat	r ə k u m t 'a t	 r ə k u m p t 'a t 
recomptats	r ə k u m t 'a t s	 r ə k u m p t 'a t s 
recompte	r ə k 'o m t ə	 r ə k 'ɔ m p t ə 
record	r ə k 'ɔ r t	 r ə k 'o r t 
recorre	r ə k 'o r ə	 r ə k 'ɔ r ə 
recórrer	r ə k 'o r ə	 r ə k u r 'e 
redempció	r ə ð ə m s i 'o	 r ə ð ə m p s i 'o 
reeixida	r ə ə ʃ 'i ð ə	 r e ə ʃ 'i ð ə 
reeixides	r ə ə ʃ 'i ð ə s	 r e ə ʃ 'i ð ə s 
reeixir	r ə ə ʃ 'i	 r e ə ʃ 'i 
reeixit	r ə ə ʃ 'i t	 r e ə ʃ 'i t 
reeixits	r ə ə ʃ 'i t s	 r e ə ʃ 'i t s 
reemplaçament	r e ə m p l ə s ə m 'e n	 r ə ə m p l ə s ə m 'e n 
refet	r ə f 'e t	 r ə f 'ɛ t 
refeta	r ə f 'e t ə	 r ə f 'ɛ t ə 
reforç	r ə f 'ɔ r s	 r ə f 'o r s 
reforma	r ə f 'o r m ə	 r ə f 'ɔ r m ə 
reg	r 'ɛ k	 r 'ɛ g 
rega	r 'e ɣ ə	 r 'ɛ ɣ ə 
regateig	r ə ɣ ə t 'ɛ t ʃ	 r ə ɣ ə t 'ɛ ʃ 
rei	r 'e j	 r 'ɛ i 
reialme	r ə j 'a l m ə	 r ə i 'a l m ə 
reiet	r ə j 'ɛ t	 r ə i 'ɛ t 
reietó	r ə j ə t 'o	 r ə i ə t 'o 
reig	r 'e t ʃ	 r 'ɛ ʃ 
reina	r 'e j n ə	 r 'ɛ j n ə 
reis	r 'e j s	 r 'ɛ i s 
reiteració	r ə i t ə ɾ ə s i 'o	 r ə j t ə ɾ ə s i 'o 
reiterada	r ə i t ə ɾ 'a ð ə	 r ə j t ə ɾ 'a ð ə 
reiterades	r ə i t ə ɾ 'a ð ə s	 r ə j t ə ɾ 'a ð ə s 
reiterar	r ə i t ə ɾ 'a	 r ə j t ə ɾ 'a 
reiterat	r ə i t ə ɾ 'a t	 r ə j t ə ɾ 'a t 
reiterats	r ə i t ə ɾ 'a t s	 r ə j t ə ɾ 'a t s 
reixa	r 'e ʃ ə	 r 'ɛ ʃ ə 
reïxo	r ə 'i ʃ u	 r ə 'i k s u 
rella	r 'ɛ ʎ ə	 r 'e ʎ ə 
relleix	r ə ʎ 'ɛ ʃ	 r ə ʎ 'e ʃ 
relles	r 'ɛ ʎ ə s	 r 'e ʎ ə s 
relleu	r ə ʎ 'e w	 r ə ʎ 'ɛ w 
remei	r ə m 'ɛ j	 r ə m 'ɛ i 
remeis	r ə m 'ɛ j s	 r ə m 'ɛ i s 
Renaixença	r ə n ə ʃ 'ɛ n s ə	 r ə n ə ʃ 'e n s ə 
renda	r 'e n d ə	 r 'ɛ n d ə 
rendes	r 'e n d ə s	 r 'ɛ n d ə s 
renebot	r ə n ə β 'o t	 r ə n ə β 'ɔ t 
renec	r ə n 'e k	 r ə n 'ɛ k 
renom	r ə n 'ɔ m	 r ə n 'o m 
renou	r ə n 'ɔ w	 r ə n 'o 
renten	r 'e n t ə n	 r 'ɛ n t ə n 
renti	r 'e n t i	 r 'ɛ n t i 
rentin	r 'e n t i n	 r 'ɛ n t i n 
repta	r 'e p t ə	 r 'ɛ p t ə 
repte	r 'e p t ə	 r 'ɛ p t ə 
reptes	r 'e p t ə s	 r 'ɛ p t ə s 
repto	r 'e p t u	 r 'ɛ p t u 
rere	r 'e ɾ ə	 r 'ɛ ɾ ə 
resa	r 'e z ə	 r 'ɛ z ə 
resclosa	r ə s k l 'ɔ z ə	 r ə s k l 'o z ə 
resen	r 'e z ə n	 r 'ɛ z ə n 
reso	r 'e z u	 r 'ɛ z u 
respir	r ə s p 'i r	 r ə s p 'i 
respon	r ə s p 'ɔ n	 r ə s p 'o n 
respost	r ə s p 'ɔ s t	 r ə s p 'o s t 
resta	r 'e s t ə	 r 'ɛ s t ə 
resten	r 'e s t ə n	 r 'ɛ s t ə n 
restes	r 'e s t ə s	 r 'ɛ s t ə s 
resti	r 'e s t i	 r 'ɛ s t i 
restin	r 'e s t i n	 r 'ɛ s t i n 
resto	r 'e s t u	 r 'ɛ s t u 
ret	r 'e t	 r 'ɛ t 
retard	r ə t 'a r t	 r ə t 'a r 
retir	r ə t 'i r	 r ə t 'i 
retòrcer	r ə t 'ɔ r s ə	 r ə t 'ɔ r s ə r 
retret	r ə t ɾ 'e t	 r ə t ɾ 'ɛ t 
retrets	r ə t ɾ 'e t s	 r ə t ɾ 'ɛ t s 
retrògrad	r ə t ɾ 'ɔ ɣ ɾ ə t	 r ə t ɾ 'ɔ ɣ ɾ ə ð 
reusenc	r ə w z 'ɛ ŋ	 r ə u z 'ɛ n s 
reverend	r ə β ə ɾ 'e n	 r ə β ə ɾ 'ɛ n d 
revetlla	r ə β 'e ʎ ʎ ə	 r ə β 'ɛ ʎ ʎ ə 
revolt	r ə β 'ɔ l	 r ə β 'o ʎ 
Riad	r i 'a t	 r i 'a ð 
Ribagorça	r i β ə ɣ 'o r s ə	 r i β ə ɣ 'ɔ r s ə 
riberenc	r i β ə ɾ 'ɛ ŋ	 r i β ə ɾ 'ɛ n s 
rigor	r i ɣ 'o r	 r i ɣ 'o 
ripollenc	r i p u ʎ 'ɛ ŋ	 r i p u ʎ 'ɛ n s 
rock	r 'ɔ k	 r 'o k k 
rogenc	r u ʒ 'ɛ ŋ	 r u ʒ 'ɛ n s 
roig	r 'ɔ t ʃ	 r u 'i ə 
Roland	r u l 'a n	 r u l 'a n ə 
rombe	r 'o m b ə	 r 'ɔ m b ə 
rombes	r 'o m b ə s	 r 'ɔ m b ə s 
rompre	r 'o m p ɾ ə	 r 'ɔ m p ɾ ə 
ronca	r 'o ŋ k ə	 r 'ɔ ŋ k ə 
ronda	r 'o n d ə	 r 'ɔ n d ə 
rondes	r 'o n d ə s	 r 'ɔ n d ə s 
rosa	r 'ɔ z ə	 r 'o z ə 
rosegaaltars	r u z ə ɣ ə ə l t 'a s	 r u z ə ɣ ə ə l t 'a r s 
roses	r 'ɔ z ə s	 r 'o z ə s 
rossa	r 'o s ə	 r 'ɔ s ə 
rosses	r 'o s ə s	 r 'ɔ s ə s 
rossos	r 'o s u s	 r 'ɔ s u s 
rot	r 'o t	 r 'ɔ t 
