A	'ə	ə
xiular	ʃ i w l 'a	ʃ i u l 'a
xiulet	ʃ i w l 'ə t	ʃ i u l 'ə t
xou	ʃ 'ɔ w	ʃ 'o
xous	ʃ 'ɔ w s	ʃ o 'u s
Xúquer	ʃ 'u k ə	ʃ u k 'e 
zebra	z 'e β ɾ ə	z 'ə β ɾ ə
zeugma	z 'ɛ w m m ə	z 'ɛ u m m ə
zirconi	z i ɾ k 'ɔ n i	z i ɾ k 'o n i
de	d 'ə	d ə
que	k 'ə	k ə
la	l 'ə	l ə
i	'i	i
a	'ə	ə
el	'ə l	ə l
en	'ə n	ə n
les	l 'ə s	l ə s
els	'ə l s	'ɛ l s
del	d 'ə l	d ə l
amb	'ə m	 e m b
al	'ə l	'a l
es	'ə s	ə s
com	k 'ɔ m	k 'o m
El	'ə l	ə l
dels	d 'ə l s	d 'ɛ l s
hi	'i	i
La	l 'ə	l ə
o	'ɔ	'o
si	s 'i	s i
li	l 'i	l i
tot	t 'o t	t 'ɔ t
seva	s 'e v ə	s 'ə v ə
ens	'ə n s	'e n s
Els	ə l s	'ɛ l s
A	'ə	ə
als	ə l s	'a l s
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
En	'ə n	ə n
Si	s 'i	s i
sense	s 'e n s ə	s 'ə n s ə
ho	'o	o
res	r 'ɛ s	r 'ə s
De	d 'ə	d ə
pel	p 'ə l	p 'ɛ l
tots	t 'o t s	t 'ɔ t s
meva	m 'e v ə	m 'ə v ə
sempre	s 'e m p ɾ ə	s 'ə m p ɾ ə
I	'i	i
he	'e	'a
hem	'ə m	'ɛ m
cosa	k 'ɔ z ə	k 'o z ə
seves	s 'e v ə s	s 'ə v ə s
se	s 'ə	s ə
Les	l 'ə s	l ə s
sistema	s i s t 'e m ə	s i s t 'ə m ə
tota	t 'o t ə	t 'ɔ t ə
et	'ə t	ə t
Es	'ə s	ə s
poder	p o ð 'ə	p o ð 'e
Al	'ə l	'a l
hores	'ɔ ɾ ə s	ə ɾ ə s
totes	t 'o t ə s	t 'ɔ t ə s
coses	k 'ɔ z ə s	k 'o z ə s
Hi	'i	i
Com	k 'ɔ m	k 'o m
dona	d 'ɔ n ə	d 'o n ə
haver	ə v 'ə	ə v 'e
tenen	t 'e n ə n	t 'ə n ə n
Li	l 'i	l i
Amb	'ə m	 e m b
nens	n 'ə n s	n 'e n s
sota	s 'o t ə	s 'ɔ t ə
ben	b 'e n	b 'ɛ n
pels	p 'ə l s	p 'ɛ l s
molts	m 'o l s	m 'o l t s
contra	k 'o n t ɾ ə	k 'ɔ n t ɾ ə
saber	s ə β 'ə	s ə β 'e
mig	m 'i tʃ	m 'i k
cotxe	k 'o tʃ o	k 'ɔ tʃ ə
Ho	'o	o
moltes	m 'o l t ə s	m 'ɔ l t ə s
mateixa	m ə t 'e ʃ ə	m ə t 'ə ʃ ə
eren	'e ɾ ə n	'ɛ ɾ ə n
mes	m 'e s	m 'ə s
Queden	k 'e ð ə n	k 'ə ð ə n
forma	f 'o ɾ m ə	f 'ɔ ɾ m ə
fora	f 'ɔ ɾ ə	f 'o ɾ ə
home	'ɔ m o	'ɔ m ə
ve	v 'e	v 'ə
trenta	t ɾ 'ə n t ə	t ɾ 'e n t ə
sento	s 'e n t o	s 'ɛ n t o
He	'e	'a
hora	'ɔ ɾ ə	ə ɾ ə
problemes	p ɾ o β l 'ɛ m ə s	p ɾ o β l 'ə m ə s
Tot	t 'o t	t 'ɔ t
darrere	d ə r 'e ɾ ə	d ə r 'ɛ ɾ ə
teva	t 'e v ə	t 'ə v ə
tretze	t ɾ 'e d z ə	t ɾ 'ə d z ə
tema	t 'e m ə	t 'ə m ə
molta	m 'o l t ə	m 'ɔ l t ə
dotze	d 'o d z ə	d 'ɔ d z ə
dones	d 'ɔ n ə s	d 'o n ə s
queda	k 'e ð ə	k 'ə ð ə
noi	n 'ɔ j	n 'o i
Ens	'ə n s	'e n s
llengua	ʎ 'e ŋ g w ə	ʎ 'ɛ ŋ g w ə
segle	s 'e g g l ə	s 'ɛ ɣ l ə
Tots	t 'o t s	t 'ɔ t s
hagut	ə ɣ 'u t	a ɣ 'u t
Que	k 'ə	k ə
jove	ʒ 'o v ə	ʒ 'ɔ v ə
catorze	k ə t 'o ɾ z ə	k ə t 'ɔ ɾ z ə
joves	ʒ 'o v ə s	ʒ 'ɔ v ə s
Sempre	s 'e m p ɾ ə	s 'ə m p ɾ ə
meves	m 'e v ə s	m 'ə v ə s
telèfon	t ə l 'ɛ f o n	t ə l 'ə f o n
llarg	ʎ 'a ɾ k	ʎ 'a ɾ ə
boca	b 'o k ə	b 'ɔ k ə
temes	t 'e m ə s	t 'ə m ə s
tecla	t 'e k l ə	t 'ɛ k l ə
homes	'ɔ m ə s	ə m ə s
centres	s 'e n t ɾ ə s	s 'ə n t ɾ ə s
Lleida	ʎ 'e j ð ə	ʎ 'ə j ð ə
tens	t 'ə n s	t 'e n s
trens	t ɾ 'ə n s	t ɾ 'e n s
fes	f 'e s	f 'ə s
vuitanta	v u j t 'a n t ə	v u i t 'a n t ə
torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
queden	k 'e ð ə n	k 'ə ð ə n
peixos	p 'e ʃ o s	p 'ə ʃ o s
haig	'a tʃ	a 'i ə
foto	f 'o t o	f 'ɔ t o
Pere	p 'e ɾ ə	p 'ɛ ɾ ə
O	'ɔ	'o
etcètera	ə t s 'ɛ t ə ɾ ə	ə t s 'ə t ə ɾ ə
dòlars	d 'ɔ l ə s	d o l 'a s
conte	k 'o n t ə	k 'ɔ n t ə
me'n	m ə n	m 'ə n
bossa	b 'o s ə	b 'ɔ s ə
Hem	'ə m	'ɛ m
pedra	p 'e ð ɾ ə	p 'ə ð ɾ ə
nois	n 'ɔ j s	n 'o i s
mètode	m 'ɛ t o ð ə	m 'ə t o ð ə
gens	ʒ 'ə n s	g 'e n s
formes	f 'o ɾ m ə s	f 'ɔ ɾ m ə s
cotxes	k 'o tʃ ə s	k 'ɔ tʃ ə s
compra	k 'o m p ɾ ə	k 'ɔ m p ɾ ə
Montse	m 'o n s ə	m 'ɔ n t s ə
me	m 'ə	m ə
mateixos	m ə t 'e ʃ o s	m ə t 'ə ʃ o s
gossos	g 'o s o s	g 'ɔ s o s
Pel	p 'ə l	p 'ɛ l
Et	'ə t	ə t
últims	'u l t i n s	u l t 'i n s
volen	v 'o l ə n	v 'ɔ l ə n
plens	p l 'ə n s	p l 'e n s
dimecres	d i m 'e k ɾ ə s	d i m 'ɛ k ɾ ə s
deixen	d 'e ʃ ə n	d 'ə ʃ ə n
Sense	s 'e n s ə	s 'ə n s ə
veuen	v 'ə w ə n	v 'ɛ w ə n
processos	p ɾ o s 'e s o s	p ɾ o s 'ə s o s
problema	p ɾ o β l 'ɛ m ə	p ɾ o β l 'ə m ə
pedres	p 'e ð ɾ ə s	p 'ə ð ɾ ə s
desig	d ə z 'i tʃ	d ə z 'i ə
fosca	f 'o s k ə	f 'ɔ s k ə
fer-ho	f 'e ɾ o	f 'ɛ ɾ o
entendre	ə n t 'e n d ɾ ə	ə n t 'ə n d ɾ ə
dolça	d 'o l s ə	d 'ɔ l s ə
Vielha	v i 'ɛ l ə	v i ə l 'a
ves	v 'e s	v 'ə s
torno	t 'o ɾ n o	t 'ɔ ɾ n o
sistemes	s i s t 'e m ə s	s i s t 'ə m ə s
reals	r e 'a l s	r ə 'a l s
principi	p ɾ i n s 'i p i	p ɾ i ŋ k 'i p i
metges	m 'e dʒ ə s	m 'ə dʒ ə s
formen	f 'o ɾ m ə n	f 'ɔ ɾ m ə n
València	v ə l 'ɛ n s i ə	v ə l 'ə n s i ə
i	'i	i
vespre	v 'e s p ɾ ə	v 'ə s p ɾ ə
sabent	s ə β 'ɛ n t	s ə β 'e n t
reforma	r ə f 'o ɾ m ə	r ə f 'ɔ ɾ m ə
quedo	k 'e ð o	k 'ə ð o
equips	ə k 'i t s	ə k 'i s
doble	d 'o b b l ə	d 'ɔ b b l ə
disposen	d i s p 'o z ə n	d i s p 'ɔ z ə n
consciència	k o n t s i 'ɛ n s i ə	k o n s i 'ɛ n s i ə
conscient	k o n t s i 'e n t	k o n s i 'e n t
Moltes	m 'o l t ə s	m 'ɔ l t ə s
Als	'ə l s	'a l s
ésser	'e s ə	e s 'e 
època	'ɛ p o k ə	'ə p o k ə
A	'ə	ə
voler	v o l 'ə	v o l 'e
espais	ə s p 'a j s	ə s p 'a i s
bombes	b 'o m b ə s	b 'ɔ m b ə s
Soc	s 'o k	s 'ɔ k
èpoques	'ɛ p o k ə s	'ə p o k ə s
transports	t ɾ ə n s p 'ɔ ɾ s	t ɾ ə n s p 'o ɾ s
teves	t 'e v ə s	t 'ə v ə s
presenten	p ɾ ə z 'e n t ə n	p ɾ ə z 'ɛ n t ə n
ordre	'o ɾ ð ɾ ə	'ɔ ɾ ð ɾ ə
fotos	f 'o t o s	f 'ɔ t o s
deixo	d 'e ʃ o	d 'ə ʃ o
capsa	k 'a t s ə	k 'a s ə
Sento	s 'e n t o	s 'ɛ n t o
Conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
sentin	s 'e n t i n	s 'ɛ n t i n
segles	s 'e g g l ə s	s 'ɛ ɣ l ə s
representen	r ə p ɾ ə z 'e n t ə n	r ə p ɾ ə z 'ɛ n t ə n
regles	r 'e g g l ə s	r 'ɛ ɣ l ə s
pèl	p 'ə l	p 'ɛ l
provoca	p ɾ o v 'o k ə	p ɾ o v 'ɔ k ə
premsa	p ɾ 'e n s ə	p ɾ 'ə m z ə
metge	m 'e dʒ ə	m 'ə dʒ ə
lluitar	ʎ u j t 'a	ʎ u i t 'a
immens	i m m 'ə n s	i m m 'e n s
guia	g 'i ə	g w 'i ə
espècie	ə s p 'ə s i ə	ə s p 'ɛ s i ə
enorme	ə n 'o ɾ m ə	ə n 'ɔ ɾ m ə
elfs	'ɛ l t s	'ɛ l i s
atendre	ə t 'e n d ɾ ə	ə t 'ə n d ɾ ə
Totes	t 'o t ə s	t 'ɔ t ə s
Boi	b 'ɔ j	b 'o i
Com	k 'ɔ m	k 'o m
vendes	v 'ə n d ə s	v 'e n d ə s
ull	'u j	'u ʎ
tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
telèfons	t ə l 'ɛ f o n s	t ə l ə f 'o n s
pèls	p 'ə l s	p 'ɛ l s
mots	m 'o t s	m 'ɔ t s
moto	m 'o t o	m 'ɔ t o
mot	m 'o t	m 'ɔ t
m'hi	m i	m 'i
llest	ʎ 'e s t	ʎ 'ə s t
llengües	ʎ 'e ŋ g w ə s	ʎ 'ə ŋ g w ə s
enmig	ə m m 'i tʃ	ə n m 'i ə
creador	k ɾ e ə ð 'o	k ɾ ə ə ð 'o
contes	k 'o n t ə s	k 'ɔ n t ə s
Tremp	t ɾ 'e m p	t ɾ 'ə m p
Pesa	p 'e z ə	p 'ə z ə
Molts	m 'o l s	m 'o l t s
Jesús	ʒ ə z 'u s	ʒ ə s 'u s
Fes	f 'e s	f 'ə s
éssers	'e s ə s	e s 'e s
èxits	'ɛ t s i t s	ʃ i t s
En	'ə n	ə n
reivindicacions	r ə i v i n d i k ə s i 'o n s	r ə j v i n d i k ə s i 'o n s
realitzen	r e ə l 'i d z ə n	r ə ə l 'i d z ə n
raig	r 'a tʃ	r ə 'i ə
principis	p ɾ i n s 'i p i s	p ɾ i ŋ k 'i p i s
plataforma	p l ə t ə f 'o ɾ m ə	p l ə t ə f 'ɔ ɾ m ə
núvols	n 'u v o l s	n u v 'ɔ l s
morts	m 'ɔ ɾ s	m 'o ɾ t s
menja	m 'e n ʒ ə	m 'ə n ʒ ə
mateixes	m ə t 'e ʃ ə s	m ə t 'ə ʃ ə s
intento	i n t 'e n t o	i n t 'ɛ n t o
intenten	i n t 'e n t ə n	i n t 'ɛ n t ə n
entren	'e n t ɾ ə n	'ə n t ɾ ə n
enormes	ə n 'o ɾ m ə s	ə n 'ɔ ɾ m ə s
currículum	k u r 'i k u l u m	k u r i k u l 'u m
creat	k ɾ e 'a t	k ɾ ə 'a t
corre	k 'o r ə	k 'ɔ r ə
copes	k 'o p ə s	k 'ɔ p ə s
caigui	k 'a j ɣ i	k 'a i ɣ i
alcohol	ə l k o 'ɔ l	ə l k o 'a l
Torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
Eren	'e ɾ ə n	'ɛ ɾ ə n
Antoni	ə n t 'ɔ n i	ə n t 'o n i
èxit	'ɛ t s i t	ʃ i t
tornen	t 'o ɾ n ə n	t 'ɔ ɾ n ə n
sisè	s i z 'ə	s i s 'ə
poesia	p o ə z 'i ə	p o ə s 'i ə
plàncton	p l 'a ŋ t t o n	p l ə n s t 'o n
neboda	n ə β 'o ð ə	n ə β 'ɔ ð ə
lo	l 'o	l o
llop	ʎ 'o p	ʎ 'ɔ p
llagosta	ʎ ə ɣ 'o s t ə	ʎ ə ɣ 'ɔ s t ə
intens	i n t 'ə n s	i n t 'e n s
herois	ə ɾ 'ɔ j s	ə ɾ 'o i s
guies	g 'i ə s	g w 'i ə s
gotes	g 'o t ə s	g 'ɔ t ə s
gota	g 'o t ə	g 'ɔ t ə
glop	g l 'o p	g l 'ɔ p
fosques	f 'o s k ə s	f 'ɔ s k ə s
fetge	f 'e dʒ ə	f 'ɛ dʒ ə
esports	ə s p 'ɔ ɾ s	ə s p 'o ɾ s
esmorteïts	ə z m o ɾ t ə 'i t s	ə z m o ɾ t ə 'i s
església	ə z ɣ l 'e z i ə	ə z ɣ l ə z 'i ə
endarrere	ə n d ə r 'e ɾ ə	ə n d ə r 'ɛ ɾ ə
encendre	ə n s 'e n d ɾ ə	ə n s 'ə n d ɾ ə
donen	d 'o n ə n	d 'ɔ n ə n
distingir	d i s t i n ʒ 'i	d i s t i ŋ g 'i
dimonis	d i m 'ɔ n i s	d i m 'o n i s
deuen	d 'ə w ə n	d 'ɛ w ə n
descens	d ə t s 'ə n s	d ə t s 'e n s
corbes	k 'o ɾ β ə s	k 'ɔ ɾ β ə s
compro	k 'o m p ɾ o	k 'ɔ m p ɾ o
argument	ə ɾ ɣ u m 'e n t	a ɾ ɣ u m 'e n t
aliment	ə l i m 'e n t	a l i m 'e n t
Res	r 'ɛ s	r 'ə s
Londres	l 'o n d ɾ ə s	l 'ɔ n d ɾ ə s
Intento	i n t 'e n t o	i n t 'ɛ n t o
Huelva	u 'ɛ l v ə	ə 'ɛ l v ə
Horts	'ɔ ɾ s	ə ɾ s
Deixo	d 'e ʃ o	d 'ə ʃ o
o	'ɔ	'o
testimonis	t ə s t i m 'ɔ n i s	t ə s t i m 'o n i s
te	t 'ə	t ə
sencera	s ə n s 'ə ɾ ə	s ə n s 'e ɾ ə
retrobo	r ə t ɾ 'o β o	r ə t ɾ 'ɔ β o
parer	p ə ɾ 'ə	p ə ɾ 'e
menjo	m 'e n ʒ o	m 'ɛ n ʒ o
mantenen	m ə n t 'e n ə n	m ə n t 'ə n ə n
lleixa	ʎ 'e ʃ ə	ʎ 'ə ʃ ə
goig	g 'ɔ tʃ	g o 'i ə
foscos	f 'o s k o s	f 'ɔ s k o s
forts	f 'ɔ ɾ s	f 'o ɾ s
foren	f 'o ɾ ə n	f 'ɔ ɾ ə n
estrangers	ə s t ɾ ə n ʒ 'e s	ə s t ɾ ə ŋ g 'e s
espècies	ə s p 'ə s i ə s	ə s p 'ɛ s i ə s
esperen	ə s p 'e ɾ ə n	ə s p 'ɛ ɾ ə n
empleats	ə m p l e 'a t s	ə m p l ə 'a t s
dimoni	d i m 'ɔ n i	d i m 'o n i
corren	k 'o r ə n	k 'ɔ r ə n
comparseros	k o m p ə ɾ s 'e ɾ o s	k o m p ə ɾ s 'ɛ ɾ o s
celebra	s ə l 'e β ɾ ə	s ə l 'ə β ɾ ə
bàsquet	b 'a s k ə t	b ə s k 'ə t
bàndols	b 'a n d o l s	b ə n d 'ɔ l s
bateria	b ə t ə ɾ 'i ə	 b e t ə ɾ 'i ə
bars	b 'a s	b 'a ɾ s
assignat	ə s i n n 'a t	ə s i ə n 'a t
Volen	v 'o l ə n	v 'ɔ l ə n
Tens	t 'ə n s	t 'e n s
Sota	s 'o t ə	s 'ɔ t ə
Pontevedra	p o n t ə v 'e ð ɾ ə	p o n t ə v 'ə ð ɾ ə
Pels	p 'ə l s	p 'ɛ l s
Menjo	m 'e n ʒ o	m 'ɛ n ʒ o
Home	'ɔ m o	'ɔ m ə
volent	v o l 'ɛ n t	v o l 'e n t
transforma	t ɾ ə n s f 'o ɾ m ə	t ɾ ə n s f 'ɔ ɾ m ə
tornant-se	t o ɾ n 'a n s ə	t o ɾ n 'a n t s ə
tonto	t 'o n t o	t 'ɔ n t o
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
tecles	t 'e k l ə s	t 'ɛ k l ə s
subproductes	s u p p ɾ o ð 'u t t ə s	s u β p ɾ o ð 'u t t ə s
sopars	s o p 'a s	s o p 'a ɾ s
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
sistema	s i s t 'e m ə	s i s t 'ə m ə
signar	s i n n 'a	s i ə n 'a
sencer	s ə n s 'ə	s ə n s 'e
ronda	r 'o n d ə	r 'ɔ n d ə
ressona	r ə s 'ɔ n ə	r ə s 'o n ə
rere	r 'e ɾ ə	r 'ɛ ɾ ə
reformes	r ə f 'o ɾ m ə s	r ə f 'ɔ ɾ m ə s
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
realitza	r e ə l 'i d z ə	r ə ə l 'i d z ə
pàrquing	p 'a ɾ k i ŋ k	p ə ɾ k 'i ŋ k
presses	p ɾ 'e s ə s	p ɾ 'ə s ə s
presento	p ɾ ə z 'e n t o	p ɾ ə z 'ɛ n t o
preciosa	p ɾ ə s i 'o z ə	p ɾ ə s i 'o s ə
ports	p 'ɔ ɾ s	p 'o ɾ s
penja	p 'e n ʒ ə	p 'ə n ʒ ə
pengen	p 'e n ʒ ə n	p 'ɛ n ʒ ə n
ordres	'o ɾ ð ɾ ə s	'ɔ ɾ ð ɾ ə s
omple	'o m p l ə	'ɔ m p l ə
ombres	'o m b ɾ ə s	'ɔ m b ɾ ə s
oliosos	o l i 'o z o s	o l i 'o s o s
nerviosa	n ə ɾ v i 'o z ə	n ə ɾ v i 'o s ə
mengen	m 'e n ʒ ə n	m 'ɛ n ʒ ə n
megues	m 'ə ɣ ə s	m 'ɛ ɣ ə s
matrimoni	m ə t ɾ i m 'ɔ n i	m ə t ɾ i m 'o n i
luxe	l 'u t s ə	l 'u ʃ ə
lluitava	ʎ u j t 'a v ə	ʎ u i t 'a v ə
lletja	ʎ 'e dʒ ə	ʎ 'ə dʒ ə
kafkianes	k ə f k i 'a n ə s	k ə f i i 'a n ə s
irreal	i r e 'a l	i r ə e 'a l
incloses	i ŋ k l 'o z ə s	i ŋ k l 'o s ə s
ideals	i ð e 'a l s	i ð ə 'a l s
grecs	g ɾ 'e t s	g ɾ 'ɛ t s
grec	g ɾ 'e k	g ɾ 'ɛ k
gratuïts	g ɾ ə t u 'i t s	g ɾ ə t u 'i s
grandiosa	g ɾ ə n d i 'o z ə	g ɾ ə n d i 'o s ə
golfes	g 'o l f ə s	g 'ɔ l f ə s
gespa	ʒ 'e s p ə	ʒ 'ə s p ə
gasoil	g ə z 'ɔ j l	g ə z o 'i l
fotre	f 'o t ɾ ə	f 'ɔ t ɾ ə
espongiformes	ə s p o n ʒ i f 'o ɾ m ə s	ə s p o n ʒ i f 'ɔ ɾ m ə s
esmorzen	ə z m 'o ɾ z ə n	ə z m 'ɔ ɾ z ə n
escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
escletxa	ə s k l 'e tʃ ə	ə s k l 'ə tʃ ə
empremtes	ə m p ɾ 'e n t ə s	ə m p ɾ 'ɛ n t ə s
elèctrics	ə l 'ɛ t t ɾ i t s	ə l ə t t ɾ 'i t s
dècada	d 'ɛ k ə ð ə	d ə k 'a ð ə
dotant-les	d o t 'a n l ə s	d o t 'a n t  l ə s
difondre	d i f 'o n d ɾ ə	d i f 'ɔ n d ɾ ə
creixen	k ɾ 'e ʃ ə n	k ɾ 'ə ʃ ə n
conscients	k o n t s i 'e n s	k o n s i 'e n s
conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
comte	k 'o n t ə	k 'ɔ n t ə
compren	k 'o m p ɾ ə n	k 'ɔ m p ɾ ə n
comenten	k o m 'e n t ə n	k o m 'ɛ n t ə n
colze	k 'o l z ə	k 'ɔ l z ə
ceptre	s 'e t t ɾ ə	s 'ɛ t t ɾ ə
cegues	s 'ə ɣ ə s	s 'ɛ ɣ ə s
bots	b 'o t s	b 'ɔ t s
bosses	b 'o s ə s	b 'ɔ s ə s
borsa	b 'o ɾ s ə	b 'ɔ ɾ s ə
borda	b 'o ɾ ð ə	b 'ɔ ɾ ð ə
bateries	b ə t ə ɾ 'i ə s	 b e t ə ɾ 'i ə s
arts	'a ɾ s	'a ɾ t s
aliens	ə l i 'ə n s	ə l i 'e n s
aleatoris	ə l e ə t 'ɔ ɾ i s	ə l ə ə t 'ɔ ɾ i s
aimara	ə j m 'a ɾ ə	ə i m 'a ɾ ə
agafant-me	ə ɣ ə f 'a m m ə	ə ɣ ə f 'a n m m ə
accepto	ə t s 'e t t o	ə t s 'ɛ t t o
Torre	t 'o r ə	t 'ɔ r ə
Tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
Tenen	t 'e n ə n	t 'ə n ə n
Sabent	s ə β 'ɛ n t	s ə β 'e n t
Ribagorça	r i β ə ɣ 'o ɾ s ə	r i β ə ɣ 'ɔ ɾ s ə
Regne	r 'e n n ə	r 'ə n n ə
Perdoni	p ə ɾ ð 'ɔ n i	p ə ɾ ð 'o n i
Mig	m 'i tʃ	m 'i k
Me	m 'ə	m ə
Guia	g 'i ə	g w 'i ə
Formes	f 'o ɾ m ə s	f 'ɔ ɾ m ə s
Escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
Entro	'e n t ɾ o	'ə n t ɾ o
Dones	d 'ɔ n ə s	d 'o n ə s
Dimecres	d i m 'e k ɾ ə s	d i m 'ɛ k ɾ ə s
Del	d 'ə l	d ə l
Consciència	k o n t s i 'ɛ n s i ə	k o n s i 'ɛ n s i ə
Celoni	s ə l 'ɔ n i	s ə l 'o n i
Volen	v 'o l ə n	v 'ɔ l ə n
Hi	'i	i
De	d 'ə	d ə
xops	ʃ 'o t s	ʃ 'ɔ t s
vinguessis	v i ŋ g 'e s i s	v i ŋ g 'ə s i s
sentint-se	s ə n t 'i n s ə	s ə n t 'i n t s ə
sens	s 'ə n s	s 'e n s
seguien	s ə ɣ 'i ə n	s ə ɣ u 'i ə n
retorna	r ə t 'o ɾ n ə	r ə t 'ɔ ɾ n ə
relacioni	r ə l ə s i 'ɔ n i	r ə l ə s i 'o n i
reiterada	r ə i t ə ɾ 'a ð ə	r ə j t ə ɾ 'a ð ə
pop	p 'o p	p 'ɔ p
ombra	'o m b ɾ ə	'ɔ m b ɾ ə
oi	'ɔ j	'o i
nèctar	n 'ɛ t t ə	n ə t t 'a
nerviosisme	n ə ɾ v i o z 'i z m ə	n ə ɾ v i o s 'i z m ə
morro	m 'o r o	m 'ɔ r o
mirant-lo	m i ɾ 'a n l o	m i ɾ 'a n i l o
luxes	l 'u t s ə s	l 'u ʃ ə s
lleixes	ʎ 'e ʃ ə s	ʎ 'ə ʃ ə s
irrompre	i r 'o m p ɾ ə	i r 'ɔ m p ɾ ə
indústria	i n d 'u s t ɾ i ə	i n d u s t ɾ 'i ə
franctirador	f ɾ ə ŋ t t i ɾ ə ð 'o	f ɾ ə n s t i ɾ ə ð 'o
fongs	f 'o ŋ s	f 'o n s
fonda	f 'o n d ə	f 'ɔ n d ə
fleca	f l 'ɛ k ə	f l 'ə k ə
feble	f 'e b b l ə	f 'ɛ b b l ə
estratègies	ə s t ɾ ə t 'ə ʒ i ə s	ə s t ɾ ə t 'ɛ ʒ i ə s
estranger	ə s t ɾ ə n ʒ 'e	ə s t ɾ ə ŋ g 'e
esglésies	ə z ɣ l 'e z i ə s	ə z ɣ l ə s 'i ə s
distendre	d i s t 'e n d ɾ ə	d i s t 'ə n d ɾ ə
deshidratades	d ə s i ð ɾ ə t 'a ð ə s	d ə z i ð ɾ ə t 'a ð ə s
cuidar	k u j ð 'a	k u i ð 'a
creuen	k ɾ 'ə w ə n	k ɾ 'ɛ w ə n
corro	k 'o r o	k 'ɔ r o
copa	k 'o p ə	k 'ɔ p ə
concentren	k o n s 'e n t ɾ ə n	k o n s 'ə n t ɾ ə n
compres	k 'o m p ɾ ə s	k 'ɔ m p ɾ ə s
arruinats	ə r u j n 'a t s	ə r u i n 'a t s
alineats	ə l i n e 'a t s	ə l i n ə 'a t s
afronta	ə f ɾ 'o n t ə	ə f ɾ 'ɔ n t ə
adonant-se	ə ð o n 'a n s ə	ə ð o n 'a n t s ə
Tota	t 'o t ə	t 'ɔ t ə
Sistema	s i s t 'e m ə	s i s t 'ə m ə
Ronda	r 'o n d ə	r 'ɔ n d ə
Queda	k 'e ð ə	k 'ə ð ə
Ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ə β ɾ ə
ètniques	'ɛ n n i k ə s	'ə n n i k ə s
ètnica	'ɛ n n i k ə	'ə n n i k ə
ètnic	'ɛ n n i k	'ə n n i k
àngels	'a n ʒ ə l s	a n ʒ 'ɛ l s
que	k 'ə	k ə
Que	k 'ə	k ə
La	l 'ə	l ə
En	'ə n	ə n
xopa	ʃ 'o p ə	ʃ 'ɔ p ə
xop	ʃ 'o p	ʃ 'ɔ p
whiskys	b 'i s k i s	ə 'i s j n s
vuitens	v u j t 'ə n s	v u i t 'e n s
vuitena	v u j t 'ə n ə	v u i t 'ə n ə
virtuoses	v i ɾ t u 'o z ə s	v i ɾ t u 'o s ə s
vingueren	v i ŋ g 'e ɾ ə n	v i ŋ g 'ɛ ɾ ə n
vespres	v 'e s p ɾ ə s	v 'ə s p ɾ ə s
valoren	v ə l 'o ɾ ə n	v ə l 'ɔ ɾ ə n
uniforme	u n i f 'o ɾ m ə	u n i f 'ɔ ɾ m ə
tsars	t s 'a s	ə z 'a s
tronxos	t ɾ 'o n ʃ o s	t ɾ 'ɔ n ʃ o s
treuen	t ɾ 'ə w ə n	t ɾ 'ɛ w ə n
trepitgés	t ɾ ə p i dʒ 'e s	t ɾ ə p i tʃ 'e s
trepig	t ɾ ə p 'i tʃ	t ɾ ə p 'i ə
transmetent-me	t ɾ ə n z m ə t 'e m m ə	t ɾ ə n z m ə t 'ɛ n t m ə
transcorre	t ɾ ə n s k 'o r ə	t ɾ ə n s k 'ɔ r ə
transbord	t ɾ ə n z β 'o ɾ t	t ɾ ə n s u 'o ɾ t
tova	t 'o v ə	t 'ɔ v ə
totxo	t 'o tʃ o	t 'ɔ tʃ o
totes	t 'o t ə s	t 'ɔ t ə s
tot	t 'o t	t 'ɔ t
torre	t 'o r ə	t 'ɔ r ə
torero	t o ɾ 'e ɾ o	t o ɾ 'ɛ ɾ o
torba	t 'o ɾ β ə	t 'ɔ ɾ β ə
topen	t 'o p ə n	t 'ɔ p ə n
tomba	t 'o m b ə	t 'ɔ m b ə
tinguent	t i ŋ g 'e n t	t i ŋ g w 'e n t
terraqüi	t ə r 'a k w i	t ə r 'a i i
tenyint-lo	t ə ɲ 'i n l o	t ə ɲ 'i n t  l o
tediosa	t ə ð i 'o z ə	t ə ð i 'o s ə
te'm	t ə m	t 'ə m
te'l	t ə l	t 'ɛ l
tangents	t ə n ʒ 'e n s	t ə ŋ g 'e n s
súpers	s 'u p ə s	s u p 'e s
succeïts	s u t s ə 'i t s	s u t s ə 'i s
successos	s u t s 'e s o s	s u t s 'ə s o s
subsidi	s u t s 'i ð i	s u ə s 'i ð i
