A	'ə	ə
inerts	i n 'ɛ ɾ s	i n 'ɛ ɾ t s
iniciarem	i n i s i ə ɾ 'ə m	i n i s i ə ɾ 'ɛ m
iniciem	i n i s i 'ə m	i n i s i 'ɛ m
innocència	i n n o s 'ɛ n s i ə	i n n o s 'ə n s i ə
insistència	i n s i s t 'ɛ n s i ə	i n s i s t 'ə n s i ə
insolència	i n s o l 'ɛ n s i ə	i n s o l 'ə n s i ə
insuficiència	i n s u f i s i 'ɛ n s i ə	i n s u f i s i 'ə n s i ə
insulinoma	i n s u l i n 'ɔ m ə	i n s u l i n 'o m ə
insultarem	i n s u l t ə ɾ 'ə m	i n s u l t ə ɾ 'ɛ m
insurgència	i n s u ɾ ʒ 'ɛ n s i ə	i n s u ɾ ʒ 'ə n s i ə
intempèrie	i n t ə m p 'ɛ ɾ i ə	i n t ə m p 'ə ɾ i ə
intens	i n t 'ə n s	i n t 'e n s
interrompre	i n t ə r 'o m p ɾ ə	i n t ə r 'ɔ m p ɾ ə
iònica	j 'ɔ n i k ə	i 'ɔ n i k ə
irrogarem	i r o ɣ ə ɾ 'ə m	i r o ɣ ə ɾ 'ɛ m
irroguem	i r o ɣ 'ə m	i r o ɣ 'ɛ m
isomètric	i z o m 'ɛ t ɾ i k	i z o m 'ə t ɾ i k
isomètrica	i z o m 'ɛ t ɾ i k ə	i z o m 'ə t ɾ i k ə
isomètrics	i z o m 'ɛ t ɾ i t s	i z o m 'ə t ɾ i t s
isomètriques	i z o m 'ɛ t ɾ i k ə s	i z o m 'ə t ɾ i k ə s
jazz	ʒ 'a s	ʒ 'a z
Jerusalem	ʒ ə ɾ u z ə l 'ə m	ʒ ə ɾ u z ə l 'ɛ m
jou	ʒ 'ɔ w	ʒ 'o w
jove	ʒ 'o v ə	ʒ 'ɔ v ə
jueu	ʒ u 'e w	ʒ u 'ɛ w
junts	ʒ 'u n s	ʒ 'u n t s
jutge	ʒ 'u d ʒ ə	ʒ 'u dʒ ə
jutjada	ʒ u d ʒ 'a ð ə	ʒ u dʒ 'a ð ə
jutjades	ʒ u d ʒ 'a ð ə s	ʒ u dʒ 'a ð ə s
jutjar	ʒ u d ʒ 'a	ʒ u dʒ 'a
jutjat	ʒ u d ʒ 'a t	ʒ u dʒ 'a t
jutjats	ʒ u d ʒ 'a t s	ʒ u dʒ 'a t s
la	l 'ə	l ə
laberints	l ə β ə ɾ 'i n s	l ə β ə ɾ 'i n t s
lacrosse	l ə k ɾ 'o s ə	l ə k ɾ 'ɔ s ə
lamentarem	l ə m ə n t ə ɾ 'ə m	l ə m ə n t ə ɾ 'ɛ m
lamentem	l ə m ə n t 'ə m	l ə m ə n t 'ɛ m
lepra	l 'e p ɾ ə	l 'ə p ɾ ə
les	l 'ə s	l ə s
lideratge	l i ð ə ɾ 'a d ʒ ə	l i ð ə ɾ 'a dʒ ə
lisosoma	l i z o z 'ɔ m ə	l i z o z 'o m ə
llagosta	ʎ ə ɣ 'o s t ə	ʎ ə ɣ 'ɔ s t ə
llambritja	ʎ ə m b ɾ 'i d ʒ ə	ʎ ə m b ɾ 'i dʒ ə
llebre	ʎ 'e β ɾ ə	ʎ 'ə β ɾ ə
llega	ʎ 'e ɣ ə	ʎ 'ə ɣ ə
llegenda	ʎ ə ʒ 'e n d ə	ʎ ə ʒ 'ə n d ə
llegendes	ʎ ə ʒ 'e n d ə s	ʎ ə ʒ 'ə n d ə s
Lleida	ʎ 'e j ð ə	ʎ 'ə j ð ə
lleixa	ʎ 'e ʃ ə	ʎ 'ɛ ʃ ə
llenci	ʎ 'ɛ n s i	ʎ 'ə n s i
llencin	ʎ 'ɛ n s i n	ʎ 'ə n s i n
llencis	ʎ 'ɛ n s i s	ʎ 'ə n s i s
llenços	ʎ 'e n s o s	ʎ 'ɛ n s o s
llenguatge	ʎ ə ŋ g w 'a d ʒ ə	ʎ ə ŋ g w 'a dʒ ə
llenja	ʎ 'e ɲ ə	ʎ 'ə ɲ ə
llepa	ʎ 'e p ə	ʎ 'ə p ə
llepen	ʎ 'e p ə n	ʎ 'ə p ə n
llesta	ʎ 'e s t ə	ʎ 'ə s t ə
llestes	ʎ 'e s t ə s	ʎ 'ə s t ə s
llestos	ʎ 'e s t o s	ʎ 'ə s t o s
lletges	ʎ 'e d ʒ ə s	ʎ 'ə dʒ ə s
lletja	ʎ 'e d ʒ ə	ʎ 'ə dʒ ə
lletjor	ʎ ə d ʒ 'o	ʎ ə dʒ 'o
lletjos	ʎ 'e d ʒ o s	ʎ 'ə dʒ o s
lleva	ʎ 'e v ə	ʎ 'ə v ə
lleves	ʎ 'e v ə s	ʎ 'ə v ə s
llevo	ʎ 'e v o	ʎ 'ə v o
llicència	ʎ i s 'ɛ n s i ə	ʎ i s 'ə n s i ə
llinatge	ʎ i n 'a d ʒ ə	ʎ i n 'a dʒ ə
lloba	ʎ 'o β ə	ʎ 'ɔ β ə
Llobregat	ʎ o β ɾ ə ɣ 'a t	ʎ u β ɾ ə ɣ 'a t
Londres	l 'o n d ɾ ə s	l 'ɔ n d ɾ ə s
luminescència	l u m i n ə t s 'ɛ n s i ə	l u m i n ə t s 'ə n s i ə
ma	m 'ə	m ə
Macaronèsia	m ə k ə ɾ o n 'ɛ z i ə	m ə k ə ɾ o n 'ə z i ə
macedoni	m ə s ə ð 'ɔ n i	m ə s ə ð 'o n i
magatzem	m ə ɣ ə d z 'ə m	m ə ɣ ə d z 'ɛ m
magnesi	m ə n n 'ɛ z i	m ə n n 'ə z i
magnèsica	m ə n n 'ɛ z i k ə	m ə n n 'ə z i k ə
magnèsics	m ə n n 'ɛ z i t s	m ə n n 'ə z i t s
magnèsiques	m ə n n 'ɛ z i k ə s	m ə n n 'ə z i k ə s
magnètic	m ə n n 'ɛ t i k	m ə n n 'ə t i k
magnètica	m ə n n 'ɛ t i k ə	m ə n n 'ə t i k ə
magnètics	m ə n n 'ɛ t i t s	m ə n n 'ə t i t s
magnètiques	m ə n n 'ɛ t i k ə s	m ə n n 'ə t i k ə s
Mahoma	m ə 'ɔ m ə	m ə 'o m ə
malèfic	m ə l 'ɛ f i k	m ə l 'ə f i k
malèfica	m ə l 'ɛ f i k ə	m ə l 'ə f i k ə
malèvol	m ə l 'ɛ v o l	m ə l 'ə v o l
malèvola	m ə l 'ɛ v o l ə	m ə l 'ə v o l ə
malevolència	m ə l ə v o l 'ɛ n s i ə	m ə l ə v o l 'ə n s i ə
malèvoles	m ə l 'ɛ v o l ə s	m ə l 'ə v o l ə s
malèvols	m ə l 'ɛ v o l s	m ə l 'ə v o l s
malgrat	m ə l ɣ ɾ 'a t	m ə l g ɾ 'a t
malvendre	m ə l v 'e n d ɾ ə	m ə l v 'ə n d ɾ ə
malvolença	m ə l v o l 'ɛ n s ə	m ə l v o l 'ə n s ə
mamarem	m ə m ə ɾ 'ə m	m ə m ə ɾ 'ɛ m
manifest	m ə n i f 'e s t	m ə n i f 'ə s t
manomètric	m ə n o m 'ɛ t ɾ i k	m ə n o m 'ə t ɾ i k
manomètrica	m ə n o m 'ɛ t ɾ i k ə	m ə n o m 'ə t ɾ i k ə
manomètrics	m ə n o m 'ɛ t ɾ i t s	m ə n o m 'ə t ɾ i t s
manomètriques	m ə n o m 'ɛ t ɾ i k ə s	m ə n o m 'ə t ɾ i k ə s
marcarem	m ə ɾ k ə ɾ 'ə m	m ə ɾ k ə ɾ 'ɛ m
maridatge	m ə ɾ i ð 'a d ʒ ə	m ə ɾ i ð 'a dʒ ə
marquem	m ə ɾ k 'ə m	m ə ɾ k 'ɛ m
massatge	m ə s 'a d ʒ ə	m ə s 'a dʒ ə
mastegatatxes	m ə s t ə ɣ ə t 'a t ʃ ə s	m ə s t ə ɣ ə t 'a tʃ ə s
matarem	m ə t ə ɾ 'ə m	m ə t ə ɾ 'ɛ m
mateix	m ə t 'e ʃ	m ə t 'ɛ ʃ
matem	m ə t 'ə m	m ə t 'ɛ m
matèria	m ə t 'ɛ ɾ i ə	m ə t 'ə ɾ i ə
Mateu	m ə t 'e w	m ə t 'ɛ w
matxet	m ə t ʃ 'ə t	m ə tʃ 'ə t
matxucar	m ə t ʃ u k 'a	m ə tʃ u k 'a
me	m 'ə	m ə
mecenatge	m ə s ə n 'a d ʒ ə	m ə s ə n 'a dʒ ə
mefistofèlic	m ə f i s t o f 'ɛ l i k	m ə f i s t o f 'ə l i k
melanesi	m ə l ə n 'ɛ z i	m ə l ə n 'ə z i
mem	m 'ə m	m 'ɛ m
membre	m 'e m b ɾ ə	m 'ɛ m b ɾ ə
membres	m 'e m b ɾ ə s	m 'ɛ m b ɾ ə s
mencionarem	m ə n s i o n ə ɾ 'ə m	m ə n s i o n ə ɾ 'ɛ m
mencionem	m ə n s i o n 'ə m	m ə n s i o n 'ɛ m
mencionis	m ə n s i 'ɔ n i s	m ə n s i 'o n i s
mengen	m 'e n ʒ ə n	m 'ə n ʒ ə n
menges	m 'e n ʒ ə s	m 'ə n ʒ ə s
meni	m 'ɛ n i	m 'ə n i
menja	m 'e n ʒ ə	m 'ə n ʒ ə
menjo	m 'e n ʒ o	m 'ə n ʒ o
mentre	m 'e n t ɾ ə	m 'ə n t ɾ ə
merèixer	m ə ɾ 'ə ʃ ə	m ə ɾ 'ɛ ʃ ə
Mèrida	m 'ɛ ɾ i ð ə	m 'ə ɾ i ð ə
mesi	m 'ɛ z i	m 'ə z i
Mèsia	m 'ɛ z i ə	m 'ə z i ə
mesin	m 'ɛ z i n	m 'ə z i n
mesis	m 'ɛ z i s	m 'ə z i s
metem	m ə t 'ə m	m ə t 'ɛ m
metge	m 'e d ʒ ə	m 'ə dʒ ə
metges	m 'e d ʒ ə s	m 'ə dʒ ə s
meti	m 'ɛ t i	m 'ə t i
metin	m 'ɛ t i n	m 'ə t i n
metis	m 'ɛ t i s	m 'ə t i s
metratge	m ə t ɾ 'a d ʒ ə	m ə t ɾ 'a dʒ ə
mètrica	m 'ɛ t ɾ i k ə	m 'ə t ɾ i k ə
mètriques	m 'ɛ t ɾ i k ə s	m 'ə t ɾ i k ə s
metxa	m 'e t ʃ ə	m 'ɛ tʃ ə
meua	m 'e w ə	m 'ə w ə
meus	m 'e w s	m 'ɛ w s
meva	m 'e v ə	m 'ə v ə
meves	m 'e v ə s	m 'ɛ v ə s
miastènia	m i ə s t 'ɛ n i ə	m i ə s t 'ə n i ə
miastènies	m i ə s t 'ɛ n i ə s	m i ə s t 'ə n i ə s
Micronèsia	m i k ɾ o n 'ɛ z i ə	m i k ɾ o n 'ə z i ə
milionèsima	m i l i o n 'ɛ z i m ə	m i l i o n 'ə z i m ə
milotxa	m i l 'ɔ t ʃ ə	m i l 'ɔ tʃ ə
miratge	m i ɾ 'a d ʒ ə	m i ɾ 'a dʒ ə
missatge	m i s 'a d ʒ ə	m i s 'a dʒ ə
missatger	m i s ə d ʒ 'e	m i s ə dʒ 'e
mitges	m 'i d ʒ ə s	m 'i dʒ ə s
mitja	m 'i d ʒ ə	m 'i dʒ ə
mitjana	m i d ʒ 'a n ə	m i dʒ 'a n ə
mitjançant	m i d ʒ ə n s 'a n t	m i dʒ ə n s 'a n t
mitjançar	m i d ʒ ə n s 'a	m i dʒ ə n s 'a
mitjancer	m i d ʒ ə n s 'e	m i dʒ ə n s 'e
mitjanit	m i d ʒ ə n 'i t	m i dʒ ə n 'i t
moc	m 'o k	m 'ɔ k
modèlic	m o ð 'ɛ l i k	m o ð 'ə l i k
modèlica	m o ð 'ɛ l i k ə	m o ð 'ə l i k ə
modèlics	m o ð 'ɛ l i t s	m o ð 'ə l i t s
modèliques	m o ð 'ɛ l i k ə s	m o ð 'ə l i k ə s
modèstia	m o ð 'ɛ s t i ə	m o ð 'ə s t i ə
molècula	m o l 'ə k u l ə	m o l 'ɛ k u l ə
molèstia	m o l 'ɛ s t i ə	m o l 'ə s t i ə
molèsties	m o l 'ɛ s t i ə s	m o l 'ə s t i ə s
molsa	m 'o l s ə	m 'ɔ l s ə
molts	m 'o l s	m 'o l t s
monocroma	m o n o k ɾ 'ɔ m ə	m o n o k ɾ 'o m ə
monocromes	m o n o k ɾ 'ɔ m ə s	m o n o k ɾ 'o m ə s
monofilètic	m o n o f i l 'ɛ t i k	m o n o f i l 'ə t i k
monomètric	m o n o m 'ɛ t ɾ i k	m o n o m 'ə t ɾ i k
monomètrica	m o n o m 'ɛ t ɾ i k ə	m o n o m 'ə t ɾ i k ə
monomètrics	m o n o m 'ɛ t ɾ i t s	m o n o m 'ə t ɾ i t s
monomètriques	m o n o m 'ɛ t ɾ i k ə s	m o n o m 'ə t ɾ i k ə s
Montse	m 'o n s ə	m 'ɔ n s ə
Montsenj	m o n s 'ə ɲ	m o n t s 'ə ɲ
Montserrat	m o n s ə r 'a t	m o n t s ə r 'a t
morfogènic	m o ɾ f o ʒ 'ɛ n i k	m o ɾ f o ʒ 'ə n i k
morro	m 'o r o	m 'ɔ r o
morros	m 'o r o s	m 'ɔ r o s
mort	m 'ɔ ɾ t	m 'o ɾ t
mosca	m 'o s k ə	m 'ɔ s k ə
mosques	m 'o s k ə s	m 'ɔ s k ə s
mosso	m 'o s o	m 'ɔ s o
mostatxo	m o s t 'a t ʃ o	m o s t 'a tʃ o
mostatxut	m o s t ə t ʃ 'u t	m o s t ə tʃ 'u t
mot	m 'o t	m 'ɔ t
motllura	m o ʎ ʎ 'u ɾ ə	m o l l 'u ɾ ə
motllurada	m o ʎ ʎ u ɾ 'a ð ə	m o l l u ɾ 'a ð ə
motllurades	m o ʎ ʎ u ɾ 'a ð ə s	m o l l u ɾ 'a ð ə s
motllurar	m o ʎ ʎ u ɾ 'a	m o l l u ɾ 'a
motllurat	m o ʎ ʎ u ɾ 'a t	m o l l u ɾ 'a t
motllurats	m o ʎ ʎ u ɾ 'a t s	m o l l u ɾ 'a t s
motlura	m o ʎ ʎ 'u ɾ ə	m o t l 'u ɾ ə
motlurada	m o l l u ɾ 'a ð ə	m o t l u ɾ 'a ð ə
motlurades	m o l l u ɾ 'a ð ə s	m o t l u ɾ 'a ð ə s
motlurar	m o l l u ɾ 'a	m o t l u ɾ 'a
motlurat	m o l l u ɾ 'a t	m o t l u ɾ 'a t
motlurats	m o l l u ɾ 'a t s	m o t l u ɾ 'a t s
moto	m 'o t o	m 'ɔ t o
motos	m 'o t o s	m 'ɔ t o s
motxo	m 'ɔ t ʃ o	m 'ɔ tʃ o
mudèjar	m u ð 'ə ʒ ə	m u ð 'ɛ ʒ ə
multarem	m u l t ə ɾ 'ə m	m u l t ə ɾ 'ɛ m
multem	m u l t 'ə m	m u l t 'ɛ m
muntatge	m u n t 'a d ʒ ə	m u n t 'a dʒ ə
Muntènia	m u n t 'ɛ n i ə	m u n t 'ə n i ə
Mutxamel	m u t ʃ ə m 'ɛ l	m u tʃ ə m 'ɛ l
natja	n 'a d ʒ ə	n 'a dʒ ə
natjada	n ə d ʒ 'a ð ə	n ə dʒ 'a ð ə
natjar	n ə d ʒ 'a	n ə dʒ 'a
neboda	n ə β 'o ð ə	n ə β 'ɔ ð ə
nebot	n ə β 'o t	n ə β 'ɔ t
neda	n 'e ð ə	n 'ə ð ə
neden	n 'e ð ə n	n 'ɛ ð ə n
nedes	n 'e ð ə s	n 'ə ð ə s
nega	n 'e ɣ ə	n 'ə ɣ ə
negligència	n ə ɣ l i ʒ 'ɛ n s i ə	n ə ɣ l i ʒ 'ə n s i ə
neguem	n ə ɣ 'ə m	n ə ɣ 'ɛ m
neguen	n 'e ɣ ə n	n 'ə ɣ ə n
negues	n 'e ɣ ə s	n 'ə ɣ ə s
nens	n 'ə n s	n 'e n s
neurastènia	n ə w ɾ ə s t 'ɛ n i ə	n ə w ɾ ə s t 'ə n i ə
neva	n 'e v ə	n 'ə v ə
nicens	n i s 'ə n s	n i s 'e n s
nimfea	n i m f 'ɛ ə	n i m f 'e ə
nombre	n 'o m b ɾ ə	n 'ɔ m b ɾ ə
nombres	n 'o m b ɾ ə s	n 'ɔ m b ɾ ə s
Nombres	n 'o m b ɾ ə s	n 'ɔ m b ɾ ə s
nores	n 'ɔ ɾ ə s	n 'o ɾ ə s
novembre	n o v 'e m b ɾ ə	n o v 'ɛ m b ɾ ə
numèrica	n u m 'ɛ ɾ i k ə	n u m 'ə ɾ i k ə
numèriques	n u m 'ɛ ɾ i k ə s	n u m 'ə ɾ i k ə s
o	'ɔ	'o
obediència	o β ə ð i 'ɛ n s i ə	o β ə ð i 'ə n s i ə
odissea	o ð i s 'ɛ ə	o ð i s 'e ə
ofegarem	o f ə ɣ ə ɾ 'ə m	o f ə ɣ ə ɾ 'ɛ m
ofeguem	o f ə ɣ 'ə m	o f ə ɣ 'ɛ m
Oltènia	o l t 'ɛ n i ə	o l t 'ə n i ə
ombra	'o m b ɾ ə	'ɔ m b ɾ ə
ombratge	o m b ɾ 'a d ʒ ə	o m b ɾ 'a dʒ ə
ombres	'o m b ɾ ə s	'ɔ m b ɾ ə s
omple	'o m p l ə	'ɔ m p l ə
omplen	'o m p l ə n	'ɔ m p l ə n
omples	'o m p l ə s	'ɔ m p l ə s
omplo	'o m p l o	'ɔ m p l o
oncle	'o ŋ k l ə	'ɔ ŋ k l ə
oncles	'o ŋ k l ə s	'ɔ ŋ k l ə s
onzes	'o n z ə s	'ɔ n z ə s
opta	'o t t ə	'ɔ t t ə
opten	'o t t ə n	'ɔ t t ə n
opto	'o t t o	'ɔ t t o
opulència	o p u l 'ɛ n s i ə	o p u l 'ə n s i ə
oratge	o ɾ 'a d ʒ ə	o ɾ 'a dʒ ə
oratjós	o ɾ ə d ʒ 'o s	o ɾ ə dʒ 'o s
orca	'o ɾ k ə	'ɔ ɾ k ə
orde	'o ɾ ð ə	'ɔ ɾ ð ə
ordes	'o ɾ ð ə s	'ɔ ɾ ð ə s
ordre	'o ɾ ð ɾ ə	'ɔ ɾ ð ɾ ə
ordres	'o ɾ ð ɾ ə s	'ɔ ɾ ð ɾ ə s
orella	o ɾ 'ə ʎ ə	o ɾ 'e ʎ ə
ornament	o ɾ n ə m 'e n t	ɔ ɾ n ə m 'e n t
orques	'o ɾ k ə s	'ɔ ɾ k ə s
ortodoxa	o ɾ t o ð 'o t s ə	o ɾ t o ð 'ɔ t s ə
ortopèdic	o ɾ t o p 'ɛ ð i k	o ɾ t o p 'ə ð i k
osmomètric	o z m o m 'ɛ t ɾ i k	o z m o m 'ə t ɾ i k
osmomètrica	o z m o m 'ɛ t ɾ i k ə	o z m o m 'ə t ɾ i k ə
osmomètrics	o z m o m 'ɛ t ɾ i t s	o z m o m 'ə t ɾ i t s
osmomètriques	o z m o m 'ɛ t ɾ i k ə s	o z m o m 'ə t ɾ i k ə s
ostatge	o s t 'a d ʒ ə	o s t 'a dʒ ə
ou	'ɔ w	'o w
ovella	o v 'ə ʎ ə	o v 'e ʎ ə
ovelles	o v 'ə ʎ ə s	o v 'e ʎ ə s
paciència	p ə s i 'ɛ n s i ə	p ə s i 'ə n s i ə
paisatge	p ə j z 'a d ʒ ə	p ə j z 'a dʒ ə
Palència	p ə l 'ɛ n s i ə	p ə l 'ə n s i ə
pandèmic	p ə n d 'ɛ m i k	p ə n d 'ə m i k
pandèmica	p ə n d 'ɛ m i k ə	p ə n d 'ə m i k ə
pandèmics	p ə n d 'ɛ m i t s	p ə n d 'ə m i t s
pandèmiques	p ə n d 'ɛ m i k ə s	p ə n d 'ə m i k ə s
pandemoni	p ə n d ə m 'ɔ n i	p ə n d ə m 'o n i
panotxo	p ə n 'ɔ t ʃ o	p ə n 'ɔ tʃ o
parafilètic	p ə ɾ ə f i l 'ɛ t i k	p ə ɾ ə f i l 'ə t i k
paranoic	p ə ɾ ə n 'ɔ j k	p ə ɾ ə n 'o i k
pararem	p ə ɾ ə ɾ 'ə m	p ə ɾ ə ɾ 'ɛ m
paratge	p ə ɾ 'a d ʒ ə	p ə ɾ 'a dʒ ə
parell	p ə ɾ 'ə ʎ	p ə ɾ 'e ʎ
parella	p ə ɾ 'ə ʎ ə	p ə ɾ 'e ʎ ə
parem	p ə ɾ 'ə m	p ə ɾ 'ɛ m
parèntesi	p ə ɾ 'ɛ n t ə z i	p ə ɾ 'ə n t ə z i
parer	p ə ɾ 'ə	p ə ɾ 'e
parlarem	p ə ɾ l ə ɾ 'ə m	p ə ɾ l ə ɾ 'ɛ m
parlem	p ə ɾ l 'ə m	p ə ɾ l 'ɛ m
parlessin	p ə ɾ l 'e s i n	p ə ɾ l 'ə s i n
partirem	p ə ɾ t i ɾ 'ə m	p ə ɾ t i ɾ 'ɛ m
passaport	p ə s ə p 'ɔ ɾ t	p ə s ə p 'o ɾ t
passaports	p ə s ə p 'ɔ ɾ s	p ə s ə p 'o ɾ t s
passatge	p ə s 'a d ʒ ə	p ə s 'a dʒ ə
passatger	p ə s ə d ʒ 'e	p ə s ə dʒ 'e
pastitx	p ə s t 'i t ʃ	p ə s t 'i tʃ
pastitxo	p ə s t 'i t ʃ o	p ə s t 'i tʃ o
patatxap	p ə t ə t ʃ 'a p	p ə t ə tʃ 'a p
patinatge	p ə t i n 'a d ʒ ə	p ə t i n 'a dʒ ə
patrimoni	p ə t ɾ i m 'ɔ n i	p ə t ɾ i m 'o n i
patrocinarem	p ə t ɾ o s i n ə ɾ 'ə m	p ə t ɾ o s i n ə ɾ 'ɛ m
patrocinem	p ə t ɾ o s i n 'ə m	p ə t ɾ o s i n 'ɛ m
patronatge	p ə t ɾ o n 'a d ʒ ə	p ə t ɾ o n 'a dʒ ə
peatge	p e 'a d ʒ ə	p e 'a dʒ ə
pedra	p 'e ð ɾ ə	p 'ə ð ɾ ə
pedres	p 'e ð ɾ ə s	p 'ə ð ɾ ə s
pegarem	p ə ɣ ə ɾ 'ə m	p ə ɣ ə ɾ 'ɛ m
pego	p 'e ɣ o	p 'ə ɣ o
peguem	p ə ɣ 'ə m	p ə ɣ 'ɛ m
peguen	p 'e ɣ ə n	p 'ə ɣ ə n
peix	p 'e ʃ	p 'ɛ ʃ
peixos	p 'e ʃ o s	p 'ɛ ʃ o s
pèl	p 'ə l	p 'ɛ l
pelatge	p ə l 'a d ʒ ə	p ə l 'a dʒ ə
pelegrinatge	p ə l ə ɣ ɾ i n 'a d ʒ ə	p ə l ə ɣ ɾ i n 'a dʒ ə
peloponesi	p ə l o p o n 'ɛ z i	p ə l o p o n 'ə z i
pendeloc	p ə n d ə l 'o k	p ə n d ə l 'ɔ k
penetra	p ə n 'e t ɾ ə	p ə n 'ə t ɾ ə
pengen	p 'e n ʒ ə n	p 'ə n ʒ ə n
penges	p 'e n ʒ ə s	p 'ə n ʒ ə s
penja	p 'e n ʒ ə	p 'ə n ʒ ə
penombra	p ə n 'o m b ɾ ə	p ə n 'ɔ m b ɾ ə
pens	p 'ə n s	p 'e n s
pensi	p 'ɛ n s i	p 'ə n s i
pensin	p 'ɛ n s i n	p 'ə n s i n
pensis	p 'ɛ n s i s	p 'ə n s i s
pequem	p ə k 'ə m	p ə k 'ɛ m
pequen	p 'e k ə n	p 'ɛ k ə n
pera	p 'ə ɾ ə	p 'e ɾ ə
percentatge	p ə ɾ s ə n t 'a d ʒ ə	p ə ɾ s ə n t 'a dʒ ə
Pere	p 'e ɾ ə	p 'ə ɾ ə
perenne	p ə ɾ 'e n n ə	p ə ɾ 'ə n n ə
peres	p 'ə ɾ ə s	p 'e ɾ ə s
perfecte	p ə ɾ f 'ɛ t t ə	p ə ɾ f 'ə t t ə
perfectes	p ə ɾ f 'ɛ t t ə s	p ə ɾ f 'ə t t ə s
perifèric	p ə ɾ i f 'ɛ ɾ i k	p ə ɾ i f 'ə ɾ i k
pèrita	p 'ɛ ɾ i t ə	p 'ə ɾ i t ə
peritatge	p ə ɾ i t 'a d ʒ ə	p ə ɾ i t 'a dʒ ə
peritatges	p ə ɾ i t 'a d ʒ ə s	p ə ɾ i t 'a dʒ ə s
pèrites	p 'ɛ ɾ i t ə s	p 'ə ɾ i t ə s
perles	p 'ɛ ɾ l ə s	p 'ə ɾ l ə s
permanència	p ə ɾ m ə n 'ɛ n s i ə	p ə ɾ m ə n 'ə n s i ə
perpetu	p ə ɾ p 'ɛ t u	p ə ɾ p 'ə t u
perses	p 'ɛ ɾ s ə s	p 'ə ɾ s ə s
personatge	p ə ɾ s o n 'a d ʒ ə	p ə ɾ s o n 'a dʒ ə
perxes	p 'ɛ ɾ ʃ ə s	p 'ɛ ɾ s ə s
pesa	p 'e z ə	p 'ə z ə
pesen	p 'e z ə n	p 'ə z ə n
peses	p 'e z ə s	p 'ə z ə s
pesin	p 'ɛ z i n	p 'ə z i n
pesis	p 'ɛ z i s	p 'ə z i s
pessebre	p ə s 'e β ɾ ə	p ə s 'ə β ɾ ə
pestilència	p ə s t i l 'ɛ n s i ə	p ə s t i l 'ə n s i ə
petges	p 'e d ʒ ə s	p 'ə dʒ ə s
peti	p 'ɛ t i	p 'ə t i
petin	p 'ɛ t i n	p 'ə t i n
petis	p 'ɛ t i s	p 'ə t i s
petja	p 'e d ʒ ə	p 'ə dʒ ə
petjada	p ə d ʒ 'a ð ə	p ə dʒ 'a ð ə
petjar	p ə d ʒ 'a	p ə dʒ 'a
petxina	p ə t ʃ 'i n ə	p ə tʃ 'i n ə
picarem	p i k ə ɾ 'ə m	p i k ə ɾ 'ɛ m
pistatxo	p i s t 'a t ʃ o	p i s t 'a tʃ o
pitjar	p i d ʒ 'a	p i dʒ 'a
pitjor	p i d ʒ 'o	p i dʒ 'o
pitxolí	p i t ʃ o l 'i	p i tʃ o l 'i
plaer	p l ə 'ə	p l ə 'e
plantatge	p l ə n t 'a d ʒ ə	p l ə n t 'a dʒ ə
platja	p l 'a d ʒ ə	p l 'a dʒ ə
platjola	p l ə d ʒ 'ɔ l ə	p l ə dʒ 'ɔ l ə
plegatge	p l ə ɣ 'a d ʒ ə	p l ə ɣ 'a dʒ ə
plens	p l 'ə n s	p l 'e n s
pliocènic	p l i o s 'ɛ n i k	p l i o s 'ə n i k
pliocènica	p l i o s 'ɛ n i k ə	p l i o s 'ə n i k ə
pliocènics	p l i o s 'ɛ n i t s	p l i o s 'ə n i t s
pliocèniques	p l i o s 'ɛ n i k ə s	p l i o s 'ə n i k ə s
plomatge	p l o m 'a d ʒ ə	p l o m 'a dʒ ə
plomatges	p l o m 'a d ʒ ə s	p l o m 'a dʒ ə s
plomo	p l 'o m o	p l 'ɔ m o
plores	p l 'ɔ ɾ ə s	p l 'o ɾ ə s
pneumàtic	n ə w m 'a t i k	n n ə w m 'a t i k
pneumàtica	n ə w m 'a t i k ə	n n ə w m 'a t i k ə
pneumàtics	n ə w m 'a t i t s	n n ə w m 'a t i t s
pneumònia	n ə w m 'ɔ n i ə	n n ə w m 'ɔ n i ə
poètic	p o 'ɛ t i k	p o 'ə t i k
polèmic	p o l 'ɛ m i k	p o l 'ə m i k
poligènica	p o l i ʒ 'ɛ n i k ə	p o l i ʒ 'ə n i k ə
poligènics	p o l i ʒ 'ɛ n i t s	p o l i ʒ 'ə n i t s
poligèniques	p o l i ʒ 'ɛ n i k ə s	p o l i ʒ 'ə n i k ə s
polinesi	p o l i n 'ɛ z i	p o l i n 'ə z i
Polinèsia	p o l i n 'ɛ z i ə	p o l i n 'ə z i ə
politja	p o l 'i d ʒ ə	p o l 'i dʒ ə
polla	p 'o ʎ ə	p 'ɔ ʎ ə
poloni	p o l 'ɔ n i	p o l 'o n i
polpa	p 'o l p ə	p 'ɔ l p ə
poltre	p 'o l t ɾ ə	p 'ɔ l t ɾ ə
polze	p 'o l z ə	p 'ɔ l z ə
poncem	p o n s 'ə m	p o n s 'ɛ m
ponsètia	p o n s 'ɛ t i ə	p o n s 'ə t i ə
porpra	p 'o ɾ p ɾ ə	p 'ɔ ɾ p ɾ ə
porro	p 'o r o	p 'ɔ r o
