A	'ə	 ə 
polze	p 'o l z ə	 p 'ɔ l z ə 
Pompeu	p o m p 'ɛ w	 p o m p 'ə w 
porpra	p 'o ɾ p ɾ ə	 p 'ɔ ɾ p ɾ ə 
porro	p 'o r o	 p 'ɔ r o 
porros	p 'o r o s	 p 'ɔ r o s 
port	p 'ɔ ɾ t	 p 'o ɾ t 
posseïts	p o s ə 'i t s	 p o s ə 'i s 
precepte	p ɾ ə s 'ɛ t t ə	 p ɾ ə s 'ə t t ə 
precursor	p ɾ ə k u ɾ s 'o	 p ɾ ə k u s 'o 
precursora	p ɾ ə k u ɾ s 'o ɾ ə	 p ɾ ə k u s 'o ɾ ə 
precursores	p ɾ ə k u ɾ s 'o ɾ ə s	 p ɾ ə k u s 'o ɾ ə s 
prega	p ɾ 'e ɣ ə	 p ɾ 'ə ɣ ə 
pregestacionals	p ɾ ə ʒ ə s t ə s i o n 'a l s	 p ɾ ə ʒ ə s t ə s i u n 'a l s 
prego	p ɾ 'e ɣ o	 p ɾ 'ə ɣ o 
prémer	p ɾ 'e m ə	 p ɾ ə m 'e  
premi	p ɾ 'ɛ m i	 p ɾ 'ə m i 
premsa	p ɾ 'e n s ə	 p ɾ 'ə m z ə 
prens	p ɾ 'ə n s	 p ɾ 'e n s 
presta	p ɾ 'e s t ə	 p ɾ 'ə s t ə 
presten	p ɾ 'e s t ə n	 p ɾ 'ə s t ə n 
prestes	p ɾ 'e s t ə s	 p ɾ 'ə s t ə s 
presto	p ɾ 'e s t o	 p ɾ 'ə s t o 
presumpció	p ɾ ə z u m s i 'o	 p ɾ ə z u m p s i 'o 
presumpta	p ɾ ə z 'u m t ə	 p ɾ ə z u m 'ə t ə 
presumptiu	p ɾ ə z u m t 'i w	 p ɾ ə z u m ə t 'i w 
pretendre	p ɾ ə t 'e n d ɾ ə	 p ɾ ə t 'ə n d ɾ ə 
preveure	p ɾ ə v 'ə w ɾ ə	 p ɾ ə v ə 'u ɾ ə 
prínceps	p ɾ 'i n s ə t s	 p ɾ i n s 'ə t s 
prioratí	p ɾ i o ɾ ə t 'i	 p ɾ i u ɾ ə t 'i 
proa	p ɾ 'o ə	 p ɾ 'ɔ ə 
problema	p ɾ o β l 'ɛ m ə	 p ɾ o β l 'ə m ə 
procediment	p ɾ o s ə ð i m 'e n t	 p ɾ u s ə ð i m 'e n t 
processament	p ɾ o s ə s ə m 'e n t	 p ɾ u s ə s ə m 'e n t 
profund	p ɾ o f 'u n t	 p ɾ o f 'u n d 
prohom	p ɾ o 'o m	 p ɾ o 'a m 
prolixa	p ɾ o l 'i ʃ ə	 p ɾ o l 'i t s ə 
prona	p ɾ 'ɔ n ə	 p ɾ 'o n ə 
prones	p ɾ 'ɔ n ə s	 p ɾ 'o n ə s 
protactini	p ɾ o t ə t t 'i n i	 p ɾ u t ə t t 'i n i 
proteic	p ɾ o t 'ə j k	 p ɾ u t ə 'i k 
protesta	p ɾ o t 'e s t ə	 p ɾ o t 'ə s t ə 
proveïment	p ɾ o v ə i m 'e n t	 p ɾ u v ə i m 'e n t 
proveïts	p ɾ o v ə 'i t s	 p ɾ o v ə 'i s 
Provença	p ɾ o v 'ɛ n s ə	 p ɾ o v 'e n s ə 
provinguda	p ɾ o v i ŋ g 'u ð ə	 p ɾ u v i ŋ g 'u ð ə 
provingudes	p ɾ o v i ŋ g 'u ð ə s	 p ɾ u v i ŋ g 'u ð ə s 
provingut	p ɾ o v i ŋ g 'u t	 p ɾ u v i ŋ g 'u t 
provinguts	p ɾ o v i ŋ g 'u t s	 p ɾ u v i ŋ g 'u t s 
pugnada	p u n n 'a ð ə	 p u ə n 'a ð ə 
pugnades	p u n n 'a ð ə s	 p u ə n 'a ð ə s 
pugnar	p u n n 'a	 p u ə n 'a 
púlsar	p 'u l s ə	 p u l s 'a 
quasiposterior	k w ə z i p o s t ə ɾ i 'o	 k w ə z i p u s t ə ɾ i 'o 
queixa	k 'e ʃ ə	 k 'ɛ ʃ ə 
queixo	k 'e ʃ o	 k 'ɛ ʃ o 
quimioteràpia	k i m i o t ə ɾ 'a p i ə	 k i m i u t ə ɾ 'a p i ə 
raonament	r ə o n ə m 'e n t	 r ə u n ə m 'e n t 
re	r 'ə	 r ə 
reaparegut	r e ə p ə ɾ ə ɣ 'u t	 r ə ə p ə ɾ ə ɣ 'u t 
reapareguts	r e ə p ə ɾ ə ɣ 'u t s	 r ə ə p ə ɾ ə ɣ 'u t s 
reaparèixer	r e ə p ə ɾ 'ə ʃ ə	 r ə ə p ə ɾ 'ə ʃ ə 
rebi	r 'ɛ β i	 r 'ə β i 
rebuig	r ə β 'u t ʃ	 r ə β 'u ʃ 
reca	r 'e k ə	 r 'ə k ə 
recepta	r ə s 'ɛ t t ə	 r ə s 'ə t t ə 
recobriment	r ə k o β ɾ i m 'e n t	 r ə k u β ɾ i m 'e n t 
recolzament	r ə k o l z ə m 'e n t	 r ə k u l z ə m 'e n t 
recomptada	r ə k o m t 'a ð ə	 r ə k o m ə t 'a ð ə 
recomptades	r ə k o m t 'a ð ə s	 r ə k o m ə t 'a ð ə s 
recomptat	r ə k o m t 'a t	 r ə k o m ə t 'a t 
recomptats	r ə k o m t 'a t s	 r ə k o m ə t 'a t s 
recompte	r ə k 'o m t ə	 r ə k 'ɔ m t ə 
reconeixement	r ə k o n ə ʃ ə m 'e n t	 r ə k u n ə ʃ ə m 'e n t 
rècord	r 'ə k o ɾ t	 r 'ɛ k o ɾ t 
recorre	r ə k 'o r ə	 r ə k 'ɔ r ə 
recreatiu	r ə k ɾ e ə t 'i w	 r ə k ɾ ə ə t 'i w 
redempció	r ə ð ə m s i 'o	 r ə ð ə m p s i 'o 
rees	r 'ɛ ə s	 r 'e ə s 
refet	r ə f 'e t	 r ə f 'ə t 
refeta	r ə f 'e t ə	 r ə f 'ə t ə 
reforma	r ə f 'o ɾ m ə	 r ə f 'ɔ ɾ m ə 
reg	r 'ɛ k	 r 'ə ʒ 
règies	r 'ə ʒ i ə s	 r 'ɛ ʒ i ə s 
règim	r 'ə ʒ i m	 r 'ɛ ʒ i m 
regla	r 'e g g l ə	 r 'ə ɣ l ə 
regles	r 'e g g l ə s	 r 'ə ɣ l ə s 
regna	r 'e n n ə	 r 'ə n n ə 
regne	r 'e n n ə	 r 'ə n n ə 
regnen	r 'e n n ə n	 r 'ə n n ə n 
regnes	r 'e n n ə s	 r 'ə n n ə s 
reialme	r ə j 'a l m ə	 r ə i 'a l m ə 
reiet	r ə j 'ə t	 r ə i 'ə t 
reietó	r ə j ə t 'o	 r ə i ə t 'o 
reixa	r 'e ʃ ə	 r 'ə ʃ ə 
rella	r 'ə ʎ ə	 r 'e ʎ ə 
relles	r 'ə ʎ ə s	 r 'e ʎ ə s 
relleu	r ə ʎ 'e w	 r ə ʎ 'ə w 
remo	r 'e m o	 r 'ə m o 
remordiment	r ə m o ɾ ð i m 'e n t	 r ə m u ɾ ð i m 'e n t 
Renaixença	r ə n ə ʃ 'ɛ n s ə	 r ə n ə ʃ 'e n s ə 
renda	r 'e n d ə	 r 'ə n d ə 
rendes	r 'e n d ə s	 r 'ə n d ə s 
renebot	r ə n ə β 'o t	 r ə n ə β 'ɔ t 
renec	r ə n 'e k	 r ə n 'ɛ k 
renou	r ə n 'ɔ w	 r ə n 'o 
renten	r 'e n t ə n	 r 'ə n t ə n 
reposapeus	r ə p o z ə p 'ɛ w s	 r ə p u z ə p ə 'u s 
repte	r 'ɛ t t ə	 r 'ə t t ə 
rere	r 'e ɾ ə	 r 'ɛ ɾ ə 
resa	r 'e z ə	 r 'ə z ə 
resclosa	r ə s k l 'ɔ z ə	 r ə s k l 'o z ə 
resen	r 'e z ə n	 r 'ə z ə n 
reso	r 'e z o	 r 'ə z o 
respatler	r ə s p ə l l 'e	 r ə s p ə ʎ 'e 
ressorgiment	r ə s o ɾ ʒ i m 'e n t	 r ə s u ɾ ʒ i m 'e n t 
resta	r 'e s t ə	 r 'ə s t ə 
resten	r 'e s t ə n	 r 'ə s t ə n 
restes	r 'e s t ə s	 r 'ə s t ə s 
retard	r ə t 'a ɾ t	 r ə t 'a ɾ ə 
retreure	r ə t ɾ 'ə w ɾ ə	 r ə t ɾ 'ɛ w ɾ ə 
retrobament	r ə t ɾ o β ə m 'e n t	 r ə t ɾ u β ə m 'e n t 
retroperitoneals	r ə t ɾ o p ə ɾ i t o n e 'a l s	 r ə t ɾ u p ə ɾ i t u n ə 'a l s 
reverend	r ə v ə ɾ 'e n t	 r ə v ə ɾ 'ə n d 
revetlla	r ə v 'e ʎ ʎ ə	 r ə v 'ə ʎ ʎ ə 
revetla	r ə v 'e l l ə	 r ə v 'ə ʎ ə 
reveure	r ə v 'ə w ɾ ə	 r ə v ə 'u ɾ ə 
Ribagorça	r i β ə ɣ 'o ɾ s ə	 r i β ə ɣ 'ɔ ɾ s ə 
Ricosind	r i k o z 'i n t	 r i k o z 'i n d 
rodapeu	r o ð ə p 'ɛ w	 r o ð ə p 'ə w 
Roland	r o l 'a n t	 r o l 'a n d 
rombe	r 'o m b ə	 r 'ɔ m b ə 
rombes	r 'o m b ə s	 r 'ɔ m b ə s 
rompre	r 'o m p ɾ ə	 r 'ɔ m p ɾ ə 
rompuda	r o m p 'u ð ə	 r u m p 'u ð ə 
rompudes	r o m p 'u ð ə s	 r u m p 'u ð ə s 
romput	r o m p 'u t	 r u m p 'u t 
romputs	r o m p 'u t s	 r u m p 'u t s 
ronca	r 'o ŋ k ə	 r 'ɔ ŋ k ə 
ronda	r 'o n d ə	 r 'ɔ n d ə 
rondes	r 'o n d ə s	 r 'ɔ n d ə s 
rorqual	r o ɾ k w 'a l	 r u ɾ k w 'a l 
rosegaaltars	r o z ə ɣ ə ə l t 'a s	 r o z ə ɣ e ə l t 'a s 
rossos	r 'o s o s	 r 'ɔ s o s 
rotlada	r o l l 'a ð ə	 r o ə l 'a ð ə 
rotle	r 'ɔ l l ə	 r 'ɔ t l ə 
rotles	r 'ɔ l l ə s	 r 'ɔ t l ə s 
rotonda	r o t 'o n d ə	 r o t 'ɔ n d ə 
rotund	r o t 'u n t	 r o t 'u n d 
roure	r 'o w ɾ ə	 r u 'u ɾ ə 
roureda	r o w ɾ 'ə ð ə	 r o u ɾ 'ə ð ə 
rovell	r o v 'ə ʎ	 r o v 'e ʎ 
ruixat	r u ʃ 'a t	 r i ʃ 'a t 
ruixats	r u ʃ 'a t s	 r i ʃ 'a t s 
sa	s 'ə	 s ə 
saber	s ə β 'ə	 s ə β 'e 
saharià	s ə ə ɾ i 'a	 s ə p ə ɾ i 'a 
sahrauí	s ə ɾ ə w 'i	 s ə ɲ ə w 'i 
sainet	s ə j n 'ə t	 s ə i n 'ə t 
sancionin	s ə n s i 'ɔ n i n	 s ə n s i u n 'i n 
sanejament	s ə n ə ʒ ə m 'e n t	 s ə n d ʒ ə m 'e n t 
sanglot	s ə ŋ g l 'o t	 s ə ŋ g l 'ɔ t 
sarg	s 'a ɾ k	 s 'a ɾ ə 
sastressa	s ə s t ɾ 'ə s ə	 s ə s t ɾ 'e s ə 
sauna	s 'a w n ə	 s ə 'u n ə 
seaborgi	s e ə β 'ɔ ɾ ʒ i	 s ə ə β 'ɔ ɾ ʒ i 
sega	s 'e ɣ ə	 s 'ə ɣ ə 
segrest	s ə ɣ ɾ 'e s t	 s ə ɣ ɾ 'ə s t 
seguici	s ə ɣ 'i s i	 s ə ɣ u 'i s i 
seient	s ə j 'e n t	 s ə i 'e n t 
seitó	s ə j t 'o	 s ə i t 'o 
sembra	s 'e m b ɾ ə	 s 'ə m b ɾ ə 
semiautònoma	s ə m i ə w t 'ɔ n o m ə	 s ə m i ə w t 'ɔ n u m ə 
semiautònomes	s ə m i ə w t 'ɔ n o m ə s	 s ə m i ə w t 'ɔ n u m ə s 
seminoma	s ə m i n 'ɔ m ə	 s ə m i n 'o m ə 
seminomes	s ə m i n 'ɔ m ə s	 s ə m i n 'o m ə s 
sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
senda	s 'e n d ə	 s 'ɛ n d ə 
sénia	s 'e n i ə	 s ə n 'i ə 
sens	s 'ə n s	 s 'e n s 
sense	s 'e n s ə	 s 'ə n s ə 
senten	s 'e n t ə n	 s 'ə n t ə n 
sento	s 'e n t o	 s 'ɛ n t o 
sèpsia	s 'ə t s i ə	 s 'ə p s i ə 
sequoia	s ə k w 'ɔ j ə	 s ə k 'ɔ j ə 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ə m b ɾ ə 
setge	s 'e d ʒ ə	 s 'ə d ʒ ə 
setges	s 'e d ʒ ə s	 s 'ə d ʒ ə s 
seua	s 'e w ə	 s 'ə w ə 
seure	s 'ə w ɾ ə	 s 'ɛ w ɾ ə 
seva	s 'e v ə	 s 'ə v ə 
sèver	s 'ə v ə	 s v 'e  
seves	s 'e v ə s	 s 'ə v ə s 
siboc	s i β 'o k	 s i β 'ɔ k 
signada	s i n n 'a ð ə	 s i ə n 'a ð ə 
signades	s i n n 'a ð ə s	 s i ə n 'a ð ə s 
Silèsia	s i l 'ɛ z i ə	 s i l 'ə z i ə 
sinagoga	s i n ə ɣ 'o ɣ ə	 s i n ə ɣ 'ɔ ɣ ə 
síndria	s 'i n d ɾ i ə	 s i n d ɾ 'i ə 
síndrome	s 'i n d ɾ o m ə	 s i n d ɾ 'ɔ m ə 
sisè	s i z 'ə	 s i s 'ə 
sistema	s i s t 'e m ə	 s i s t 'ə m ə 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
sobta	s 'o t t ə	 s 'ɔ t t ə 
soferts	s o f 'ɛ ɾ s	 s o f 'ɛ ɾ t s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sofrença	s o f ɾ 'ɛ n s ə	 s o f ɾ 'e n s ə 
sofriment	s o f ɾ i m 'e n t	 s u f ɾ i m 'e n t 
solell	s o l 'ə ʎ	 s o l 'e ʎ 
solquen	s 'o l k ə n	 s 'ɔ l k ə n 
solter	s o l t 'e	 s u l t 'e 
sonda	s 'o n d ə	 s 'ɔ n d ə 
sondes	s 'o n d ə s	 s 'ɔ n d ə s 
sones	s 'ɔ n ə s	 s 'o n ə s 
sopa	s 'o p ə	 s 'ɔ p ə 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sorda	s 'o ɾ ð ə	 s 'ɔ ɾ ð ə 
sordes	s 'o ɾ ð ə s	 s 'ɔ ɾ ð ə s 
sorna	s 'o ɾ n ə	 s 'ɔ ɾ n ə 
sorrut	s o r 'u t	 s u r 'u t 
sostinguda	s o s t i ŋ g 'u ð ə	 s u s t i ŋ g 'u ð ə 
sostingudes	s o s t i ŋ g 'u ð ə s	 s u s t i ŋ g 'u ð ə s 
sostingut	s o s t i ŋ g 'u t	 s u s t i ŋ g 'u t 
sostinguts	s o s t i ŋ g 'u t s	 s u s t i ŋ g 'u t s 
sostre	s 'o s t ɾ ə	 s 'ɔ s t ɾ ə 
sostres	s 'o s t ɾ ə s	 s 'ɔ s t ɾ ə s 
sostreure	s o s t ɾ 'ə w ɾ ə	 s o s t ɾ 'ɛ w ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
soterrament	s o t ə r ə m 'e n t	 s u t ə r ə m 'e n t 
sotmetiment	s o m m ə t i m 'e n t	 s u m m ə t i m 'e n t 
sous	s 'ɔ w s	 s u 'u s 
sovintejada	s o v i n t ə ʒ 'a ð ə	 s u v i n t ə ʒ 'a ð ə 
sovintejades	s o v i n t ə ʒ 'a ð ə s	 s u v i n t ə ʒ 'a ð ə s 
sovintejar	s o v i n t ə ʒ 'a	 s u v i n t ə ʒ 'a 
sovintejat	s o v i n t ə ʒ 'a t	 s u v i n t ə ʒ 'a t 
sovintejats	s o v i n t ə ʒ 'a t s	 s u v i n t ə ʒ 'a t s 
subhasta	s u β 'a s t ə	 s u β i 'a s t ə 
subratllades	s u β ɾ ə l ʎ ʎ 'a ð ə s	 s u β ɾ ə ʎ ʎ 'a ð ə s 
subscriure	s u p s k ɾ 'i w ɾ ə	 s u t s k ɾ 'i w ɾ ə 
substància	s u p s t 'a n s i ə	 s u t s t 'a n s i ə 
sucursal	s u k u ɾ s 'a l	 s u k u s 'a l 
sucursals	s u k u ɾ s 'a l s	 s u k u s 'a l s 
Suècia	s u 'ə s i ə	 s u 'ɛ s i ə 
súper	s 'u p ə	 s u p 'e  
suport	s u p 'ɔ ɾ t	 s u p 'o ɾ t 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
tàlveg	t 'a l v ə k	 t 'a l v ə ɣ 
tangent	t ə n ʒ 'e n t	 t ə ŋ g 'e n t 
tanoca	t ə n 'o k ə	 t ə n 'ɔ k ə 
tard	t 'a ɾ t	 t 'a ɾ ə 
tàtar	t 'a t ə	 t ə t 'a 
tatxonar	t ə t ʃ o n 'a	 t ə t ʃ u n 'a 
tèbia	t 'ə β i ə	 t 'ɛ β i ə 
tecla	t 'e k l ə	 t 'ɛ k l ə 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
telèfons	t ə l 'ə f o n s	 t ə l ə f 'o n s 
tema	t 'e m ə	 t 'ə m ə 
temen	t 'e m ə n	 t 'ə m ə n 
témer	t 'e m ə	 t ə m 'e  
temes	t 'e m ə s	 t 'ə m ə s 
temo	t 'e m o	 t 'ə m o 
tempesta	t ə m p 'e s t ə	 t ə m p 'ə s t ə 
templa	t 'e m p l ə	 t 'ə m p l ə 
temple	t 'e m p l ə	 t 'ə m p l ə 
temples	t 'e m p l ə s	 t 'ə m p l ə s 
temptada	t ə m t 'a ð ə	 t ə m ə t 'a ð ə 
temptades	t ə m t 'a ð ə s	 t ə m ə t 'a ð ə s 
temptat	t ə m t 'a t	 t ə m ə t 'a t 
temptats	t ə m t 'a t s	 t ə m ə t 'a t s 
tenda	t 'e n d ə	 t 'ɛ n d ə 
tendenciosa	t ə n d ə n s i 'o z ə	 t ə n d ə n s i 'o s ə 
tendencioses	t ə n d ə n s i 'o z ə s	 t ə n d ə n s i 'o s ə s 
tendenciosos	t ə n d ə n s i 'o z o s	 t ə n d ə n s i 'o s o s 
tendes	t 'e n d ə s	 t 'ə n d ə s 
tenebra	t ə n 'e β ɾ ə	 t ə n 'ə β ɾ ə 
tenebres	t ə n 'e β ɾ ə s	 t ə n 'ə β ɾ ə s 
tenen	t 'e n ə n	 t 'ə n ə n 
téntol	t 'e n t o l	 t ə n t 'ɔ l 
terapèutic	t ə ɾ ə p 'ə w t i k	 t ə ɾ ə p 'ɛ w t i k 
terrestre	t ə r 'e s t ɾ ə	 t ə r 'ə s t ɾ ə 
terrestres	t ə r 'e s t ɾ ə s	 t ə r 'ə s t ɾ ə s 
Teseu	t ə z 'ɛ w	 t ə s 'ɛ w 
testimoni	t ə s t i m 'ɔ n i	 t ə s t i m 'o n i 
tètanus	t 'ə t ə n u s	 t ə t ə n 'u s 
teva	t 'e v ə	 t 'ə v ə 
teves	t 'e v ə s	 t 'ə v ə s 
tinença	t i n 'ɛ n s ə	 t i n 'e n s ə 
titlada	t i l l 'a ð ə	 t i ə l 'a ð ə 
titlades	t i l l 'a ð ə s	 t i ə l 'a ð ə s 
titlar	t i l l 'a	 t i ə l 'a 
titlat	t i l l 'a t	 t i ə l 'a t 
titlats	t i l l 'a t s	 t i ə l 'a t s 
tomba	t 'o m b ə	 t 'ɔ m b ə 
tomben	t 'o m b ə n	 t 'ɔ m b ə n 
tombes	t 'o m b ə s	 t 'ɔ m b ə s 
tonya	t 'ɔ ɲ ə	 t 'o ɲ ə 
topa	t 'o p ə	 t 'ɔ p ə 
topen	t 'o p ə n	 t 'ɔ p ə n 
topo	t 'o p o	 t 'ɔ p o 
torba	t 'o ɾ β ə	 t 'ɔ ɾ β ə 
torben	t 'o ɾ β ə n	 t 'ɔ ɾ β ə n 
torçuda	t o ɾ s 'u ð ə	 t u ɾ s 'u ð ə 
torçudes	t o ɾ s 'u ð ə s	 t u ɾ s 'u ð ə s 
torçut	t o ɾ s 'u t	 t u ɾ s 'u t 
torçuts	t o ɾ s 'u t s	 t u ɾ s 'u t s 
torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
tornen	t 'o ɾ n ə n	 t 'ɔ ɾ n ə n 
tornes	t 'o ɾ n ə s	 t 'ɔ ɾ n ə s 
torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
torra	t 'ɔ r ə	 t 'o r ə 
torre	t 'o r ə	 t 'ɔ r ə 
torrent	t o r 'e n t	 t u r 'e n t 
tort	t 'ɔ ɾ t	 t 'o ɾ t 
tortuga	t o ɾ t 'u ɣ ə	 t u ɾ t 'u ɣ ə 
tortura	t o ɾ t 'u ɾ ə	 t u ɾ t 'u ɾ ə 
tortures	t o ɾ t 'u ɾ ə s	 t u ɾ t 'u ɾ ə s 
torturo	t o ɾ t 'u ɾ o	 t u ɾ t 'u ɾ o 
tosca	t 'o s k ə	 t 'ɔ s k ə 
tossut	t o s 'u t	 t u s 'u t 
tota	t 'o t ə	 t 'ɔ t ə 
totes	t 'o t ə s	 t 'ɔ t ə s 
totxo	t 'o t ʃ o	 t 'ɔ t ʃ o 
trapezi	t ɾ ə p 'ɛ z i	 t ɾ ə p 'ə z i 
traqueal	t ɾ ə k e 'a l	 t ɾ ə k ə 'a l 
traqueals	t ɾ ə k e 'a l s	 t ɾ ə k ə 'a l s 
tremp	t ɾ 'e m p	 t ɾ 'ə m p 
Tremp	t ɾ 'e m p	 t ɾ 'ə m p 
trenqui	t ɾ 'ɛ ŋ k i	 t ɾ 'ə ŋ k i 
trenquin	t ɾ 'ɛ ŋ k i n	 t ɾ 'ə ŋ k i n 
trenquis	t ɾ 'ɛ ŋ k i s	 t ɾ 'ə ŋ k i s 
trens	t ɾ 'ə n s	 t ɾ 'e n s 
trepa	t ɾ 'e p ə	 t ɾ 'ə p ə 
trepes	t ɾ 'e p ə s	 t ɾ 'ə p ə s 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ə 
trepitjada	t ɾ ə p i d ʒ 'a ð ə	 t ɾ ə p i ə ʒ 'a ð ə 
trepitjades	t ɾ ə p i d ʒ 'a ð ə s	 t ɾ ə p i ə ʒ 'a ð ə s 
trepitjaneu	t ɾ ə p i d ʒ ə n 'ɛ w	 t ɾ ə p i d ʒ ə n 'ə w 
tret	t ɾ 'e t	 t ɾ 'ə t 
treta	t ɾ 'e t ə	 t ɾ 'ə t ə 
tretes	t ɾ 'e t ə s	 t ɾ 'ə t ə s 
trets	t ɾ 'e t s	 t ɾ 'ə t s 
tretze	t ɾ 'e d z ə	 t ɾ 'ə d z ə 
treure	t ɾ 'ə w ɾ ə	 t ɾ 'ɛ w ɾ ə 
treus	t ɾ 'ɛ w s	 t ɾ 'ə w s 
treva	t ɾ 'e v ə	 t ɾ 'ə v ə 
Trèveris	t ɾ 'ɛ v ə ɾ i s	 t ɾ 'ə v ə ɾ i s 
troià	t ɾ o j 'a	 t ɾ o i 'a 
tromba	t ɾ 'o m b ə	 t ɾ 'ɔ m b ə 
trompa	t ɾ 'o m p ə	 t ɾ 'ɔ m p ə 
trompes	t ɾ 'o m p ə s	 t ɾ 'ɔ m p ə s 
tropa	t ɾ 'o p ə	 t ɾ 'ɔ p ə 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
tsar	t s 'a	 ə z 'a 
uigur	u j ɣ 'u	 u i ɣ 'u 
ull	'u j	 'u ʎ 
vaig	v 'a t ʃ	 v 'a ʃ 
vailet	v ə j l 'ə t	 v ə i l 'ə t 
vainilla	v ə j n 'i ʎ ə	 v ə i n 'i ʎ ə 
vainilles	v ə j n 'i ʎ ə s	 v ə i n 'i ʎ ə s 
valer	v ə l 'ə	 v ə l 'e 
ve	v 'e	 v 'ə 
vehement	v ə ə m 'e n t	 v ə z ə m 'e n t 
vences	v 'ə n s ə s	 v 'e n s ə s 
Venècia	v ə n 'ə s i ə	 v ə n 'ɛ s i ə 
vènet	v 'ɛ  n ə t	 v 'ə n ə t 
vènia	v 'ɛ  n i ə	 v 'ɛ n i ə 
ventre	v 'e n t ɾ ə	 v 'ɛ n t ɾ ə 
ventrell	v ə n t ɾ 'ə ʎ	 v ə n t ɾ 'e ʎ 
Venus	v 'ɛ n u s	 v 'ə n u s 
vespa	v 'e s p ə	 v 'ə s p ə 
vespre	v 'e s p ɾ ə	 v 'ə s p ɾ ə 
vetlla	v 'e ʎ ʎ ə	 v 'ə ʎ ʎ ə 
vetla	v 'e l l ə	 v 'ə t l ə 
veure	v 'ə w ɾ ə	 v 'ɛ w ɾ ə 
Vicent	v i s 'ɛ n t	 v i s 'e n t 
vicesecretari	v i s ə s ə k ɾ ə t 'a ɾ i	 v i s ə z ə k ɾ ə t 'a ɾ i 
vigència	v i ʒ 'ɛ  n s i ə	 v i ʒ 'ɛ n s i ə 
vigèsim	v i ʒ 'ɛ  z i m	 v i ʒ 'ɛ z i m 
violència	v i o l 'ɛ  n s i ə	 v i o l 'ɛ n s i ə 
viuda	v 'i w ð ə	 v i 'u ð ə 
voivoda	v o j v 'ɔ ð ə	 v o i v 'ɔ ð ə 
voler	v o l 'ə	 v o l 'e 
volguda	v o l ɣ 'u ð ə	 v u l ɣ 'u ð ə 
volgudes	v o l ɣ 'u ð ə s	 v u l ɣ 'u ð ə s 
volgut	v o l ɣ 'u t	 v u l ɣ 'u t 
volguts	v o l ɣ 'u t s	 v u l ɣ 'u t s 
volumètric	v o l u m 'ɛ t ɾ i k	 v o l u m 'ə t ɾ i k 
votants	v o t 'a n s	 v o t 'a n t s 
voto	v 'o t o	 v 'ɔ t o 
vuitada	v u j t 'a ð ə	 v u i t 'a ð ə 
vuitanta	v u j t 'a n t ə	 v u i t 'a n t ə 
wiki	b 'i k i	 ə 'i k i 
Xangai	ʃ ə ŋ g 'a j	 ʃ ə ŋ g 'a i 
xangainès	ʃ ə ŋ g ə j n 'ə s	 ʃ ə ŋ g ə i n 'ə s 
xecs	ʃ 'ɛ t s	 ʃ 'ə t s 
xeic	ʃ 'e j k	 ʃ 'ə j k 
xereca	ʃ ə ɾ 'ɛ k ə	 ʃ ə ɾ 'ə k ə 
xíndria	ʃ 'i n d ɾ i ə	 ʃ i n d ɾ 'i ə 
xistorra	ʃ i s t 'ɔ r ə	 ʃ i s t 'o r ə 
xoriguer	ʃ o ɾ i ɣ 'e	 ʃ u ɾ i ɣ 'e 
xou	ʃ 'ɔ w	 ʃ 'o 
xous	ʃ 'ɔ w s	 ʃ u 'u s 
Xúquer	ʃ 'u k ə	 ʃ u k 'e  
zebra	z 'e β ɾ ə	 z 'ə β ɾ ə 
zeugma	z 'ɛ w m m ə	 z 'ə u m m ə 
zirconi	z i ɾ k 'ɔ n i	 z i ɾ k 'o n i 
zoòleg	z o 'ɔ l ə k	 o u 'ɔ l ə k 
de	d 'ə	 d ə 
que	k 'ə	 k ə 
la	l 'ə	 l ə 
i	'i	 i 
a	'ə	 ə 
el	'ə l	 ə l 
en	'ə n	 ə n 
les	l 'ə s	 l ə s 
els	'ə l s	 'ɛ l s 
del	d 'ə l	 d ə l 
amb	'ə m	 'a m b 
al	'ə l	 'a l 
es	'ə s	 ə s 
com	k 'ɔ m	 k 'o m 
El	'ə l	 ə l 
dels	d 'ə l s	 d 'ɛ l s 
hi	'i	 i 
La	l 'ə	 l ə 
o	'ɔ	 'o 
si	s 'i	 s i 
em	'ə m	 ə m 
li	l 'i	 l i 
tot	t 'o t	 t 'ɔ t 
seva	s 'e v ə	 s 'ə v ə 
ens	'ə n s	 ə n s 
Els	ə l s	 'ɛ l s 
A	'ə	 ə 
als	ə l s	 'a l s 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
vaig	v 'a t ʃ	 v 'a ʃ 
