A	'ə	 ə 
ítems	'i t ə m s	 'i t 'ɛ m s 
àngels	'a n ʒ ə l s	 'a n ʒ 'ɛ l s 
que	k 'ə	 k ə 
Us	'u s	 u s 
Que	k 'ə	 k ə 
La	l 'ə	 l ə 
En	'ə n	 ə n 
xopa	ʃ 'o p ə	 ʃ 'ɔ p ə 
xiïtes	ʃ i 'i t ə s	 ʃ 'i 'i t ə s 
xicots	ʃ i k 'ɔ t s	 ʃ i k 'o t s 
xeics	ʃ 'ɛ j k s	 ʃ 'ɛ 'i k s 
xai	ʃ 'a j	 ʃ 'a i 
xafogosa	ʃ ə f u ɣ 'o z ə	 ʃ ə f u ɣ 'ɔ z ə 
web	b 'e p	 b 'ɛ p 
vuitens	b u j t 'ɛ n s	 b u i t 'ɛ n s 
vuitena	b u j t 'ɛ n ə	 b u i t 'ɛ n ə 
vudú	b u ð 'u	 b 'u ð 'u 
voreres	b u ɾ 'e ɾ ə s	 b u ɾ 'ɛ ɾ ə s 
vodka	b 'o t k ə	 b 'ɔ ð k ə 
vivent	b i β 'e n	 b i β 'ɛ n 
virtuoses	b i r t u 'o z ə s	 b i r t u 'ɔ z ə s 
virrei	b i r 'e j	 b i r 'ɛ i 
violent	b i u l 'e n	 b i u l 'ɛ n 
vingueren	b i ŋ g 'e ɾ ə n	 b i ŋ g u 'ɛ ɾ ə n 
vigents	b i ʒ 'e n s	 b i ʒ 'ɛ n s 
vident	b i ð 'e n	 b i ð 'ɛ n 
viatgers	b i ə d ʒ 'e s	 b i 'a d ʒ 'ɛ r s 
vetlli	b 'e ʎ ʎ i	 b 'ɛ ʎ ʎ i 
vetlles	b 'e ʎ ʎ ə s	 b 'ɛ ʎ ʎ ə s 
vespres	b 'e s p ɾ ə s	 b 'ɛ s p ɾ ə s 
vertaderes	b ə r t ə ð 'e ɾ ə s	 b ə r t ə ð 'ɛ ɾ ə s 
vermellosos	b ə r m ə ʎ 'o z u s	 b ə r m ə ʎ 'ɔ z u s 
verds	b 'ɛ r s	 b 'ɛ r t s 
verb	b 'ɛ r p	 b 'ɛ r 
ventes	b 'e n t ə s	 b 'ɛ n t ə s 
vendre'ns	b 'ɛ n d ɾ ə n s	 b ə n d ɾ 'ɛ n s 
vendre'ls	b 'ɛ n d ɾ ə l s	 b ə n d ɾ 'ɛ l s 
venc	b 'ɛ ŋ	 b 'ɛ n s 
vehicle	b ə 'i k l ə	 b ə z 'i k l ə 
valoren	b ə l 'o ɾ ə n	 b ə l 'ɔ ɾ ə n 
valgut	b ə l ɣ 'u t	 b 'a l ɣ 'u t 
valents	b ə l 'e n s	 b ə l 'ɛ n s 
valentinenc	b ə l ə n t i n 'ɛ ŋ	 b ə l ə n t i n 'ɛ n s 
valenta	b ə l 'e n t ə	 b ə l 'ɛ n t ə 
vagabund	b ə ɣ ə β 'u n	 b ə ɣ ə β 'u n d 
uniforme	u n i f 'o r m ə	 u n i f 'ɔ r m ə 
turment	t u r m 'e n	 t 'u r m 'ɛ n 
turmells	t u r m 'e ʎ s	 t u r m 'ɛ ʎ s 
tsars	t s 'a r s	 ə s 'a s 
tronxos	t ɾ 'o n ʃ u s	 t ɾ 'ɔ n ʃ u s 
trontolla	t ɾ u n t 'o ʎ ə	 t ɾ u n t 'ɔ ʎ ə 
tron	t ɾ 'ɔ n	 t ɾ 'o n 
tro	t ɾ 'ɔ	 t ɾ 'o 
tresors	t ɾ ə z 'ɔ r s	 t ɾ ə z 'o s 
trepitgés	t ɾ ə p i d ʒ 'e s	 t ɾ ə p 'i d ʒ 'e s 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ɣ 
treballadora	t ɾ ə β ə ʎ ə ð 'o ɾ ə	 t ɾ ə β ə ʎ ə ð 'ɔ ɾ ə 
travessera	t ɾ ə β ə s 'e ɾ ə	 t ɾ 'a β ə s 'ɛ ɾ ə 
travessem	t ɾ ə β ə s 'ɛ m	 t ɾ 'a β ə s 'ɛ m 
travessaves	t ɾ ə β ə s 'a β ə s	 t ɾ 'a β ə s 'a β ə s 
travessarem	t ɾ ə β ə s ə ɾ 'ɛ m	 t ɾ 'a β ə s ə ɾ 'ɛ m 
travessant	t ɾ ə β ə s 'a n	 t ɾ 'a β ə s 'a n 
trasplantessin	t ɾ ə s p l ə n t 'e s i n	 t ɾ ə s p l ə n t 'ɛ s i n 
transvasament	t ɾ ə n z β ə z ə m 'e n	 t ɾ ə n z β 'a z ə m 'ɛ n 
transparent	t ɾ ə n s p ə ɾ 'e n	 t ɾ ə n s p ə ɾ 'ɛ n 
transoceànic	t ɾ ə n z u s e 'a n i k	 t ɾ ə n s u ə e 'a n i k 
transmetent-me	t ɾ ə n z m ə t 'e m m ə	 t ɾ ə n z m ə t 'ɛ n d m ə 
transitava	t ɾ ə n z i t 'a β ə	 t ɾ ə n s i t 'a β ə 
transició	t ɾ ə n z i s i 'o	 t ɾ ə n s i s i 'o 
transcorre	t ɾ ə n s k 'o r ə	 t ɾ ə n s k 'ɔ r ə 
transcendència	t ɾ ə s ə n d 'ɛ n s i ə	 t ɾ ə n s ə n d 'ɛ n s i ə 
transcendentals	t ɾ ə s ə n d ə n t 'a l s	 t ɾ ə n s ə n d ə n t 'a l s 
transacció	t ɾ ə n z ə k s i 'o	 t ɾ ə n s ə k s i 'o 
tractaments	t ɾ ə k t ə m 'e n s	 t ɾ ə k t ə m 'ɛ n s 
tractament	t ɾ ə k t ə m 'e n	 t ɾ 'a k t ə m 'ɛ n 
tova	t 'o β ə	 t 'ɔ β ə 
totxo	t 'o t ʃ u	 t 'ɔ t ʃ u 
totes	t 'o t ə s	 t 'ɔ t ə s 
tossut	t u s 'u t	 t 'ɔ s 'u t 
tossuda	t u s 'u ð ə	 t 'ɔ s 'u ð ə 
tortures	t u r t 'u ɾ ə s	 t 'ɔ r t 'u ɾ ə s 
tortuga	t u r t 'u ɣ ə	 t 'ɔ r t 'u ɣ ə 
torre	t 'o r ə	 t 'ɔ r ə 
torneig	t u r n 'ɛ t ʃ	 t u r n 'ɛ ʃ 
torero	t u ɾ 'e ɾ u	 t u ɾ 'ɛ ɾ u 
topen	t 'o p ə n	 t 'ɔ p ə n 
tomba	t 'o m b ə	 t 'ɔ m b ə 
titelles	t i t 'e ʎ ə s	 t i t 'ɛ ʎ ə s 
tirar-se	t i ɾ 'a r s ə	 t i ɾ 'a s ə 
tirallongues	t i ɾ ə ʎ 'o ŋ g ə s	 t i ɾ ə ʎ 'ɔ ŋ g ə s 
tirallonga	t i ɾ ə ʎ 'o ŋ g ə	 t i ɾ ə ʎ 'ɔ ŋ g ə 
tinguent	t i ŋ g 'e n	 t i ŋ g w 'ɛ n 
testos	t 'e s t u s	 t 'ɛ s t u s 
testa	t 'e s t ə	 t 'ɛ s t ə 
terraqüi	t ə r 'a k w i	 t ə r 'a k i 
terceres	t ə r s 'e ɾ ə s	 t ə r s 'ɛ ɾ ə s 
tenyidores	t ə ɲ i ð 'o ɾ ə s	 t ə ɲ i ð 'ɔ ɾ ə s 
tenor	t ə n 'o r	 t ə n 'o 
tempteig	t ə m t 'ɛ t ʃ	 t ə m p t 'ɛ ʃ 
templers	t ə m p l 'e s	 t ə m p l 'ɛ r s 
tediosa	t ə ð i 'o z ə	 t ə ð i 'ɔ z ə 
tecnocientífic	t ə g n u s i ə n t 'i f i k	 t ə k n u s i ə n t 'i f i k 
tecleig	t ə k l 'ɛ t ʃ	 t ə k l 'ɛ ʃ 
te'm	t 'ə m	 t 'ɛ m 
te'l	t 'ə l	 t 'ɛ l 
tangents	t ə n ʒ 'e n s	 t ə n ʒ 'ɛ n s 
tancament	t ə ŋ k ə m 'e n	 t 'a ŋ k ə m 'ɛ n 
t'interessa	t i n t ə ɾ 'ɛ s ə	 t 'i n t ə ɾ 'ɛ s ə 
t'hagis	t 'a ʒ i s	 t 'ɔ ʒ i s 
t'enyoro	t ə ɲ 'o ɾ u	 t ə ɲ 'ɔ ɾ u 
t'avisarem	t ə β i z ə ɾ 'ɛ m	 t 'a β i z ə ɾ 'ɛ m 
t'adones	t ə ð 'o n ə s	 t ə ð 'ɔ n ə s 
suficients	s u f i s i 'e n s	 s u f i s i 'ɛ n s 
successos	s u k s 'e s u s	 s u k s 'ɛ s u s 
subministressin	s u b m i n i s t ɾ 'e s i n	 s u b m i n i s t ɾ 'ɛ s i n 
subhasta	s u β 'a s t ə	 s u β u 'a s t ə 
subgrup	s u b g ɾ 'u p	 s u β ɣ ɾ 'u p 
subgovernador	s u b g u β ə r n ə ð 'o	 s u b ɣ u β ə r n ə ð 'o 
subfusell	s u p f u z 'e ʎ	 s u p f u z 'ɛ ʎ 
sostinguda	s u s t i ŋ g 'u ð ə	 s u s t 'i ŋ g 'u ð ə 
sosteniment	s u s t ə n i m 'e n	 s u s t 'ɛ n i m 'ɛ n 
sospitosa	s u s p i t 'o z ə	 s u s p i t 'ɔ z ə 
sospesen	s u s p 'e z ə n	 s u s p 'ɛ z ə n 
sospesa	s u s p 'e z ə	 s u s p 'ɛ z ə 
sorrut	s u r 'u t	 s 'o r 'u t 
sorrencs	s u r 'ɛ ŋ s	 s u r 'ɛ ŋ k s 
sorprendrà	s u r p ə n d ɾ 'a	 s u r p ɾ ə n d ɾ 'a 
sorprendre	s u r p 'ɛ n d ɾ ə	 s u r p ɾ 'ɛ n d ɾ ə 
sorneguera	s u r n ə ɣ 'e ɾ ə	 s u r n ə ɣ 'ɛ ɾ ə 
sorna	s 'o r n ə	 s 'ɔ r n ə 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopa	s 'o p ə	 s 'ɔ p ə 
sonors	s u n 'o r s	 s u n 'o s 
sonores	s u n 'o ɾ ə s	 s u n 'ɔ ɾ ə s 
sonor	s u n 'o r	 s u n 'o 
solters	s u l t 'e s	 s u l t 'ɛ r s 
sols	s 'ɔ l s	 s 'o l s 
solemnitat	s u l ə m n i t 'a t	 s u l 'ɛ m n i t 'a t 
sofriment	s u f ɾ i m 'e n	 s 'ɔ f ɾ i m 'ɛ n 
sobtada	s u p t 'a ð ə	 s u ə t 'a ð ə 
silvestres	s i l β 'e s t ɾ ə s	 s i l β 'ɛ s t ɾ ə s 
silencioses	s i l ə n s i 'o z ə s	 s i l ə n s i 'ɔ z ə s 
silenciosa	s i l ə n s i 'o z ə	 s i l ə n s i 'ɔ z ə 
serps	s 'e r p s	 s 'ɛ r p s 
serp	s 'e r p	 s 'ɛ r p 
seriosos	s ə ɾ i 'o z u s	 s ə ɾ i 'ɔ z u s 
ser-ho	s 'e ɾ u	 s 'ɛ ɾ u 
ser-hi	s 'e ɾ i	 s 'ɛ ɾ i 
senyores	s ə ɲ 'o ɾ ə s	 s ə ɲ 'ɔ ɾ ə s 
sents	s 'e n s	 s 'ɛ n s 
sentis	s 'e n t i s	 s 'ɛ n t i s 
sentint-me	s ə n t 'i m m ə	 s ə n t 'i n d m ə 
senten	s 'e n t ə n	 s 'ɛ n t ə n 
sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
semblessin	s ə m b l 'e s i n	 s ə m b l 'ɛ s i n 
seleccionin	s ə l ə k s i 'o n i n	 s ə l ə k s i 'ɔ n i n 
seitons	s ə j t 'o n s	 s ə i t 'o n s 
següents	s ə ɣ w 'e n s	 s ə ɣ w 'ɛ n s 
satisfets	s ə t i s f 'e t s	 s ə t i s f 'ɛ t s 
satisfet	s ə t i s f 'e t	 s ə t i s f 'ɛ t 
satisfer	s ə t i s f 'e	 s ə t i s f 'ɛ r 
salpebra	s ə l p 'e β ɾ ə	 s ə l p 'ɛ β ɾ ə 
s'oposen	s u p 'o z ə n	 s u p 'ɔ z ə n 
s'obliden	s u β l 'i ð ə n	 s u p l 'i ð ə n 
s'executen	s ə g z ə k 'u t ə n	 s ə k s ə k 'u t ə n 
s'espera	s ə s p 'e ɾ ə	 s ə s p 'ɛ ɾ ə 
s'equivoquen	s ə k i β 'o k ə n	 s ə k i β 'ɔ k ə n 
s'empitjori	s ə m p i d ʒ 'o ɾ i	 s ə m p i d ʒ 'ɔ ɾ i 
s'elabora	s ə l ə β 'o ɾ ə	 s ə l ə β 'ɔ ɾ ə 
s'assegurà	s ə s ə ɣ u ɾ 'a	 s ə s ə ɣ 'u ɾ 'a 
s'amaguessin	s ə m ə ɣ 'e s i n	 s ə m ə ɣ 'ɛ s i n 
s'alimenten	s ə l i m 'e n t ə n	 s ə l i m 'ɛ n t ə n 
s'aixequen	s ə ʃ 'e k ə n	 s ə ʃ 'ɛ k ə n 
s'adreça	s ə ð ɾ 'e s ə	 s ə ð ɾ 'ɛ s ə 
s'adonen	s ə ð 'o n ə n	 s ə ð 'ɔ n ə n 
s'adona	s ə ð 'o n ə	 s ə ð 'ɔ n ə 
s'accelera	s ə k s ə l 'e ɾ ə	 s ə k s ə l 'ɛ ɾ ə 
ruixar	r u ʃ 'a	 r u i ʃ 'a 
rugositat	r u ɣ u z i t 'a t	 r 'u ɣ u z i t 'a t 
rotonda	r u t 'o n d ə	 r u t 'ɔ n d ə 
rossinyols	r u s i ɲ 'ɔ l s	 r u s i ɲ 'o l s 
rosses	r 'o s ə s	 r 'ɔ s ə s 
ronden	r 'o n d ə n	 r 'ɔ n d ə n 
ronca	r 'o ŋ k ə	 r 'ɔ ŋ k ə 
rols	r 'ɔ l s	 r 'o l s 
rodejant-ne	r u ð ə ʒ 'a n n ə	 r u ð ə ʒ 'a n d n ə 
robots	r u β 'ɔ t s	 r u β 'o t s 
rigor	r i ɣ 'o r	 r i ɣ 'o 
riallera	r i ə ʎ 'e ɾ ə	 r i ə ʎ 'ɛ ɾ ə 
retrets	r ə t ɾ 'e t s	 r ə t ɾ 'ɛ t s 
retard	r ə t 'a r t	 r ə t 'a r 
restallera	r ə s t ə ʎ 'e ɾ ə	 r ə s t ə ʎ 'ɛ ɾ ə 
resseguint	r ə s ə ɣ 'i n	 r ə s ə ɣ u 'i n 
responc	r ə s p 'ɔ ŋ	 r ə s p 'o ŋ k 
responc	r ə s p 'ɔ ŋ	 r ə s p 'o ŋ k 
resplendent	r ə s p l ə n d 'e n	 r ə s p l ə n d 'ɛ n 
respecto	r ə s p 'e k t u	 r ə s p 'ɛ k t u 
respectessin	r ə s p ə k t 'e s i n	 r ə s p ə k t 'ɛ s i n 
respatller	r ə s p ə ʎ ʎ 'e	 r ə s p ə ʎ ʎ 'ɛ 
resoldre'ls	r ə z 'ɔ l d ɾ ə l s	 r ə z u l d ɾ 'ɛ l s 
resident	r ə z i ð 'e n	 r ə z i ð 'ɛ n 
resen	r 'e z ə n	 r 'ɛ z ə n 
reptes	r 'e p t ə s	 r 'ɛ p t ə s 
reproduint-la	r ə p ɾ u ð u 'i n l ə	 r ə p ɾ u ð ɾ i n l ə 
repensar-nos-ho	r ə p ə n s 'a r n u z u	 r ə p ə n s ə r n 'ɔ z u 
renoven	r ə n 'o β ə n	 r ə n 'ɔ β ə n 
renecs	r ə n 'e k s	 r ə n 'ɛ k s 
rendiment	r ə n d i m 'e n	 r 'ɛ n d i m 'ɛ n 
rencontre	r ə ŋ k 'o n t ɾ ə	 r ə ŋ k 'ɔ n t ɾ ə 
renaixentistes	r ə n ə ʃ ə n t 'i s t ə s	 r ə n 'a ʃ ə n t 'i s t ə s 
remot	r ə m 'ɔ t	 r ə m 'o t 
rememora	r ə m ə m 'o ɾ ə	 r ə m ə m 'ɔ ɾ ə 
religioses	r ə l i ʒ i 'o z ə s	 r ə l i ʒ i 'ɔ z ə s 
reintegrament	r ə i n t ə ɣ ɾ ə m 'e n	 r ə 'i n t 'ɛ ɣ ɾ ə m 'ɛ n 
reiniciarà	r ə i n i s i ə ɾ 'a	 r ə i n i s i 'a ɾ 'a 
reguladora	r ə ɣ u l ə ð 'o ɾ ə	 r ə ɣ u l ə ð 'ɔ ɾ ə 
regne	r 'e g n ə	 r 'ɛ g n ə 
regla	r 'e g g l ə	 r 'ɛ ɣ l ə 
regadora	r ə ɣ ə ð 'o ɾ ə	 r ə ɣ ə ð 'ɔ ɾ ə 
refredament	r ə f ɾ ə ð ə m 'e n	 r ə f ɾ 'ɛ ð ə m 'ɛ n 
referents	r ə f ə ɾ 'e n s	 r ə f ə ɾ 'ɛ n s 
redemptora	r ə ð ə m t 'o ɾ ə	 r ə ð ə m t 'ɔ ɾ ə 
recrea	r ə k ɾ 'e ə	 r ə k ɾ 'ɛ ə 
recorren	r ə k 'o r ə n	 r ə k 'ɔ r ə n 
records	r ə k 'ɔ r s	 r ə k 'o r t s 
reconeixent-ne	r ə k u n ə ʃ 'e n n ə	 r ə k u n ə ʃ 'ɛ n d n ə 
reconduir-lo	r ə k u n d u 'i r l u	 r ə k u n d z i r l u 
recolzo	r ə k 'o l z u	 r ə k 'ɔ l z u 
recolzament	r ə k u l z ə m 'e n	 r ə k 'ɔ l z ə m 'ɛ n 
recolza	r ə k 'o l z ə	 r ə k 'ɔ l z ə 
recipients	r ə s i p i 'e n s	 r ə s i p i 'ɛ n s 
receptes	r ə s 'e p t ə s	 r ə s 'ɛ p t ə s 
recents	r ə s 'e n s	 r ə s 'ɛ n s 
recelosa	r ə s ə l 'o z ə	 r ə s ə l 'ɔ z ə 
rec	r 'e k	 r 'ɛ k 
rebessin	r ə β 'e s i n	 r ə β 'ɛ s i n 
realitzadora	r e ə l i d z ə ð 'o ɾ ə	 r e ə l i d z ə ð 'ɔ ɾ ə 
reacciona	r e ə k s i 'o n ə	 r e ə k s i 'ɔ n ə 
ratpenat	r ə t p ə n 'a t	 r 'a t p ə n 'a t 
raster	r ə s t 'e	 r ə s t 'ɛ 
rasposa	r ə s p 'o z ə	 r ə s p 'ɔ z ə 
rails	r 'a j l s	 r 'a 'i l s 
raigràs	r ə j ɣ ɾ 'a s	 r ə i ɣ ɾ 'a s 
radera	r ə ð 'e ɾ ə	 r ə ð 'ɛ ɾ ə 
quiosc	k i 'ɔ s k	 k i 'o s k 
quilowatt	k i l u β 'a t	 k 'i l u β 'a t t 
quieta	k i 'e t ə	 k i 'ɛ t ə 
quedin-se	k 'e ð i n s ə	 k ə ð 'i n s ə 
quedes	k 'e ð ə s	 k 'ɛ ð ə s 
quatrecents	k w ə t ɾ ə s 'e n s	 k w ə t ɾ ə s 'ɛ n s 
pícnic	p 'i g n i k	 p 'i k n i k 
punyents	p u ɲ 'e n s	 p u ɲ 'ɛ n s 
protocols	p ɾ u t u k 'ɔ l s	 p ɾ u t u k 'o l s 
protegir-se	p ɾ u t ə ʒ 'i r s ə	 p ɾ u t ə ʒ 'i s ə 
properes	p ɾ u p 'e ɾ ə s	 p ɾ u p 'ɛ ɾ ə s 
prominent	p ɾ u m i n 'e n	 p ɾ u m i n 'ɛ n 
prometre'm	p ɾ u m 'ɛ t ɾ ə m	 p ɾ u m ə t ɾ 'ɛ m 
procrea	p ɾ u k ɾ 'e ə	 p ɾ u k ɾ 'ɛ ə 
procedents	p ɾ u s ə ð 'e n s	 p ɾ u s ə ð 'ɛ n s 
pretenguin	p ɾ ə t 'e ŋ g i n	 p ɾ ə t 'ɛ ŋ g i n 
pretendre	p ɾ ə t 'e n d ɾ ə	 p ɾ ə t 'ɛ n d ɾ ə 
pretendents	p ɾ ə t ə n d 'e n s	 p ɾ ə t ə n d 'ɛ n s 
prestatgeria	p ɾ ə s t ə d ʒ ə ɾ 'i ə	 p ɾ ə s t 'a d ʒ ə ɾ 'i ə 
prest	p ɾ 'e s t	 p ɾ 'ɛ s t 
presoneres	p ɾ ə z u n 'e ɾ ə s	 p ɾ ə z u n 'ɛ ɾ ə s 
presentadora	p ɾ ə z ə n t ə ð 'o ɾ ə	 p ɾ ə z ə n t ə ð 'ɔ ɾ ə 
preromàntics	p ɾ ə r u m 'a n t i k s	 p ɾ ə ɾ u m 'a n t i k s 
prerafaelites	p ɾ ə r ə f ə e l 'i t ə s	 p ɾ ə ɾ ə f ə ə l 'i t ə s 
prengueren	p ɾ ə ŋ g 'e ɾ ə n	 p ɾ ə ŋ g u 'ɛ ɾ ə n 
prenent-se	p ɾ ə n 'e n s ə	 p ɾ ə n 'ɛ n s ə 
premsa	p ɾ 'e m s ə	 p ɾ 'ɛ m s ə 
preguntem	p ɾ ə ɣ u n t 'ɛ m	 p ɾ ə ɣ 'u n t 'ɛ m 
preciosos	p ɾ ə s i 'o z u s	 p ɾ ə s i 'ɔ z u s 
precioses	p ɾ ə s i 'o z ə s	 p ɾ ə s i 'ɔ z ə s 
posicionament	p u z i s i u n ə m 'e n	 p u z i s i 'ɔ n ə m 'ɛ n 
posiciona	p u z i s i 'o n ə	 p u z i s i 'ɔ n ə 
posar-s'hi	p u z 'a r s i	 p u z 'a s i 
posar-nos-hi	p u z 'a r n u z i	 p u z ə r n 'ɔ z i 
posant-ne	p u z 'a n n ə	 p u z 'a n d n ə 
porta-me-les	p 'ɔ r t ə m ə l ə s	 p u r t ə m 'ɛ l ə s 
porro	p 'o r u	 p 'ɔ r u 
poprock	p u p ɾ 'ɔ k	 p u p ɾ 'o k k 
pont	p 'ɔ n	 p 'o n 
polsegosa	p u l s ə ɣ 'o z ə	 p u l s ə ɣ 'ɔ z ə 
plurilingüisme	p l u ɾ i l i ŋ g w 'i z m ə	 p l u ɾ i l 'i ŋ g w 'i z m ə 
plumero	p l u m 'e ɾ u	 p l u m 'ɛ ɾ u 
plors	p l 'ɔ s	 p l 'o s 
ploraner	p l u ɾ ə n 'e	 p l u ɾ ə n 'ɛ 
platea	p l ə t 'e ə	 p l ə t 'ɛ ə 
plantejar-se	p l ə n t ə ʒ 'a r s ə	 p l ə n t ə ʒ 'a s ə 
plantejaments	p l ə n t ə ʒ ə m 'e n s	 p l ə n t ə ʒ ə m 'ɛ n s 
planer	p l ə n 'e	 p l ə n 'ɛ 
planejament	p l ə n ə ʒ ə m 'e n	 p l ə n 'ɛ ʒ ə m 'ɛ n 
piscines	p i s 'i n ə s	 p i s k 'i n ə s 
pintures	p i n t 'u ɾ ə s	 p 'i n t 'u ɾ ə s 
pilots	p i l 'ɔ t s	 p i l 'o t s 
pilot	p i l 'ɔ t	 p i l 'o t 
picarols	p i k ə ɾ 'ɔ l s	 p i k ə ɾ 'o l s 
petitona	p ə t i t 'o n ə	 p ə t i t 'ɔ n ə 
petitburgès	p ə t i d b u r ʒ 'ɛ s	 p ə t i t b u r ʒ 'ɛ s 
pertinents	p ə r t i n 'e n s	 p ə r t i n 'ɛ n s 
pertanyents	p ə r t ə ɲ 'e n s	 p ə r t ə ɲ 'ɛ n s 
perruquera	p ə r u k 'e ɾ ə	 p ə r u k 'ɛ ɾ ə 
perruquer	p ə r u k 'e	 p ə r u k 'ɛ 
perquè	p ə r k 'ɛ	 p 'ɛ r k 'ɛ 
perpetren	p ə r p 'e t ɾ ə n	 p ə r p 'ɛ t ɾ ə n 
permetre'm	p ə r m 'ɛ t ɾ ə m	 p ə r m ə t ɾ 'ɛ m 
permanents	p ə r m ə n 'e n s	 p ə r m ə n 'ɛ n s 
perilloses	p ə ɾ i ʎ 'o z ə s	 p ə ɾ i ʎ 'ɔ z ə s 
perfectes	p ə r f 'e k t ə s	 p ə r f 'ɛ k t ə s 
perfecta	p ə r f 'e k t ə	 p ə r f 'ɛ k t ə 
pentàgons	p ə n t 'a ɣ u n s	 p ə n t 'a ɣ 'o n s 
penjolls	p ə n ʒ 'ɔ ʎ s	 p ə n ʒ 'o ʎ s 
penjo	p 'e n ʒ u	 p 'ɛ n ʒ u 
penetren	p ə n 'e t ɾ ə n	 p ə n 'ɛ t ɾ ə n 
pendents	p ə n d 'e n s	 p ə n d 'ɛ n s 
pega	p 'e ɣ ə	 p 'ɛ ɣ ə 
peculiar	p ə k u l i 'a r	 p ə k u l i 'a 
patiments	p ə t i m 'e n s	 p ə t i m 'ɛ n s 
pastosa	p ə s t 'o z ə	 p ə s t 'ɔ z ə 
parpelleig	p ə r p ə ʎ 'ɛ t ʃ	 p ə r p ə ʎ 'ɛ ʃ 
paraigüet	p ə ɾ ə j ɣ w 'ɛ t	 p ə ɾ 'a j ə w 'ɛ t 
pantera	p ə n t 'e ɾ ə	 p ə n t 'ɛ ɾ ə 
panell	p ə n 'e ʎ	 p ə n 'ɛ ʎ 
palmera	p ə l m 'e ɾ ə	 p ə l m 'ɛ ɾ ə 
paixtus	p 'a ʃ t u s	 p 'a ʃ t 'u s 
paisatgisme	p ə j z ə d ʒ 'i z m ə	 p ə j z 'a d ʒ 'i z m ə 
pagaments	p ə ɣ ə m 'e n s	 p ə ɣ ə m 'ɛ n s 
orienten	u ɾ i 'e n t ə n	 u ɾ i 'ɛ n t ə n 
operen	u p 'e ɾ ə n	 u p 'ɛ ɾ ə n 
oncle	'o ŋ k l ə	 'ɔ ŋ k l ə 
oloro	u l 'o ɾ u	 u l 'ɔ ɾ u 
ofendre's	u f 'ɛ n d ɾ ə s	 u f ə n d ɾ 'ɛ s 
oest	u 'e s t	 u 'ɛ s t 
ocell	u s 'e ʎ	 u s 'ɛ ʎ 
obtingudes	u p t i ŋ g 'u ð ə s	 u β t 'i ŋ g 'u ð ə s 
obrer	u β ɾ 'e	 u β ɾ 'ɛ 
nutrients	n u t ɾ i 'e n s	 n u t ɾ i 'ɛ n s 
nuclear	n u k l e 'a r	 n u k l e 'a 
nomenament	n u m ə n ə m 'e n	 n u m 'ɛ n ə m 'ɛ n 
nombroses	n u m b ɾ 'o z ə s	 n u m b ɾ 'ɔ z ə s 
ninot	n i n 'ɔ t	 n i n 'o t 
nihilistes	n i i l 'i s t ə s	 n i 'a l 'i s t ə s 
nihilista	n i i l 'i s t ə	 n i 'a l 'i s t ə 
netegessin	n ə t ə ʒ 'e s i n	 n ə t ə ʒ 'ɛ s i n 
nedes	n 'e ð ə s	 n 'ɛ ð ə s 
neden	n 'e ð ə n	 n 'ɛ ð ə n 
nedadora	n ə ð ə ð 'o ɾ ə	 n ə ð ə ð 'ɔ ɾ ə 
neanderthalensis	n e ə n d ə r t ə l 'ɛ n s i s	 n e ə n d 'e t ə l 'ɛ n s i s 
naixent	n ə ʃ 'e n	 n ə ʃ 'ɛ n 
naips	n 'a j p s	 n 'a 'i p s 
n'era	n 'e ɾ ə	 n 'ɛ ɾ ə 
mussols	m u s 'ɔ l s	 m u s 'o l s 
musculosos	m u s k u l 'o z u s	 m u s k u l 'ɔ z u s 
murmura	m u r m 'u ɾ ə	 m 'u r m 'u ɾ ə 
mosso	m 'o s u	 m 'ɔ s u 
mosca	m 'o s k ə	 m 'ɔ s k ə 
mosaic	m u z 'a j k	 m u z 'a i k 
morses	m 'o r s ə s	 m 'ɔ r s ə s 
morros	m 'o r u s	 m 'ɔ r u s 
mongol	m u ŋ g 'ɔ l	 m u ŋ g 'o l 
mon	m 'u n	 m 'o n 
moll	m 'ɔ ʎ	 m 'o ʎ 
molestava	m u l ə s t 'a β ə	 m 'ɔ l ə s t 'a β ə 
molest	m u l 'e s t	 m u l 'ɛ s t 
miraments	m i ɾ ə m 'e n s	 m i ɾ ə m 'ɛ n s 
millorin	m i ʎ 'o ɾ i n	 m i ʎ 'ɔ ɾ i n 
metros	m 'e t ɾ u s	 m 'ɛ t ɾ u s 
mesurament	m ə z u ɾ ə m 'e n	 m ə z 'u ɾ ə m 'ɛ n 
merlot	m ə r l 'ɔ t	 m ə r l 'o t 
ments	m 'e n s	 m 'ɛ n s 
mentider	m ə n t i ð 'e	 m ə n t i ð 'ɛ 
menta	m 'e n t ə	 m 'ɛ n t ə 
menjar-se	m ə n ʒ 'a r s ə	 m ə n ʒ 'a s ə 
menjadora	m ə n ʒ ə ð 'o ɾ ə	 m ə n ʒ ə ð 'ɔ ɾ ə 
mengi	m 'e n ʒ i	 m 'ɛ n ʒ i 
