A	'ə	 ə 
perdonant-li	p ə ɾ ð o n 'a n l i	 p ə ɾ ð o n 'a n i l i 
perdent	p ə ɾ ð 'e n t	 p ə ɾ ð 'ɛ n t 
penetren	p ə n 'e t ɾ ə n	 p ə n 'ə t ɾ ə n 
penetrants	p ə n ə t ɾ 'a n s	 p ə n ə t ɾ 'a n t s 
pendents	p ə n d 'e n s	 p ə n d 'ə n s 
pastosa	p ə s t 'o z ə	 p ə s t 'ɔ z ə 
parèntesis	p ə ɾ 'ɛ n t ə z i s	 p ə ɾ 'ə n t ə z i s 
parcs	p 'a ɾ t s	 p 'a ɾ s i 
pantera	p ə n t 'e ɾ ə	 p ə n t 'ɛ ɾ ə 
palmera	p ə l m 'e ɾ ə	 p ə l m 'ɛ ɾ ə 
paisatgisme	p ə j z ə d ʒ 'i z m ə	 p ə j z 'a d ʒ 'i z m ə 
orienten	o ɾ i 'e n t ə n	 o ɾ i 'ə n t ə n 
operen	o p 'e ɾ ə n	 o p 'ɛ ɾ ə n 
oncle	'o ŋ k l ə	 'ɔ ŋ k l ə 
oloro	o l 'o ɾ o	 o l 'ɔ ɾ o 
obtingudes	o t t i ŋ g 'u ð ə s	 o t t 'i ŋ g 'u ð ə s 
obrer	o β ɾ 'e	 o β ɾ 'ə 
oasi	o 'a z i	 o 'a s i 
nutrients	n u t ɾ i 'e n s	 n u t ɾ i 'ə n s 
nomenament	n o m ə n ə m 'e n t	 n o m 'ə n ə m 'ə n t 
nombroses	n o m b ɾ 'o z ə s	 n o m b ɾ 'ɔ z ə s 
ninot	n i n 'ɔ t	 n i n 'o t 
nihilistes	n i i l 'i s t ə s	 n i 'a l 'i s t ə s 
nihilista	n i i l 'i s t ə	 n i 'a l 'i s t ə 
netegessin	n ə t ə ʒ 'e s i n	 n ə t ə ʒ 'ɛ s i n 
nedes	n 'e ð ə s	 n 'ə ð ə s 
neden	n 'e ð ə n	 n 'ə ð ə n 
nedadora	n ə ð ə ð 'o ɾ ə	 n ə ð ə ð 'ɔ ɾ ə 
neanderthalensis	n e ə n d ə ɾ t ə l 'ɛ n s i s	 n e ə n d 'e ɾ t 'a l 'ɛ n s i s 
naixent	n ə ʃ 'e n t	 n ə ʃ 'ə n t 
mítings	m 'i t i ŋ s	 m 'i t i ŋ g s 
mussols	m u s 'ɔ l s	 m u s 'o l s 
musculosos	m u s k u l 'o z o s	 m u s k u l 'ɔ z o s 
multiètnica	m u l t i 'ə n n i k ə	 m u l t i 'ɛ n n i k ə 
mosso	m 'o s o	 m 'ɔ s o 
mosca	m 'o s k ə	 m 'ɔ s k ə 
morses	m 'o ɾ s ə s	 m 'ɔ ɾ s ə s 
morros	m 'o r o s	 m 'ɔ r o s 
mongol	m o ŋ g 'ɔ l	 m o ŋ g 'o l 
mon	m 'o n	 m o n 
molècules	m o l 'ə k u l ə s	 m o l 'ɛ k u l ə s 
mofant-se	m o f 'a n s ə	 m o f 'a n t s ə 
migcampistes	m i k k ə m p 'i s t ə s	 m i ŋ k ə m p 'i s t ə s 
metros	m 'e t ɾ o s	 m 'ə t ɾ o s 
mesurament	m ə z u ɾ ə m 'e n t	 m ə z 'u ɾ ə m 'ə n t 
merlot	m ə ɾ l 'ɔ t	 m ə ɾ l 'o t 
mentider	m ə n t i ð 'e	 m ə n t i ð 'ɛ 
menta	m 'e n t ə	 m 'ɛ n t ə 
menjadora	m ə n ʒ ə ð 'o ɾ ə	 m ə n ʒ ə ð 'ɔ ɾ ə 
megahertzos	m ə ɣ ə 'ɛ ɾ d z o s	 m 'ə ɣ ə m ɾ d z o s 
matineres	m ə t i n 'e ɾ ə s	 m ə t i n 'ɛ ɾ ə s 
materialisme	m ə t ə ɾ i ə l 'i z m ə	 m ə t ə ɾ 'i ə l 'i z m ə 
masmorres	m ə z m 'o r ə s	 m ə z m 'ɔ r ə s 
marxessin	m ə ɾ ʃ 'e s i n	 m ə ɾ ʃ 'ɛ s i n 
marihuana	m ə ɾ i u 'a n ə	 m 'a ɾ i ə 'a n ə 
mantingut	m ə n t i ŋ g 'u t	 m ə n t 'i ŋ g 'u t 
mantinguda	m ə n t i ŋ g 'u ð ə	 m ə n t 'i ŋ g 'u ð ə 
mangueres	m ə ŋ g 'e ɾ ə s	 m ə ŋ g 'ɛ ɾ ə s 
mandrosos	m ə n d ɾ 'o z o s	 m ə n d ɾ 'ɔ z o s 
maltractaments	m ə l t ɾ ə t t ə m 'e n s	 m ə l t ɾ ə t t ə m 'ə n t s 
malalts	m ə l 'a l s	 m ə l 'a l t s 
majestuosa	m ə ʒ ə s t u 'o z ə	 m ə ʒ ə s t u 'ɔ z ə 
ma	m 'ə	 m ə 
líder	l 'i ð ə	 l 'i ð e  
locutores	l o k u t 'o ɾ ə s	 l o k u t 'ɔ ɾ ə s 
lluirà	ʎ u i ɾ 'a	 ʎ u j ɾ 'a 
lluenta	ʎ u 'e n t ə	 ʎ u 'ə n t ə 
llistí	ʎ i s t 'i	 ʎ 'i s t 'i 
lletrejar	ʎ ə t ɾ ə ʒ 'a	 ʎ 'ə t ɾ ə ʒ 'a 
llesta	ʎ 'e s t ə	 ʎ 'ə s t ə 
llençols	ʎ ə n s 'ɔ l s	 ʎ ə n s 'o l s 
llenya	ʎ 'e ɲ ə	 ʎ 'ə ɲ ə 
llengües	ʎ 'e ŋ g w ə s	 ʎ 'ə ŋ g w ə s 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ə n d ə s 
llebrers	ʎ ə β ɾ 'e s	 ʎ ə β ɾ 'ə s 
llambordes	ʎ ə m b 'o ɾ ð ə s	 ʎ ə m b 'ɔ ɾ ð ə s 
litosfera	l i t o s f 'e ɾ ə	 l 'i t o s f 'ɛ ɾ ə 
lepra	l 'e p ɾ ə	 l 'ə p ɾ ə 
lentes	l 'e n t ə s	 l 'ə n t ə s 
latent	l ə t 'e n t	 l ə t 'ə n t 
lamento	l ə m 'e n t o	 l ə m 'ɛ n t o 
kafkiana	k ə f k i 'a n ə	 k ə f i i 'a n ə 
justificants	ʒ u s t i f i k 'a n s	 ʒ u s t i f i k 'a n t s 
jurament	ʒ u ɾ ə m 'e n t	 ʒ 'u ɾ ə m 'ə n t 
juganeres	ʒ u ɣ ə n 'e ɾ ə s	 ʒ u ɣ ə n 'ɛ ɾ ə s 
juganer	ʒ u ɣ ə n 'e	 ʒ u ɣ ə n 'ə 
jugadora	ʒ u ɣ ə ð 'o ɾ ə	 ʒ u ɣ ə ð 'ɔ ɾ ə 
jueva	ʒ u 'e v ə	 ʒ u 'ə v ə 
jamaicans	ʒ ə m ə j k 'a n s	 ʒ ə m ə i k 'a n s 
itinerants	i t i n ə ɾ 'a n s	 i t i n ə ɾ 'a n t s 
intèrpret	i n t 'ɛ ɾ p ɾ ə t	 i n t 'ɛ ɾ p ɾ 'ə t 
interrompre	i n t ə r 'o m p ɾ ə	 i n t ə r 'ɔ m p ɾ ə 
interrogant-los	i n t ə r o ɣ 'a n l o s	 i n t ə r o ɣ 'a n d l o s 
interpretant-la	i n t ə ɾ p ɾ ə t 'a n l ə	 i n t ə ɾ p ɾ ə t 'a n d l ə 
intentar-ho	i n t ə n t 'a ɾ o	 i n t ə n t 'a ɾ i 
integradora	i n t ə ɣ ɾ ə ð 'o ɾ ə	 i n t ə ɣ ɾ ə ð 'ɔ ɾ ə 
insistent	i n s i s t 'e n t	 i n s i s t 'ɛ n t 
insatisfets	i n s ə t i s f 'ə t s	 i n s 'a t i s f 'ə t s 
insatisfeta	i n s ə t i s f 'ə t ə	 i n s 'a t i s f 'ə t ə 
insatisfacció	i n s ə t i s f ə t s i 'o	 i n s 'a t i s f ə t s i 'o 
inquietud	i ŋ k i ə t 'u t	 i ŋ k 'i ə t 'u t 
innovadores	i n n o v ə ð 'o ɾ ə s	 i n n o v ə ð 'ɔ ɾ ə s 
innocent	i n n o s 'e n t	 i n n o s 'ə n t 
ingresses	i ŋ g ɾ 'e s ə s	 i ŋ g ɾ 'ə s ə s 
indulgent	i n d u l ʒ 'e n t	 i n d u l ʒ 'ə n t 
indiferent	i n d i f ə ɾ 'e n t	 i n d i f ə ɾ 'ɛ n t 
indescriptible	i n d ə s k ɾ i t t 'i b b l ə	 i n d ə s k ɾ 'i t t 'i b b l ə 
incorpora	i ŋ k o ɾ p 'o ɾ ə	 i ŋ k o ɾ p 'ɔ ɾ ə 
incoherents	i ŋ k o ə ɾ 'e n s	 i ŋ k o ə ɾ 'ə n s 
incipient	i n s i p i 'e n t	 i n s i p i 'ɛ n t 
incidents	i n s i ð 'e n s	 i n s i ð 'ɛ n s 
incerts	i n s 'ɛ ɾ s	 i n s 'ɛ ɾ t s 
improcedent	i m p ɾ o s ə ð 'e n t	 i m p ɾ o s ə ð 'ɛ n t 
impressionants	i m p ɾ ə s i o n 'a n s	 i m p ɾ ə s i o n 'a n t s 
importadores	i m p o ɾ t ə ð 'o ɾ ə s	 i m p o ɾ t ə ð 'ɔ ɾ ə s 
import	i m p 'ɔ ɾ t	 i m p 'o ɾ t 
impacient	i m p ə s i 'e n t	 i m p ə s i 'ə n t 
imbècil	i m b 'ə s i l	 i m b 'ɛ s i l 
ignoren	i n n 'o ɾ ə n	 i n n 'ɔ ɾ ə n 
ideat	i ð e 'a t	 i ð 'e 'a t 
hòstia	'ɔ s t i ə	 ə s t i ə 
híbrid	'i β ɾ i t	 ə β ɾ i t 
hàbit	'a β i t	 ə β i t 
hotelera	o t ə l 'e ɾ ə	 o t ə l 'ɛ ɾ ə 
hoteler	o t ə l 'e	 o t ə l 'ə 
horts	'ɔ ɾ s	 ə ɾ t s 
hora	'ɔ ɾ ə	 ə ɾ ə 
homenots	o m ə n 'ɔ t s	 o m ə n 'o t s 
hola	'ɔ l ə	 ə l ə 
harmonioses	ə ɾ m o n i 'o z ə s	 ə ɾ m o n i 'ɔ s ə s 
haguessis	ə ɣ 'e s i s	 ə ɣ 'ə s i s 
haguessin	ə ɣ 'e s i n	 ə ɣ 'ə s i n 
hagis	'a ʒ i s	 ə ʒ i s 
guspires	g u s p 'i ɾ ə s	 g 'u s p 'i ɾ ə s 
guspira	g u s p 'i ɾ ə	 g 'u s p 'i ɾ ə 
guinda	g 'i n d ə	 g w 'i n d ə 
guetos	g 'e t o s	 g 'ə t o s 
guard	g w 'a ɾ t	 g w 'a ɾ ə 
guanyant-me	g w ə ɲ 'a m m ə	 g w ə ɲ 'a n t m ə 
greixos	g ɾ 'e ʃ o s	 g ɾ 'ɛ ʃ o s 
granger	g ɾ ə n ʒ 'e	 g ɾ ə n ʒ 'ɛ 
gossera	g o s 'e ɾ ə	 g o s 'ɛ ɾ ə 
gols	g 'ɔ l s	 g 'o l s 
golfo	g 'o l f o	 g 'ɔ l f o 
gerent	ʒ ə ɾ 'e n t	 ʒ ə ɾ 'ə n t 
generen	ʒ ə n 'e ɾ ə n	 ʒ ə n 'ɛ ɾ ə n 
gemecs	ʒ ə m 'e t s	 ʒ ə m 'ə t s 
gemec	ʒ ə m 'e k	 ʒ ə m 'ɛ k 
gasolinera	g ə z o l i n 'e ɾ ə	 g ə z o l i n 'ɛ ɾ ə 
gargot	g ə ɾ ɣ 'ɔ t	 g ə ɾ ɣ 'o t 
fuig	f 'u t ʃ	 f 'u ʃ 
fronterera	f ɾ o n t ə ɾ 'e ɾ ə	 f ɾ o n t ə ɾ 'ɛ ɾ ə 
frisosos	f ɾ i z 'o z o s	 f ɾ i z 'ɔ z o s 
frescosa	f ɾ ə s k 'o z ə	 f ɾ ə s k 'ɔ z ə 
freqüents	f ɾ ə k w 'e n s	 f ɾ ə k w 'ɛ n s 
freqüent	f ɾ ə k w 'e n t	 f ɾ ə k w 'ɛ n t 
fotre-li	f 'o t ɾ ə l i	 f o t ɾ 'ɛ l i 
fotent	f o t 'e n t	 f o t 'ɛ n t 
fosa	f 'o z ə	 f 'ɔ z ə 
fornera	f o ɾ n 'e ɾ ə	 f o ɾ n 'ɛ ɾ ə 
formoses	f o ɾ m 'o z ə s	 f o ɾ m 'ɔ z ə s 
forestal	f o ɾ ə s t 'a l	 f 'o ɾ ə s t 'a l 
forasters	f o ɾ ə s t 'e s	 f 'o ɾ ə s t 'ɛ ɾ s 
foques	f 'o k ə s	 f 'ɔ k ə s 
fomenta	f o m 'e n t ə	 f o m 'ɛ n t ə 
fluïdesa	f l u i ð 'ə z ə	 f l u 'i ð 'ə z ə 
florint-se	f l o ɾ 'i n s ə	 f l o ɾ 'i n t s ə 
fletxes	f l 'e t ʃ ə s	 f l 'ə t ʃ ə s 
fletxa	f l 'e t ʃ ə	 f l 'ə t ʃ ə 
fiquessin	f i k 'e s i n	 f i k 'ə s i n 
fileres	f i l 'e ɾ ə s	 f i l 'ɛ ɾ ə s 
filera	f i l 'e ɾ ə	 f i l 'ɛ ɾ ə 
fetus	f 'ɛ t u s	 f 'ə t u s 
fer-hi	f 'e ɾ i	 f 'ɛ ɾ i 
fent-se	f 'e n s ə	 f 'ɛ n s ə 
fent-lo	f 'e n l o	 f 'ɛ n d l o 
fen	f 'e n	 f 'ə n 
feixos	f 'e ʃ o s	 f 'ɛ ʃ o s 
fecundés	f ə k u n d 'e s	 f ə k 'u n d 'e s 
estómac	ə s t 'o m ə k	 ə s t 'o m 'a k 
estudiïn	ə s t u ð 'i i n	 ə s t u ð 'i 'i n 
estrèpit	ə s t ɾ 'ə p i t	 ə s t ɾ 'ɛ p i t 
estris	'ɛ s t ɾ i s	 'ə s t ɾ i s 
estrenyent-me	ə s t ɾ ə ɲ 'e m m ə	 ə s t ɾ ə ɲ 'ə n t m ə 
estratègia	ə s t ɾ ə t 'ə ʒ i ə	 ə s t ɾ ə t 'ɛ ʒ i ə 
estimant-la	ə s t i m 'a n l ə	 ə s t i m 'a n d l ə 
esport	ə s p 'ɔ ɾ t	 ə s p 'o ɾ t 
esplèndid	ə s p l 'ə n d i t	 ə s p l 'ɛ n d i t 
esperes	ə s p 'e ɾ ə s	 ə s p 'ɛ ɾ ə s 
esment	ə z m 'e n t	 'ə z m 'ə n t 
esgrogueït	ə z ɣ ɾ o ɣ ə 'i t	 ə z ɣ ɾ o ɣ u 'e 'i t 
esgrogueint-se	ə z ɣ ɾ o ɣ ə 'i n s ə	 ə z ɣ ɾ o ɣ u z 'i n t s ə 
esgarrifoses	ə z ɣ ə r i f 'o z ə s	 ə z ɣ ə r i f 'ɔ z ə s 
esfera	ə s f 'e ɾ ə	 ə s f 'ɛ ɾ ə 
esdeveniment	ə z ð ə v ə n i m 'e n t	 ə z ð ə v 'ɛ n i m 'ə n t 
escultures	ə s k u l t 'u ɾ ə s	 ə s k 'u l t 'u ɾ ə s 
escrivint-te	ə s k ɾ i v 'i n t ə	 ə s k ɾ i v 'i n t t ə 
escombra	ə s k 'o m b ɾ ə	 ə s k 'ɔ m b ɾ ə 
escolto	ə s k 'o l t o	 ə s k 'ɔ l t o 
escoltes	ə s k 'o l t ə s	 ə s k 'ɔ l t ə s 
esclafant-les	ə s k l ə f 'a n l ə s	 ə s k l ə f 'a n d l ə s 
escalfament	ə s k ə l f ə m 'e n t	 ə s k 'a l f ə m 'ɛ n t 
escaigui	ə s k 'a j ɣ i	 ə s k 'a i ɣ i 
esbufegués	ə z β u f ə ɣ 'e s	 ə z β 'u f ə ɣ 'e s 
esbiaixada	ə z β i ə ʃ 'a ð ə	 ə z β i 'a ʃ 'a ð ə 
enuig	ə n 'u t ʃ	 ə n 'u ʃ 
entretinguda	ə n t ɾ ə t i ŋ g 'u ð ə	 ə n t ɾ ə t 'i ŋ g 'u ð ə 
entremaliadures	ə n t ɾ ə m ə l i ə ð 'u ɾ ə s	 ə n t ɾ ə m ə l 'i ə ð 'u ɾ ə s 
entenedora	ə n t ə n ə ð 'o ɾ ə	 ə n t ə n ə ð 'ɔ ɾ ə 
ensenyi	ə n s 'ɛ ɲ i	 ə n s 'ə ɲ i 
ensenyament	ə n s ə ɲ ə m 'e n t	 ə n s 'ə ɲ ə m 'ə n t 
enginys	ə n ʒ 'i j n s	 ə n ʒ 'i ɲ s 
enganxoses	ə ŋ g ə n ʃ 'o z ə s	 ə ŋ g ə n ʃ 'ɔ z ə s 
endreço	ə n d ɾ 'e s o	 ə n d ɾ 'ə s o 
enclavament	ə ŋ k l ə v ə m 'e n t	 ə ŋ k l 'a v ə m 'ə n t 
encenent	ə n s ə n 'e n t	 ə n s ə n 'ə n t 
encantadora	ə ŋ k ə n t ə ð 'o ɾ ə	 ə ŋ k ə n t ə ð 'ɔ ɾ ə 
enamora	ə n ə m 'o ɾ ə	 ə n ə m 'ɔ ɾ ə 
empenta	ə m p 'ə n t ə	 ə m p 'ɛ n t ə 
emissores	ə m i s 'o ɾ ə s	 ə m i s 'ɔ ɾ ə s 
emergent	ə m ə ɾ ʒ 'e n t	 ə m ə ɾ ʒ 'ɛ n t 
emborratxant-me	ə m b o r ə t ʃ 'a m m ə	 ə m b o r 'a t ʃ 'a n t m ə 
embolicant-se	ə m b o l i k 'a n s ə	 ə m b o l i k 'a n t s ə 
embassament	ə m b ə s ə m 'e n t	 ə m b 'a s ə m 'ə n t 
embafadora	ə m b ə f ə ð 'o ɾ ə	 ə m b ə f ə ð 'ɔ ɾ ə 
elèctrica	ə l 'ə t t ɾ i k ə	 ə l 'ə t t ɾ 'i k ə 
dòlar	d 'ɔ l ə	 d 'ɔ l 'a 
dèficits	d 'ɛ f i s i t s	 d 'ɛ f i s 'i t s 
dèbit	d 'ə β i t	 d 'ɛ β i t 
dèbil	d 'ə β i l	 d 'ɛ β i l 
dutxat	d u t ʃ 'a t	 d 'u t ʃ 'a t 
dugués	d u ɣ 'e s	 d 'u ɣ 'e s 
duent	d u 'e n t	 d u 'ɛ n t 
dots	d 'ɔ t s	 d 'o t s 
donessin	d o n 'e s i n	 d o n 'ə s i n 
donant-nos	d o n 'a n n o s	 d o n 'a n n n o s 
donant-los	d o n 'a n l o s	 d o n 'a n d l o s 
donant-li	d o n 'a n l i	 d o n 'a n i l i 
dominants	d o m i n 'a n s	 d o m i n 'a n t s 
domesticar	d o m ə s t i k 'a	 d 'o m ə s t i k 'a 
dolentot	d o l ə n t 'ɔ t	 d o l ə n t 'o t 
doctora	d o t t 'o ɾ ə	 d o t t 'ɔ ɾ ə 
docent	d o s 'e n t	 d o s 'ə n t 
divuitena	d i v u j t 'ə n ə	 d i v u i t 'ə n ə 
distreuen	d i s t ɾ 'ə w ə n	 d i s t ɾ 'ɛ w ə n 
disposo	d i s p 'o z o	 d i s p 'ɔ z o 
disgustos	d i z ɣ 'u s t o s	 d 'i z ɣ 'u s t o s 
disgust	d i z ɣ 'u s t	 d 'i z ɣ 'u s t 
discrepo	d i s k ɾ 'e p o	 d i s k ɾ 'ə p o 
discjòqueis	d i s k ʒ 'ɔ k ə j s	 d i s k ʒ 'ɔ k 'ə j s 
dirigent	d i ɾ i ʒ 'e n t	 d i ɾ i ʒ 'ɛ n t 
digueren	d i ɣ 'e ɾ ə n	 d i ɣ 'ɛ ɾ ə n 
difosa	d i f 'o z ə	 d i f 'ɔ z ə 
diferent	d i f ə ɾ 'e n t	 d i f ə ɾ 'ɛ n t 
dient-se	d i 'e n s ə	 d i 'ə n s ə 
dibuixant-me	d i β u ʃ 'a m m ə	 d i β u ʃ 'a n t m ə 
detinguts	d ə t i ŋ g 'u t s	 d ə t 'i ŋ g 'u t s 
deteniment	d ə t ə n i m 'e n t	 d ə t 'ɛ n i m 'ə n t 
desviament	d ə z v i ə m 'e n t	 d ə z v 'i ə m 'ə n t 
destorben	d ə s t 'o ɾ β ə n	 d ə s t 'ɔ ɾ β ə n 
despreci	d ə s p ɾ 'ɛ s i	 d ə s p ɾ 'ə s i 
desplegant-se	d ə s p l ə ɣ 'a n s ə	 d ə s p l ə ɣ 'a n t s ə 
desordres	d ə z 'o ɾ ð ɾ ə s	 d ə z 'ɔ ɾ ð ɾ ə s 
desordre	d ə z 'o ɾ ð ɾ ə	 d ə z 'ɔ ɾ ð ɾ ə 
desinteressats	d ə z i n t ə ɾ ə s 'a t s	 d ə z 'i n t ə ɾ ə s 'a t s 
desigs	d ə z 'i t ʃ s	 d ə z 'i n s 
desemboca	d ə z ə m b 'o k ə	 d ə z ə m b 'ɔ k ə 
descontrol	d ə s k o n t ɾ 'ɔ l	 d ə s k o n t ɾ 'o l 
desapareixent	d ə z ə p ə ɾ ə ʃ 'e n t	 d ə z ə p ə ɾ ə ʃ 'ə n t 
depenent	d ə p ə n 'e n t	 d ə p ə n 'ə n t 
dent	d 'e n t	 d 'ə n t 
demores	d ə m 'o ɾ ə s	 d ə m 'ɔ ɾ ə s 
delinqüents	d ə l i ŋ k w 'e n s	 d ə l i ŋ k w 'ɛ n s 
delerosa	d ə l ə ɾ 'o z ə	 d ə l ə ɾ 'ɔ z ə 
deixes	d 'e ʃ ə s	 d 'ə ʃ ə s 
degenera	d ə ʒ ə n 'e ɾ ə	 d ə ʒ ə n 'ɛ ɾ ə 
decreixement	d ə k ɾ ə ʃ ə m 'e n t	 d ə k ɾ 'ə ʃ ə m 'ɛ n t 
decora	d ə k 'o ɾ ə	 d ə k 'ɔ ɾ ə 
darrers	d ə r 'e s	 d ə r 'ə s 
cònjuge	k 'ɔ n ʒ u ʒ ə	 k 'ɔ n ʒ 'u ʒ ə 
còmplices	k 'ɔ m p l i s ə s	 k 'ɔ m p l 'i s ə s 
cuinés	k u j n 'e s	 k 'u j n 'e s 
cuinera	k u j n 'e ɾ ə	 k u i n 'ɛ ɾ ə 
cuinar	k u j n 'a	 k u i n 'a 
cuidava	k u j ð 'a v ə	 k u i ð 'a v ə 
cuidant	k u j ð 'a n t	 k u i ð 'a n t 
cuers	k u 'e s	 k u 'ɛ ɾ s 
cruentes	k ɾ u 'e n t ə s	 k ɾ u 'ə n t ə s 
cromosomes	k ɾ o m o z 'o m ə s	 k ɾ o m o z 'ɔ m ə s 
cromos	k ɾ 'o m o s	 k ɾ 'ɔ m o s 
creïn	k ɾ 'e i n	 k ɾ ə 'i n 
crepitegen	k ɾ ə p i t 'ɛ ʒ ə n	 k ɾ ə p i t 'ə ʒ ə n 
cremes	k ɾ 'e m ə s	 k ɾ 'ə m ə s 
cremen	k ɾ 'e m ə n	 k ɾ 'ə m ə n 
crema	k ɾ 'e m ə	 k ɾ 'ə m ə 
covard	k o v 'a ɾ t	 k o v 'a ɾ ə 
cotorres	k o t 'o r ə s	 k o t 'ɔ r ə s 
costaneres	k o s t ə n 'e ɾ ə s	 k o s t ə n 'ɛ ɾ ə s 
costanera	k o s t ə n 'e ɾ ə	 k o s t ə n 'ɛ ɾ ə 
corriols	k o r i 'ɔ l s	 k o r i 'o l s 
corresponents	k o r ə s p o n 'e n s	 k o r ə s p o n 'ɛ n s 
conya	k 'o ɲ ə	 k 'ɔ ɲ ə 
contundent	k o n t u n d 'e n t	 k o n t u n d 'ə n t 
controls	k o n t ɾ 'ɔ l s	 k o n t ɾ 'o l s 
continuessin	k o n t i n u 'e s i n	 k o n t i n u 'ə s i n 
continguda	k o n t i ŋ g 'u ð ə	 k o n t 'i ŋ g 'u ð ə 
contenen	k o n t 'e n ə n	 k o n t 'ə n ə n 
contemplant-li	k o n t ə m p l 'a n l i	 k o n t ə m p l 'a n 'ɔ l i 
contaminants	k o n t ə m i n 'a n s	 k o n t ə m i n 'a n t s 
contagiosa	k o n t ə ʒ i 'o z ə	 k o n t ə ʒ i 'ɔ z ə 
consums	k o n s 'u n s	 k 'o n s 'u n s 
constructores	k o n s t ɾ u t t 'o ɾ ə s	 k o n s t ɾ u t t 'ɔ ɾ ə s 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
considero	k o n s i ð 'e ɾ o	 k o n s i ð 'ɛ ɾ o 
conseqüents	k o n s ə k w 'e n s	 k o n s ə k w 'ɛ n s 
conseqüent	k o n s ə k w 'e n t	 k o n s ə k w 'ɛ n t 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
connecta	k o n n 'e t t ə	 k o n n 'ɛ t t ə 
congruent	k o ŋ g ɾ u 'e n t	 k o ŋ g ɾ u 'ə n t 
condol	k o n d 'ɔ l	 k o n d 'o l 
concursos	k o ŋ k 'u ɾ s o s	 k 'o ŋ k 'u ɾ s o s 
comtats	k o n t 'a t s	 k o m t 'a t s 
comprenent	k o m p ɾ ə n 'e n t	 k o m p ɾ ə n 'ə n t 
comprant-se	k o m p ɾ 'a n s ə	 k o m p ɾ 'a n t s ə 
composa	k o m p 'o z ə	 k o m p 'ɔ z ə 
compliment	k o m p l i m 'e n t	 k 'ɔ m p l i m 'ə n t 
completi	k o m p l 'ɛ t i	 k o m p l 'ə t i 
completa-la	k o m p l 'ə t ə l ə	 k o m p l ə t 'a l ə 
complauen	k o m p l 'a w ə n	 k o m p l 'a ə n 
complaença	k o m p l ə 'ɛ n s ə	 k o m p l 'a 'ɛ n s ə 
comparsero	k o m p ə ɾ s 'e ɾ o	 k o m p ə ɾ s 'ɛ ɾ o 
comenta	k o m 'e n t ə	 k o m 'ɛ n t ə 
comences	k o m 'ɛ n s ə s	 k o m 'ə n s ə s 
colpeja	k o l p 'ɛ ʒ ə	 k o l p 'ə ʒ ə 
coixa	k 'o ʃ ə	 k 'ɔ ʃ ə 
coincidents	k o i n s i ð 'e n s	 k o i n s i ð 'ɛ n s 
coherents	k o ə ɾ 'e n s	 k o ə ɾ 'ə n s 
cofoi	k o f 'ɔ j	 k o f 'o i 
coco	k 'o k o	 k 'ɔ k o 
clavant-li	k l ə v 'a n l i	 k l ə v 'a n i l i 
clauers	k l ə w 'e s	 k l ə w 'ə s 
clauer	k l ə w 'e	 k l ə w 'ə 
circuli	s i ɾ k 'u l i	 s 'i ɾ k 'u l i 
cinglera	s i ŋ g l 'e ɾ ə	 s i ŋ g l 'ɛ ɾ ə 
cerquem	s ə ɾ k 'ə m	 s 'ɛ ɾ k 'ə m 
centígrads	s ə n t 'i ɣ ɾ ə t s	 s ə n t 'i ɣ ɾ 'a t s 
cents	s 'e n s	 s 'ə n t s 
cendrers	s ə n d ɾ 'e s	 s ə n d ɾ 'ə s 
cendrer	s ə n d ɾ 'e	 s ə n d ɾ 'ə 
celebren	s ə l 'e β ɾ ə n	 s ə l 'ə β ɾ ə n 
cec	s 'e k	 s 'ɛ k 
caçadores	k ə s ə ð 'o ɾ ə s	 k ə s ə ð 'ɔ ɾ ə s 
catorzena	k ə t o ɾ z 'ə n ə	 k ə t 'o ɾ z 'ə n ə 
catastrofista	k ə t ə s t ɾ o f 'i s t ə	 k 'a t ə s t ɾ o f 'i s t ə 
castigant-se	k ə s t i ɣ 'a n s ə	 k ə s t i ɣ 'a n t s ə 
carreres	k ə r 'e ɾ ə s	 k ə r 'ɛ ɾ ə s 
carinyosos	k ə ɾ i ɲ 'o z o s	 k ə ɾ i ɲ 'ɔ z o s 
carai	k ə ɾ 'a j	 k ə ɾ 'a i 
caracteritzant-lo	k ə ɾ ə t t ə ɾ i d z 'a n l o	 k ə ɾ ə t t ə ɾ i d z 'a n d l o 
caputxeta	k ə p u t ʃ 'ə t ə	 k ə p 'u t ʃ 'ə t ə 
captivadora	k ə t t i v ə ð 'o ɾ ə	 k ə t t i v ə ð 'ɔ ɾ ə 
capmàs	k ə m m 'a s	 k ə p m 'a s 
capbussar	k ə b b u s 'a	 k ə p β u s 'a 
cants	k 'a n s	 k 'a n t s 
cansament	k ə n s ə m 'e n t	 k 'a n s ə m 'ə n t 
calavera	k ə l ə v 'e ɾ ə	 k ə l ə v 'ɛ ɾ ə 
caixer	k ə ʃ 'e	 k ə ʃ 'ə 
caigudes	k ə j ɣ 'u ð ə s	 k 'a j ɣ 'u ð ə s 
cacera	k ə s 'e ɾ ə	 k ə s 'ɛ ɾ ə 
